mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2011-10,automoveis,Grandcab,1419,1419,4,0,2011-10.pdf
2011-10,automoveis,Hatch Médios,10809,10809,6,0,2011-10.pdf
2011-10,automoveis,Hatch Pequenos,40104,40104,11,0,2011-10.pdf
2011-10,automoveis,Monocab,9006,9006,11,0,2011-10.pdf
2011-10,automoveis,Sedans Compactos,5676,5676,6,0,2011-10.pdf
2011-10,automoveis,Sedans Grandes,2108,2108,12,0,2011-10.pdf
2011-10,automoveis,Sedans Pequenos,30553,30553,10,0,2011-10.pdf
2011-10,automoveis,Sedans médios,17656,17656,21,0,2011-10.pdf
2011-10,automoveis,Sports,369,369,9,0,2011-10.pdf
2011-10,automoveis,Suv's,21103,21103,40,0,2011-10.pdf
2011-10,automoveis,Sw Grandes,1311,1311,10,0,2011-10.pdf
2011-10,automoveis,Sw Médios,3682,3682,4,0,2011-10.pdf
2011-10,automoveis,Veículos de Entrada,71864,71864,9,0,2011-10.pdf
2011-10,comerciais_leves,Furgões,6048,6048,7,0,2011-10.pdf
2011-10,comerciais_leves,Furgões Pequenos,2380,2380,4,0,2011-10.pdf
2011-10,comerciais_leves,Pick-up's Grandes,11715,11715,11,0,2011-10.pdf
2011-10,comerciais_leves,Pick-up's Pequenas,18650,18650,6,0,2011-10.pdf
