mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2012-05,automoveis,Grandcab,1147,1147,4,0,2012-05.pdf
2012-05,automoveis,Hatch Médios,7968,7968,6,0,2012-05.pdf
2012-05,automoveis,Hatch Pequenos,45739,45739,11,0,2012-05.pdf
2012-05,automoveis,Monocab,9084,9084,11,0,2012-05.pdf
2012-05,automoveis,Sedans Compactos,10036,10036,6,0,2012-05.pdf
2012-05,automoveis,Sedans Grandes,1450,1450,12,0,2012-05.pdf
2012-05,automoveis,Sedans Pequenos,34445,34445,10,0,2012-05.pdf
2012-05,automoveis,Sedans médios,20089,20089,21,0,2012-05.pdf
2012-05,automoveis,Sports,152,152,9,0,2012-05.pdf
2012-05,automoveis,Suv's,22005,22005,40,0,2012-05.pdf
2012-05,automoveis,Sw Grandes,1015,1015,7,0,2012-05.pdf
2012-05,automoveis,Sw Médios,3766,3766,4,0,2012-05.pdf
2012-05,automoveis,Veículos de Entrada,69311,69311,9,0,2012-05.pdf
2012-05,comerciais_leves,Furgões,5709,5709,7,0,2012-05.pdf
2012-05,comerciais_leves,Furgões Pequenos,2389,2389,4,0,2012-05.pdf
2012-05,comerciais_leves,Pick-up's Grandes,12357,12357,11,0,2012-05.pdf
2012-05,comerciais_leves,Pick-up's Pequenas,20831,20831,6,0,2012-05.pdf
