mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2007-04,automoveis,Grandcab,1931,1931,4,0,2007-04.pdf
2007-04,automoveis,Hatch Médios,5804,5804,6,0,2007-04.pdf
2007-04,automoveis,Hatch Pequenos,20958,20958,7,0,2007-04.pdf
2007-04,automoveis,Monocab,6708,6708,10,0,2007-04.pdf
2007-04,automoveis,Sedans Compactos,2873,2873,5,0,2007-04.pdf
2007-04,automoveis,Sedans Grandes,573,573,12,0,2007-04.pdf
2007-04,automoveis,Sedans Pequenos,23901,23901,8,0,2007-04.pdf
2007-04,automoveis,Sedans médios,13466,13466,20,0,2007-04.pdf
2007-04,automoveis,Sports,73,73,9,0,2007-04.pdf
2007-04,automoveis,Suv's,7271,7271,40,0,2007-04.pdf
2007-04,automoveis,Sw Grandes,1615,1615,11,0,2007-04.pdf
2007-04,automoveis,Sw Médios,5688,5688,4,0,2007-04.pdf
2007-04,automoveis,Veículos de Entrada,59696,59696,8,0,2007-04.pdf
2007-04,comerciais_leves,Furgões,3107,3107,7,0,2007-04.pdf
2007-04,comerciais_leves,Furgões Pequenos,1437,1437,4,0,2007-04.pdf
2007-04,comerciais_leves,Pick-up's Grandes,5310,5310,11,0,2007-04.pdf
2007-04,comerciais_leves,Pick-up's Pequenas,8661,8661,6,0,2007-04.pdf
