mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2012-02,automoveis,Grandcab,1098,1098,4,0,2012-02.pdf
2012-02,automoveis,Hatch Médios,7748,7748,6,0,2012-02.pdf
2012-02,automoveis,Hatch Pequenos,40632,40632,11,0,2012-02.pdf
2012-02,automoveis,Monocab,7204,7204,11,0,2012-02.pdf
2012-02,automoveis,Sedans Compactos,7647,7647,6,0,2012-02.pdf
2012-02,automoveis,Sedans Grandes,1248,1248,12,0,2012-02.pdf
2012-02,automoveis,Sedans Pequenos,27587,27587,10,0,2012-02.pdf
2012-02,automoveis,Sedans médios,17524,17524,21,0,2012-02.pdf
2012-02,automoveis,Sports,141,141,9,0,2012-02.pdf
2012-02,automoveis,Suv's,16960,16960,40,0,2012-02.pdf
2012-02,automoveis,Sw Grandes,1254,1254,5,0,2012-02.pdf
2012-02,automoveis,Sw Médios,3813,3813,4,0,2012-02.pdf
2012-02,automoveis,Veículos de Entrada,64928,64928,9,0,2012-02.pdf
2012-02,comerciais_leves,Furgões,5348,5348,7,0,2012-02.pdf
2012-02,comerciais_leves,Furgões Pequenos,2272,2272,4,0,2012-02.pdf
2012-02,comerciais_leves,Pick-up's Grandes,8178,8178,11,0,2012-02.pdf
2012-02,comerciais_leves,Pick-up's Pequenas,16500,16500,6,0,2012-02.pdf
