mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2014-01,automoveis,Grandcab,3380,3380,4,0,2014-01.pdf
2014-01,automoveis,Hatch Médios,10888,10888,6,0,2014-01.pdf
2014-01,automoveis,Hatch Pequenos,66666,66666,11,0,2014-01.pdf
2014-01,automoveis,Monocab,8026,8026,11,0,2014-01.pdf
2014-01,automoveis,Sedans Compactos,9425,9425,6,0,2014-01.pdf
2014-01,automoveis,Sedans Grandes,1722,1722,12,0,2014-01.pdf
2014-01,automoveis,Sedans Pequenos,41619,41619,10,0,2014-01.pdf
2014-01,automoveis,Sedans médios,17489,17489,21,0,2014-01.pdf
2014-01,automoveis,Sports,235,235,9,0,2014-01.pdf
2014-01,automoveis,Suv's,27248,27248,40,0,2014-01.pdf
2014-01,automoveis,Sw Grandes,10,10,6,0,2014-01.pdf
2014-01,automoveis,Sw Médios,2774,2774,4,0,2014-01.pdf
2014-01,automoveis,Veículos de Entrada,61156,61156,9,0,2014-01.pdf
2014-01,comerciais_leves,Furgões,6133,6133,7,0,2014-01.pdf
2014-01,comerciais_leves,Furgões Pequenos,2202,2202,4,0,2014-01.pdf
2014-01,comerciais_leves,Pick-up's Grandes,14074,14074,11,0,2014-01.pdf
2014-01,comerciais_leves,Pick-up's Pequenas,20756,20756,6,0,2014-01.pdf
