mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2014-11,automoveis,Grandcab,3260,3260,4,0,2014-11.pdf
2014-11,automoveis,Hatch Médios,6224,6224,6,0,2014-11.pdf
2014-11,automoveis,Hatch Pequenos,53294,53294,11,0,2014-11.pdf
2014-11,automoveis,Monocab,8341,8341,11,0,2014-11.pdf
2014-11,automoveis,Sedans Compactos,8971,8971,6,0,2014-11.pdf
2014-11,automoveis,Sedans Grandes,1288,1288,12,0,2014-11.pdf
2014-11,automoveis,Sedans Pequenos,39697,39697,10,0,2014-11.pdf
2014-11,automoveis,Sedans médios,20471,20471,21,0,2014-11.pdf
2014-11,automoveis,Sports,165,165,9,0,2014-11.pdf
2014-11,automoveis,Suv's,24040,24040,40,0,2014-11.pdf
2014-11,automoveis,Sw Grandes,22,22,7,0,2014-11.pdf
2014-11,automoveis,Sw Médios,2022,2022,4,0,2014-11.pdf
2014-11,automoveis,Veículos de Entrada,63661,63661,9,0,2014-11.pdf
2014-11,comerciais_leves,Furgões,4578,4578,7,0,2014-11.pdf
2014-11,comerciais_leves,Furgões Pequenos,2948,2948,4,0,2014-11.pdf
2014-11,comerciais_leves,Pick-up's Grandes,13557,13557,11,0,2014-11.pdf
2014-11,comerciais_leves,Pick-up's Pequenas,23341,23341,6,0,2014-11.pdf
