mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2019-10,automoveis,Grandcab,2556,2555,4,1,2019-10.pdf
2019-10,automoveis,Hatch Médios,478,400,6,78,2019-10.pdf
2019-10,automoveis,Hatch Pequenos,65819,65661,12,158,2019-10.pdf
2019-10,automoveis,Monocab,2413,2413,6,0,2019-10.pdf
2019-10,automoveis,Sedans Compactos,16541,16537,6,4,2019-10.pdf
2019-10,automoveis,Sedans Grandes,1095,906,12,189,2019-10.pdf
2019-10,automoveis,Sedans Pequenos,24215,24215,10,0,2019-10.pdf
2019-10,automoveis,Sedans médios,12095,12094,21,1,2019-10.pdf
2019-10,automoveis,Sports,136,111,9,25,2019-10.pdf
2019-10,automoveis,Suv's,56848,55172,40,1676,2019-10.pdf
2019-10,automoveis,Sw Grandes,53,53,5,0,2019-10.pdf
2019-10,automoveis,Sw Médios,522,522,4,0,2019-10.pdf
2019-10,automoveis,Veículos de Entrada,21688,21686,9,2,2019-10.pdf
2019-10,comerciais_leves,Furgões,3229,2770,7,459,2019-10.pdf
2019-10,comerciais_leves,Furgões Pequenos,1714,1709,4,5,2019-10.pdf
2019-10,comerciais_leves,Pick-up's Grandes,19263,19257,11,6,2019-10.pdf
2019-10,comerciais_leves,Pick-up's Pequenas,12433,12433,6,0,2019-10.pdf
