mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2017-03,automoveis,Grandcab,2095,2091,4,4,2017-03.pdf
2017-03,automoveis,Hatch Médios,1878,1799,6,79,2017-03.pdf
2017-03,automoveis,Hatch Pequenos,41501,41455,11,46,2017-03.pdf
2017-03,automoveis,Monocab,3023,3023,7,0,2017-03.pdf
2017-03,automoveis,Sedans Compactos,3698,3698,6,0,2017-03.pdf
2017-03,automoveis,Sedans Grandes,641,584,12,57,2017-03.pdf
2017-03,automoveis,Sedans Pequenos,25014,25013,10,1,2017-03.pdf
2017-03,automoveis,Sedans médios,13659,13631,21,28,2017-03.pdf
2017-03,automoveis,Sports,106,80,9,26,2017-03.pdf
2017-03,automoveis,Suv's,34132,33535,40,597,2017-03.pdf
2017-03,automoveis,Sw Grandes,105,105,6,0,2017-03.pdf
2017-03,automoveis,Sw Médios,314,314,4,0,2017-03.pdf
2017-03,automoveis,Veículos de Entrada,31888,31888,9,0,2017-03.pdf
2017-03,comerciais_leves,Furgões,1630,1516,7,114,2017-03.pdf
2017-03,comerciais_leves,Furgões Pequenos,1140,1138,4,2,2017-03.pdf
2017-03,comerciais_leves,Pick-up's Grandes,13335,13328,11,7,2017-03.pdf
2017-03,comerciais_leves,Pick-up's Pequenas,9655,9655,6,0,2017-03.pdf
