mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2018-08,automoveis,Grandcab,2050,2047,4,3,2018-08.pdf
2018-08,automoveis,Hatch Médios,1144,1067,6,77,2018-08.pdf
2018-08,automoveis,Hatch Pequenos,60689,60660,12,29,2018-08.pdf
2018-08,automoveis,Monocab,2547,2547,7,0,2018-08.pdf
2018-08,automoveis,Sedans Compactos,10387,10383,6,4,2018-08.pdf
2018-08,automoveis,Sedans Grandes,906,841,12,65,2018-08.pdf
2018-08,automoveis,Sedans Pequenos,27063,27061,10,2,2018-08.pdf
2018-08,automoveis,Sedans médios,12630,12621,21,9,2018-08.pdf
2018-08,automoveis,Sports,188,155,9,33,2018-08.pdf
2018-08,automoveis,Suv's,50993,49417,40,1576,2018-08.pdf
2018-08,automoveis,Sw Grandes,55,55,6,0,2018-08.pdf
2018-08,automoveis,Sw Médios,1154,1154,4,0,2018-08.pdf
2018-08,automoveis,Veículos de Entrada,34093,34088,9,5,2018-08.pdf
2018-08,comerciais_leves,Furgões,2604,2082,7,522,2018-08.pdf
2018-08,comerciais_leves,Furgões Pequenos,1788,1728,4,60,2018-08.pdf
2018-08,comerciais_leves,Pick-up's Grandes,19139,19132,11,7,2018-08.pdf
2018-08,comerciais_leves,Pick-up's Pequenas,11761,11761,4,0,2018-08.pdf
