mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2010-04,automoveis,Grandcab,1978,1978,4,0,2010-04.pdf
2010-04,automoveis,Hatch Médios,13758,13758,6,0,2010-04.pdf
2010-04,automoveis,Hatch Pequenos,37602,37602,11,0,2010-04.pdf
2010-04,automoveis,Monocab,9099,9099,11,0,2010-04.pdf
2010-04,automoveis,Sedans Compactos,6764,6764,6,0,2010-04.pdf
2010-04,automoveis,Sedans Grandes,1435,1435,12,0,2010-04.pdf
2010-04,automoveis,Sedans Pequenos,39696,39696,10,0,2010-04.pdf
2010-04,automoveis,Sedans médios,15171,15171,21,0,2010-04.pdf
2010-04,automoveis,Sports,128,128,9,0,2010-04.pdf
2010-04,automoveis,Suv's,17270,17270,40,0,2010-04.pdf
2010-04,automoveis,Sw Grandes,460,460,10,0,2010-04.pdf
2010-04,automoveis,Sw Médios,4823,4823,4,0,2010-04.pdf
2010-04,automoveis,Veículos de Entrada,73041,73041,9,0,2010-04.pdf
2010-04,comerciais_leves,Furgões,6027,6027,7,0,2010-04.pdf
2010-04,comerciais_leves,Furgões Pequenos,1898,1898,4,0,2010-04.pdf
2010-04,comerciais_leves,Pick-up's Grandes,9597,9597,11,0,2010-04.pdf
2010-04,comerciais_leves,Pick-up's Pequenas,18317,18317,6,0,2010-04.pdf
