mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2018-04,automoveis,Grandcab,1297,1296,4,1,2018-04.pdf
2018-04,automoveis,Hatch Médios,1315,1277,6,38,2018-04.pdf
2018-04,automoveis,Hatch Pequenos,50363,50326,12,37,2018-04.pdf
2018-04,automoveis,Monocab,2762,2762,7,0,2018-04.pdf
2018-04,automoveis,Sedans Compactos,6826,6826,6,0,2018-04.pdf
2018-04,automoveis,Sedans Grandes,979,900,12,79,2018-04.pdf
2018-04,automoveis,Sedans Pequenos,28327,28326,10,1,2018-04.pdf
2018-04,automoveis,Sedans médios,13666,13656,21,10,2018-04.pdf
2018-04,automoveis,Sports,197,174,9,23,2018-04.pdf
2018-04,automoveis,Suv's,40626,39371,40,1255,2018-04.pdf
2018-04,automoveis,Sw Grandes,107,107,4,0,2018-04.pdf
2018-04,automoveis,Sw Médios,648,648,3,0,2018-04.pdf
2018-04,automoveis,Veículos de Entrada,31572,31569,9,3,2018-04.pdf
2018-04,comerciais_leves,Furgões,1928,1742,7,186,2018-04.pdf
2018-04,comerciais_leves,Furgões Pequenos,1501,1500,4,1,2018-04.pdf
2018-04,comerciais_leves,Pick-up's Grandes,16617,16611,11,6,2018-04.pdf
2018-04,comerciais_leves,Pick-up's Pequenas,11246,11246,4,0,2018-04.pdf
