mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2004-04,automoveis,Grandcab,2583,2583,4,0,2004-04.pdf
2004-04,automoveis,Hatch Médios,4683,4683,6,0,2004-04.pdf
2004-04,automoveis,Hatch Pequenos,10385,10385,7,0,2004-04.pdf
2004-04,automoveis,Monocab,5022,5022,9,0,2004-04.pdf
2004-04,automoveis,Sedans Compactos,2289,2289,5,0,2004-04.pdf
2004-04,automoveis,Sedans Grandes,312,312,12,0,2004-04.pdf
2004-04,automoveis,Sedans Pequenos,10761,10761,9,0,2004-04.pdf
2004-04,automoveis,Sedans médios,6142,6142,11,0,2004-04.pdf
2004-04,automoveis,Sports,26,26,9,0,2004-04.pdf
2004-04,automoveis,Suv's,4003,4003,40,0,2004-04.pdf
2004-04,automoveis,Sw Grandes,117,117,8,0,2004-04.pdf
2004-04,automoveis,Sw Médios,2178,2178,4,0,2004-04.pdf
2004-04,automoveis,Veículos de Entrada,45099,45099,9,0,2004-04.pdf
2004-04,comerciais_leves,Furgões,2205,2205,7,0,2004-04.pdf
2004-04,comerciais_leves,Furgões Pequenos,1067,1067,4,0,2004-04.pdf
2004-04,comerciais_leves,Pick-up's Grandes,4112,4112,11,0,2004-04.pdf
2004-04,comerciais_leves,Pick-up's Pequenas,5508,5508,6,0,2004-04.pdf
