mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2004-06,automoveis,Grandcab,3229,3229,4,0,2004-06.pdf
2004-06,automoveis,Hatch Médios,5279,5279,6,0,2004-06.pdf
2004-06,automoveis,Hatch Pequenos,12873,12873,8,0,2004-06.pdf
2004-06,automoveis,Monocab,5321,5321,9,0,2004-06.pdf
2004-06,automoveis,Sedans Compactos,3058,3058,6,0,2004-06.pdf
2004-06,automoveis,Sedans Grandes,484,484,12,0,2004-06.pdf
2004-06,automoveis,Sedans Pequenos,13201,13201,9,0,2004-06.pdf
2004-06,automoveis,Sedans médios,5980,5980,11,0,2004-06.pdf
2004-06,automoveis,Sports,19,19,9,0,2004-06.pdf
2004-06,automoveis,Suv's,4620,4620,40,0,2004-06.pdf
2004-06,automoveis,Sw Grandes,646,646,9,0,2004-06.pdf
2004-06,automoveis,Sw Médios,3448,3448,4,0,2004-06.pdf
2004-06,automoveis,Veículos de Entrada,50796,50796,9,0,2004-06.pdf
2004-06,comerciais_leves,Furgões,1980,1980,7,0,2004-06.pdf
2004-06,comerciais_leves,Furgões Pequenos,1133,1133,4,0,2004-06.pdf
2004-06,comerciais_leves,Pick-up's Grandes,3792,3792,11,0,2004-06.pdf
2004-06,comerciais_leves,Pick-up's Pequenas,6131,6131,6,0,2004-06.pdf
