mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2015-07,automoveis,Grandcab,1895,1895,4,0,2015-07.pdf
2015-07,automoveis,Hatch Médios,4742,4742,6,0,2015-07.pdf
2015-07,automoveis,Hatch Pequenos,43372,43372,11,0,2015-07.pdf
2015-07,automoveis,Monocab,4525,4525,11,0,2015-07.pdf
2015-07,automoveis,Sedans Compactos,4060,4060,6,0,2015-07.pdf
2015-07,automoveis,Sedans Grandes,1471,1471,12,0,2015-07.pdf
2015-07,automoveis,Sedans Pequenos,33160,33160,10,0,2015-07.pdf
2015-07,automoveis,Sedans médios,17622,17622,21,0,2015-07.pdf
2015-07,automoveis,Sports,135,135,9,0,2015-07.pdf
2015-07,automoveis,Suv's,29062,29062,40,0,2015-07.pdf
2015-07,automoveis,Sw Grandes,216,216,5,0,2015-07.pdf
2015-07,automoveis,Sw Médios,1511,1511,4,0,2015-07.pdf
2015-07,automoveis,Veículos de Entrada,42850,42850,9,0,2015-07.pdf
2015-07,comerciais_leves,Furgões,2604,2604,7,0,2015-07.pdf
2015-07,comerciais_leves,Furgões Pequenos,1781,1781,4,0,2015-07.pdf
2015-07,comerciais_leves,Pick-up's Grandes,10341,10341,11,0,2015-07.pdf
2015-07,comerciais_leves,Pick-up's Pequenas,17356,17356,6,0,2015-07.pdf
