mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2017-01,automoveis,Grandcab,2108,2106,4,2,2017-01.pdf
2017-01,automoveis,Hatch Médios,1744,1654,6,90,2017-01.pdf
2017-01,automoveis,Hatch Pequenos,33809,33733,11,76,2017-01.pdf
2017-01,automoveis,Monocab,2863,2863,8,0,2017-01.pdf
2017-01,automoveis,Sedans Compactos,2784,2784,5,0,2017-01.pdf
2017-01,automoveis,Sedans Grandes,616,586,12,30,2017-01.pdf
2017-01,automoveis,Sedans Pequenos,17251,17251,10,0,2017-01.pdf
2017-01,automoveis,Sedans médios,9758,9730,21,28,2017-01.pdf
2017-01,automoveis,Sports,99,79,9,20,2017-01.pdf
2017-01,automoveis,Suv's,23577,23105,40,472,2017-01.pdf
2017-01,automoveis,Sw Grandes,47,47,6,0,2017-01.pdf
2017-01,automoveis,Sw Médios,378,378,4,0,2017-01.pdf
2017-01,automoveis,Veículos de Entrada,26322,26322,9,0,2017-01.pdf
2017-01,comerciais_leves,Furgões,1285,1173,7,112,2017-01.pdf
2017-01,comerciais_leves,Furgões Pequenos,757,754,4,3,2017-01.pdf
2017-01,comerciais_leves,Pick-up's Grandes,11675,11672,11,3,2017-01.pdf
2017-01,comerciais_leves,Pick-up's Pequenas,8463,8463,4,0,2017-01.pdf
