mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2010-03,automoveis,Grandcab,2297,2297,4,0,2010-03.pdf
2010-03,automoveis,Hatch Médios,16185,16185,6,0,2010-03.pdf
2010-03,automoveis,Hatch Pequenos,48221,48221,11,0,2010-03.pdf
2010-03,automoveis,Monocab,15235,15235,11,0,2010-03.pdf
2010-03,automoveis,Sedans Compactos,7726,7726,6,0,2010-03.pdf
2010-03,automoveis,Sedans Grandes,1502,1502,12,0,2010-03.pdf
2010-03,automoveis,Sedans Pequenos,50404,50404,10,0,2010-03.pdf
2010-03,automoveis,Sedans médios,19010,19010,21,0,2010-03.pdf
2010-03,automoveis,Sports,176,176,9,0,2010-03.pdf
2010-03,automoveis,Suv's,20904,20904,40,0,2010-03.pdf
2010-03,automoveis,Sw Grandes,390,390,8,0,2010-03.pdf
2010-03,automoveis,Sw Médios,7075,7075,4,0,2010-03.pdf
2010-03,automoveis,Veículos de Entrada,101297,101297,9,0,2010-03.pdf
2010-03,comerciais_leves,Furgões,7103,7103,7,0,2010-03.pdf
2010-03,comerciais_leves,Furgões Pequenos,2162,2162,4,0,2010-03.pdf
2010-03,comerciais_leves,Pick-up's Grandes,11702,11702,11,0,2010-03.pdf
2010-03,comerciais_leves,Pick-up's Pequenas,19839,19839,6,0,2010-03.pdf
