mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2005-12,automoveis,Grandcab,2619,2595,4,24,2005-12.pdf
2005-12,automoveis,Hatch Médios,6633,6544,6,89,2005-12.pdf
2005-12,automoveis,Hatch Pequenos,26654,26654,10,0,2005-12.pdf
2005-12,automoveis,Monocab,9555,9555,9,0,2005-12.pdf
2005-12,automoveis,Sedans Compactos,1972,1972,6,0,2005-12.pdf
2005-12,automoveis,Sedans Grandes,831,689,12,142,2005-12.pdf
2005-12,automoveis,Sedans Pequenos,18922,18922,9,0,2005-12.pdf
2005-12,automoveis,Sedans médios,12240,12240,19,0,2005-12.pdf
2005-12,automoveis,Sports,62,47,9,15,2005-12.pdf
2005-12,automoveis,Suv's,8913,8899,40,14,2005-12.pdf
2005-12,automoveis,Sw Grandes,909,909,10,0,2005-12.pdf
2005-12,automoveis,Sw Médios,5268,5264,4,4,2005-12.pdf
2005-12,automoveis,Veículos de Entrada,63236,63236,9,0,2005-12.pdf
2005-12,comerciais_leves,Furgões,2689,2369,7,320,2005-12.pdf
2005-12,comerciais_leves,Furgões Pequenos,1458,1457,4,1,2005-12.pdf
2005-12,comerciais_leves,Pick-up's Grandes,6514,6514,11,0,2005-12.pdf
2005-12,comerciais_leves,Pick-up's Pequenas,6868,6868,6,0,2005-12.pdf
