mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2012-01,automoveis,Grandcab,1246,1246,4,0,2012-01.pdf
2012-01,automoveis,Hatch Médios,8761,8761,6,0,2012-01.pdf
2012-01,automoveis,Hatch Pequenos,39414,39414,11,0,2012-01.pdf
2012-01,automoveis,Monocab,7544,7544,10,0,2012-01.pdf
2012-01,automoveis,Sedans Compactos,9809,9809,6,0,2012-01.pdf
2012-01,automoveis,Sedans Grandes,1838,1838,12,0,2012-01.pdf
2012-01,automoveis,Sedans Pequenos,31153,31153,10,0,2012-01.pdf
2012-01,automoveis,Sedans médios,15874,15874,21,0,2012-01.pdf
2012-01,automoveis,Sports,244,244,9,0,2012-01.pdf
2012-01,automoveis,Suv's,19569,19569,40,0,2012-01.pdf
2012-01,automoveis,Sw Grandes,1201,1201,4,0,2012-01.pdf
2012-01,automoveis,Sw Médios,4113,4113,4,0,2012-01.pdf
2012-01,automoveis,Veículos de Entrada,69918,69918,9,0,2012-01.pdf
2012-01,comerciais_leves,Furgões,5770,5770,7,0,2012-01.pdf
2012-01,comerciais_leves,Furgões Pequenos,1782,1782,4,0,2012-01.pdf
2012-01,comerciais_leves,Pick-up's Grandes,11910,11910,11,0,2012-01.pdf
2012-01,comerciais_leves,Pick-up's Pequenas,16105,16105,6,0,2012-01.pdf
