mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2003-05,automoveis,Grandcab,2374,2374,4,0,2003-05.pdf
2003-05,automoveis,Hatch Médios,5793,5793,6,0,2003-05.pdf
2003-05,automoveis,Hatch Pequenos,8709,8709,9,0,2003-05.pdf
2003-05,automoveis,Monocab,3919,3919,9,0,2003-05.pdf
2003-05,automoveis,Sedans Compactos,2678,2678,5,0,2003-05.pdf
2003-05,automoveis,Sedans Grandes,345,345,12,0,2003-05.pdf
2003-05,automoveis,Sedans Pequenos,10743,10743,8,0,2003-05.pdf
2003-05,automoveis,Sedans médios,6162,6162,16,0,2003-05.pdf
2003-05,automoveis,Sports,14,14,9,0,2003-05.pdf
2003-05,automoveis,Suv's,3205,3205,40,0,2003-05.pdf
2003-05,automoveis,Sw Grandes,223,223,6,0,2003-05.pdf
2003-05,automoveis,Sw Médios,2709,2709,4,0,2003-05.pdf
2003-05,automoveis,Veículos de Entrada,42140,42140,9,0,2003-05.pdf
2003-05,comerciais_leves,Furgões,1594,1594,7,0,2003-05.pdf
2003-05,comerciais_leves,Furgões Pequenos,863,863,4,0,2003-05.pdf
2003-05,comerciais_leves,Pick-up's Grandes,3634,3634,11,0,2003-05.pdf
2003-05,comerciais_leves,Pick-up's Pequenas,3980,3980,5,0,2003-05.pdf
