mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2025-05,automoveis,Grandcab,2229,2228,4,1,2025-05.pdf
2025-05,automoveis,Hatch Médios,34,32,6,2,2025-05.pdf
2025-05,automoveis,Hatch Pequenos,44926,44846,12,80,2025-05.pdf
2025-05,automoveis,Monocab,0,0,1,0,2025-05.pdf
2025-05,automoveis,Sedans Compactos,9370,9370,6,0,2025-05.pdf
2025-05,automoveis,Sedans Grandes,683,656,12,27,2025-05.pdf
2025-05,automoveis,Sedans Pequenos,7101,7101,6,0,2025-05.pdf
2025-05,automoveis,Sedans médios,5409,5409,21,0,2025-05.pdf
2025-05,automoveis,Sports,194,177,9,17,2025-05.pdf
2025-05,automoveis,Suv's,85720,82827,40,2893,2025-05.pdf
2025-05,automoveis,Sw Grandes,7,7,2,0,2025-05.pdf
2025-05,automoveis,Sw Médios,0,0,0,0,2025-05.pdf
2025-05,automoveis,Veículos de Entrada,11808,11808,8,0,2025-05.pdf
2025-05,comerciais_leves,Furgões,4124,3284,7,840,2025-05.pdf
2025-05,comerciais_leves,Furgões Pequenos,2504,2497,4,7,2025-05.pdf
2025-05,comerciais_leves,Pick-up's Grandes,22791,21964,11,827,2025-05.pdf
2025-05,comerciais_leves,Pick-up's Pequenas,17390,17390,3,0,2025-05.pdf
