mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2024-08,automoveis,Grandcab,2646,2646,4,0,2024-08.pdf
2024-08,automoveis,Hatch Médios,65,57,6,8,2024-08.pdf
2024-08,automoveis,Hatch Pequenos,50195,50053,12,142,2024-08.pdf
2024-08,automoveis,Monocab,5,5,3,0,2024-08.pdf
2024-08,automoveis,Sedans Compactos,12753,12753,6,0,2024-08.pdf
2024-08,automoveis,Sedans Grandes,607,591,12,16,2024-08.pdf
2024-08,automoveis,Sedans Pequenos,7727,7727,8,0,2024-08.pdf
2024-08,automoveis,Sedans médios,5175,5172,21,3,2024-08.pdf
2024-08,automoveis,Sports,627,593,9,34,2024-08.pdf
2024-08,automoveis,Suv's,81718,79625,40,2093,2024-08.pdf
2024-08,automoveis,Sw Grandes,10,10,3,0,2024-08.pdf
2024-08,automoveis,Sw Médios,1,1,4,0,2024-08.pdf
2024-08,automoveis,Veículos de Entrada,9403,9402,9,1,2024-08.pdf
2024-08,comerciais_leves,Furgões,3627,2612,7,1015,2024-08.pdf
2024-08,comerciais_leves,Furgões Pequenos,2115,2106,4,9,2024-08.pdf
2024-08,comerciais_leves,Pick-up's Grandes,24500,23510,11,990,2024-08.pdf
2024-08,comerciais_leves,Pick-up's Pequenas,21941,21941,6,0,2024-08.pdf
