mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2021-03,automoveis,Grandcab,1033,1033,4,0,2021-03.pdf
2021-03,automoveis,Hatch Médios,217,208,6,9,2021-03.pdf
2021-03,automoveis,Hatch Pequenos,32355,32338,12,17,2021-03.pdf
2021-03,automoveis,Monocab,1087,1087,6,0,2021-03.pdf
2021-03,automoveis,Sedans Compactos,11112,11108,6,4,2021-03.pdf
2021-03,automoveis,Sedans Grandes,812,784,12,28,2021-03.pdf
2021-03,automoveis,Sedans Pequenos,9877,9877,10,0,2021-03.pdf
2021-03,automoveis,Sedans médios,6339,6339,21,0,2021-03.pdf
2021-03,automoveis,Sports,266,237,9,29,2021-03.pdf
2021-03,automoveis,Suv's,54788,53725,40,1063,2021-03.pdf
2021-03,automoveis,Sw Grandes,16,16,3,0,2021-03.pdf
2021-03,automoveis,Sw Médios,0,0,2,0,2021-03.pdf
2021-03,automoveis,Veículos de Entrada,23968,23968,9,0,2021-03.pdf
2021-03,comerciais_leves,Furgões,2544,2061,7,483,2021-03.pdf
2021-03,comerciais_leves,Furgões Pequenos,2050,2049,4,1,2021-03.pdf
2021-03,comerciais_leves,Pick-up's Grandes,17068,17068,11,0,2021-03.pdf
2021-03,comerciais_leves,Pick-up's Pequenas,13509,13509,5,0,2021-03.pdf
