mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2022-01,automoveis,Grandcab,564,564,4,0,2022-01.pdf
2022-01,automoveis,Hatch Médios,127,127,6,0,2022-01.pdf
2022-01,automoveis,Hatch Pequenos,17531,17517,12,14,2022-01.pdf
2022-01,automoveis,Monocab,203,203,3,0,2022-01.pdf
2022-01,automoveis,Sedans Compactos,6443,6443,6,0,2022-01.pdf
2022-01,automoveis,Sedans Grandes,502,488,12,14,2022-01.pdf
2022-01,automoveis,Sedans Pequenos,5882,5882,10,0,2022-01.pdf
2022-01,automoveis,Sedans médios,4170,4170,17,0,2022-01.pdf
2022-01,automoveis,Sports,130,119,9,11,2022-01.pdf
2022-01,automoveis,Suv's,46832,45928,40,904,2022-01.pdf
2022-01,automoveis,Veículos de Entrada,9776,9776,8,0,2022-01.pdf
2022-01,comerciais_leves,Furgões,2481,2143,7,338,2022-01.pdf
2022-01,comerciais_leves,Furgões Pequenos,1390,1390,4,0,2022-01.pdf
2022-01,comerciais_leves,Pick-up's Grandes,12615,12609,11,6,2022-01.pdf
2022-01,comerciais_leves,Pick-up's Pequenas,7902,7902,5,0,2022-01.pdf
