mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2017-02,automoveis,Grandcab,1569,1568,4,1,2017-02.pdf
2017-02,automoveis,Hatch Médios,1533,1458,6,75,2017-02.pdf
2017-02,automoveis,Hatch Pequenos,30273,30208,11,65,2017-02.pdf
2017-02,automoveis,Monocab,2515,2515,7,0,2017-02.pdf
2017-02,automoveis,Sedans Compactos,2972,2971,6,1,2017-02.pdf
2017-02,automoveis,Sedans Grandes,575,527,12,48,2017-02.pdf
2017-02,automoveis,Sedans Pequenos,15534,15532,10,2,2017-02.pdf
2017-02,automoveis,Sedans médios,8991,8960,21,31,2017-02.pdf
2017-02,automoveis,Sports,97,70,9,27,2017-02.pdf
2017-02,automoveis,Suv's,23989,23598,40,391,2017-02.pdf
2017-02,automoveis,Sw Grandes,51,51,5,0,2017-02.pdf
2017-02,automoveis,Sw Médios,355,355,4,0,2017-02.pdf
2017-02,automoveis,Veículos de Entrada,23905,23903,9,2,2017-02.pdf
2017-02,comerciais_leves,Furgões,1350,1221,7,129,2017-02.pdf
2017-02,comerciais_leves,Furgões Pequenos,859,858,4,1,2017-02.pdf
2017-02,comerciais_leves,Pick-up's Grandes,10566,10564,11,2,2017-02.pdf
2017-02,comerciais_leves,Pick-up's Pequenas,7245,7245,4,0,2017-02.pdf
