mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2005-01,automoveis,Grandcab,2018,2018,4,0,2005-01.pdf
2005-01,automoveis,Hatch Médios,4575,4575,6,0,2005-01.pdf
2005-01,automoveis,Hatch Pequenos,13422,13422,7,0,2005-01.pdf
2005-01,automoveis,Monocab,4449,4449,5,0,2005-01.pdf
2005-01,automoveis,Sedans Compactos,1812,1812,6,0,2005-01.pdf
2005-01,automoveis,Sedans Grandes,312,312,12,0,2005-01.pdf
2005-01,automoveis,Sedans Pequenos,11319,11319,8,0,2005-01.pdf
2005-01,automoveis,Sedans médios,4337,4337,15,0,2005-01.pdf
2005-01,automoveis,Sports,18,18,9,0,2005-01.pdf
2005-01,automoveis,Suv's,5092,5092,40,0,2005-01.pdf
2005-01,automoveis,Sw Grandes,380,380,9,0,2005-01.pdf
2005-01,automoveis,Sw Médios,3135,3135,4,0,2005-01.pdf
2005-01,automoveis,Veículos de Entrada,37558,37558,8,0,2005-01.pdf
2005-01,comerciais_leves,Furgões,1872,1872,7,0,2005-01.pdf
2005-01,comerciais_leves,Furgões Pequenos,973,973,4,0,2005-01.pdf
2005-01,comerciais_leves,Pick-up's Grandes,3128,3128,10,0,2005-01.pdf
2005-01,comerciais_leves,Pick-up's Pequenas,5014,5014,5,0,2005-01.pdf
