mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2013-06,automoveis,Grandcab,3769,3769,4,0,2013-06.pdf
2013-06,automoveis,Hatch Médios,8522,8522,6,0,2013-06.pdf
2013-06,automoveis,Hatch Pequenos,64509,64509,11,0,2013-06.pdf
2013-06,automoveis,Monocab,9048,9048,11,0,2013-06.pdf
2013-06,automoveis,Sedans Compactos,9004,9004,6,0,2013-06.pdf
2013-06,automoveis,Sedans Grandes,1580,1580,12,0,2013-06.pdf
2013-06,automoveis,Sedans Pequenos,44880,44880,10,0,2013-06.pdf
2013-06,automoveis,Sedans médios,19300,19300,21,0,2013-06.pdf
2013-06,automoveis,Sports,267,267,9,0,2013-06.pdf
2013-06,automoveis,Suv's,23558,23558,40,0,2013-06.pdf
2013-06,automoveis,Sw Grandes,25,25,6,0,2013-06.pdf
2013-06,automoveis,Sw Médios,2819,2819,4,0,2013-06.pdf
2013-06,automoveis,Veículos de Entrada,65031,65031,9,0,2013-06.pdf
2013-06,comerciais_leves,Furgões,5180,5180,7,0,2013-06.pdf
2013-06,comerciais_leves,Furgões Pequenos,2292,2292,4,0,2013-06.pdf
2013-06,comerciais_leves,Pick-up's Grandes,15170,15170,11,0,2013-06.pdf
2013-06,comerciais_leves,Pick-up's Pequenas,22450,22450,6,0,2013-06.pdf
