mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2024-04,automoveis,Grandcab,2332,2332,4,0,2024-04.pdf
2024-04,automoveis,Hatch Médios,79,69,6,10,2024-04.pdf
2024-04,automoveis,Hatch Pequenos,50591,50353,12,238,2024-04.pdf
2024-04,automoveis,Monocab,1,1,2,0,2024-04.pdf
2024-04,automoveis,Sedans Compactos,13170,13170,6,0,2024-04.pdf
2024-04,automoveis,Sedans Grandes,667,656,12,11,2024-04.pdf
2024-04,automoveis,Sedans Pequenos,6146,6146,7,0,2024-04.pdf
2024-04,automoveis,Sedans médios,4448,4448,21,0,2024-04.pdf
2024-04,automoveis,Sports,394,366,9,28,2024-04.pdf
2024-04,automoveis,Suv's,75848,73616,40,2232,2024-04.pdf
2024-04,automoveis,Sw Grandes,8,8,2,0,2024-04.pdf
2024-04,automoveis,Sw Médios,0,0,2,0,2024-04.pdf
2024-04,automoveis,Veículos de Entrada,10617,10617,7,0,2024-04.pdf
2024-04,comerciais_leves,Furgões,2773,2090,7,683,2024-04.pdf
2024-04,comerciais_leves,Furgões Pequenos,1636,1629,4,7,2024-04.pdf
2024-04,comerciais_leves,Pick-up's Grandes,22422,21737,11,685,2024-04.pdf
2024-04,comerciais_leves,Pick-up's Pequenas,16873,16873,5,0,2024-04.pdf
