mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2014-05,automoveis,Grandcab,3137,3137,4,0,2014-05.pdf
2014-05,automoveis,Hatch Médios,7937,7937,6,0,2014-05.pdf
2014-05,automoveis,Hatch Pequenos,58064,58064,11,0,2014-05.pdf
2014-05,automoveis,Monocab,8517,8517,11,0,2014-05.pdf
2014-05,automoveis,Sedans Compactos,6909,6909,6,0,2014-05.pdf
2014-05,automoveis,Sedans Grandes,1186,1186,12,0,2014-05.pdf
2014-05,automoveis,Sedans Pequenos,42315,42315,10,0,2014-05.pdf
2014-05,automoveis,Sedans médios,20279,20279,21,0,2014-05.pdf
2014-05,automoveis,Sports,185,185,9,0,2014-05.pdf
2014-05,automoveis,Suv's,25095,25095,40,0,2014-05.pdf
2014-05,automoveis,Sw Grandes,10,10,6,0,2014-05.pdf
2014-05,automoveis,Sw Médios,2400,2400,4,0,2014-05.pdf
2014-05,automoveis,Veículos de Entrada,52839,52839,9,0,2014-05.pdf
2014-05,comerciais_leves,Furgões,3836,3836,7,0,2014-05.pdf
2014-05,comerciais_leves,Furgões Pequenos,2764,2764,4,0,2014-05.pdf
2014-05,comerciais_leves,Pick-up's Grandes,15285,15285,11,0,2014-05.pdf
2014-05,comerciais_leves,Pick-up's Pequenas,22446,22446,6,0,2014-05.pdf
