mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2007-07,automoveis,Grandcab,2422,2422,4,0,2007-07.pdf
2007-07,automoveis,Hatch Médios,7921,7921,6,0,2007-07.pdf
2007-07,automoveis,Hatch Pequenos,25105,25105,7,0,2007-07.pdf
2007-07,automoveis,Monocab,8355,8355,10,0,2007-07.pdf
2007-07,automoveis,Sedans Compactos,2928,2928,6,0,2007-07.pdf
2007-07,automoveis,Sedans Grandes,536,536,12,0,2007-07.pdf
2007-07,automoveis,Sedans Pequenos,28930,28930,10,0,2007-07.pdf
2007-07,automoveis,Sedans médios,12741,12741,21,0,2007-07.pdf
2007-07,automoveis,Sports,80,80,9,0,2007-07.pdf
2007-07,automoveis,Suv's,8886,8886,40,0,2007-07.pdf
2007-07,automoveis,Sw Grandes,1564,1564,11,0,2007-07.pdf
2007-07,automoveis,Sw Médios,7603,7603,4,0,2007-07.pdf
2007-07,automoveis,Veículos de Entrada,76477,76477,9,0,2007-07.pdf
2007-07,comerciais_leves,Furgões,3638,3638,7,0,2007-07.pdf
2007-07,comerciais_leves,Furgões Pequenos,1445,1445,4,0,2007-07.pdf
2007-07,comerciais_leves,Pick-up's Grandes,5713,5713,11,0,2007-07.pdf
2007-07,comerciais_leves,Pick-up's Pequenas,11121,11121,6,0,2007-07.pdf
