mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2016-10,automoveis,Grandcab,1951,1949,4,2,2016-10.pdf
2016-10,automoveis,Hatch Médios,2102,1481,6,621,2016-10.pdf
2016-10,automoveis,Hatch Pequenos,38141,38070,11,71,2016-10.pdf
2016-10,automoveis,Monocab,3444,3444,11,0,2016-10.pdf
2016-10,automoveis,Sedans Compactos,2913,2913,6,0,2016-10.pdf
2016-10,automoveis,Sedans Grandes,702,591,12,111,2016-10.pdf
2016-10,automoveis,Sedans Pequenos,20554,20554,10,0,2016-10.pdf
2016-10,automoveis,Sedans médios,13485,13434,21,51,2016-10.pdf
2016-10,automoveis,Sports,116,97,9,19,2016-10.pdf
2016-10,automoveis,Suv's,24034,23174,40,860,2016-10.pdf
2016-10,automoveis,Sw Grandes,52,52,8,0,2016-10.pdf
2016-10,automoveis,Sw Médios,1051,1050,4,1,2016-10.pdf
2016-10,automoveis,Veículos de Entrada,23659,23658,9,1,2016-10.pdf
2016-10,comerciais_leves,Furgões,1289,1153,7,136,2016-10.pdf
2016-10,comerciais_leves,Furgões Pequenos,891,891,4,0,2016-10.pdf
2016-10,comerciais_leves,Pick-up's Grandes,13636,13629,11,7,2016-10.pdf
2016-10,comerciais_leves,Pick-up's Pequenas,6826,6826,6,0,2016-10.pdf
