mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2016-12,automoveis,Grandcab,2304,2304,4,0,2016-12.pdf
2016-12,automoveis,Hatch Médios,1791,1656,6,135,2016-12.pdf
2016-12,automoveis,Hatch Pequenos,47130,46880,11,250,2016-12.pdf
2016-12,automoveis,Monocab,4279,4279,11,0,2016-12.pdf
2016-12,automoveis,Sedans Compactos,3420,3420,6,0,2016-12.pdf
2016-12,automoveis,Sedans Grandes,1059,958,12,101,2016-12.pdf
2016-12,automoveis,Sedans Pequenos,27833,27833,10,0,2016-12.pdf
2016-12,automoveis,Sedans médios,14432,14378,21,54,2016-12.pdf
2016-12,automoveis,Sports,220,171,9,49,2016-12.pdf
2016-12,automoveis,Suv's,30955,30093,40,862,2016-12.pdf
2016-12,automoveis,Sw Grandes,88,88,8,0,2016-12.pdf
2016-12,automoveis,Sw Médios,1072,1072,4,0,2016-12.pdf
2016-12,automoveis,Veículos de Entrada,35366,35365,9,1,2016-12.pdf
2016-12,comerciais_leves,Furgões,1545,1402,7,143,2016-12.pdf
2016-12,comerciais_leves,Furgões Pequenos,1162,1160,4,2,2016-12.pdf
2016-12,comerciais_leves,Pick-up's Grandes,17068,17061,11,7,2016-12.pdf
2016-12,comerciais_leves,Pick-up's Pequenas,9242,9242,6,0,2016-12.pdf
