mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2018-01,automoveis,Grandcab,1912,1912,4,0,2018-01.pdf
2018-01,automoveis,Hatch Médios,1121,1076,6,45,2018-01.pdf
2018-01,automoveis,Hatch Pequenos,45868,45666,12,202,2018-01.pdf
2018-01,automoveis,Monocab,3329,3329,7,0,2018-01.pdf
2018-01,automoveis,Sedans Compactos,2015,2015,6,0,2018-01.pdf
2018-01,automoveis,Sedans Grandes,725,653,12,72,2018-01.pdf
2018-01,automoveis,Sedans Pequenos,19643,19643,10,0,2018-01.pdf
2018-01,automoveis,Sedans médios,10534,10523,21,11,2018-01.pdf
2018-01,automoveis,Sports,116,93,9,23,2018-01.pdf
2018-01,automoveis,Suv's,35441,34841,40,600,2018-01.pdf
2018-01,automoveis,Sw Grandes,68,68,3,0,2018-01.pdf
2018-01,automoveis,Sw Médios,627,627,4,0,2018-01.pdf
2018-01,automoveis,Veículos de Entrada,27491,27490,9,1,2018-01.pdf
2018-01,comerciais_leves,Furgões,1599,1399,7,200,2018-01.pdf
2018-01,comerciais_leves,Furgões Pequenos,1083,1082,4,1,2018-01.pdf
2018-01,comerciais_leves,Pick-up's Grandes,14469,14463,11,6,2018-01.pdf
2018-01,comerciais_leves,Pick-up's Pequenas,9503,9503,3,0,2018-01.pdf
