mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2020-09,automoveis,Grandcab,1491,1491,4,0,2020-09.pdf
2020-09,automoveis,Hatch Médios,371,338,6,33,2020-09.pdf
2020-09,automoveis,Hatch Pequenos,45183,45121,12,62,2020-09.pdf
2020-09,automoveis,Monocab,1667,1667,4,0,2020-09.pdf
2020-09,automoveis,Sedans Compactos,12872,12872,6,0,2020-09.pdf
2020-09,automoveis,Sedans Grandes,799,736,12,63,2020-09.pdf
2020-09,automoveis,Sedans Pequenos,11988,11986,10,2,2020-09.pdf
2020-09,automoveis,Sedans médios,7487,7485,21,2,2020-09.pdf
2020-09,automoveis,Sports,168,159,9,9,2020-09.pdf
2020-09,automoveis,Suv's,55626,53559,40,2067,2020-09.pdf
2020-09,automoveis,Sw Grandes,19,19,4,0,2020-09.pdf
2020-09,automoveis,Sw Médios,2,2,4,0,2020-09.pdf
2020-09,automoveis,Veículos de Entrada,23357,23356,9,1,2020-09.pdf
2020-09,comerciais_leves,Furgões,3102,2214,7,888,2020-09.pdf
2020-09,comerciais_leves,Furgões Pequenos,2166,2154,4,12,2020-09.pdf
2020-09,comerciais_leves,Pick-up's Grandes,17185,17185,11,0,2020-09.pdf
2020-09,comerciais_leves,Pick-up's Pequenas,15245,15245,6,0,2020-09.pdf
