mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2020-02,automoveis,Grandcab,1623,1623,4,0,2020-02.pdf
2020-02,automoveis,Hatch Médios,437,420,6,17,2020-02.pdf
2020-02,automoveis,Hatch Pequenos,55517,55460,12,57,2020-02.pdf
2020-02,automoveis,Monocab,2086,2086,4,0,2020-02.pdf
2020-02,automoveis,Sedans Compactos,15113,15109,6,4,2020-02.pdf
2020-02,automoveis,Sedans Grandes,615,567,12,48,2020-02.pdf
2020-02,automoveis,Sedans Pequenos,14772,14772,10,0,2020-02.pdf
2020-02,automoveis,Sedans médios,9188,9188,21,0,2020-02.pdf
2020-02,automoveis,Sports,266,256,9,10,2020-02.pdf
2020-02,automoveis,Suv's,45646,44188,40,1458,2020-02.pdf
2020-02,automoveis,Sw Grandes,50,50,4,0,2020-02.pdf
2020-02,automoveis,Sw Médios,21,21,3,0,2020-02.pdf
2020-02,automoveis,Veículos de Entrada,19761,19760,9,1,2020-02.pdf
2020-02,comerciais_leves,Furgões,2843,2262,7,581,2020-02.pdf
2020-02,comerciais_leves,Furgões Pequenos,1544,1541,4,3,2020-02.pdf
2020-02,comerciais_leves,Pick-up's Grandes,14470,14465,11,5,2020-02.pdf
2020-02,comerciais_leves,Pick-up's Pequenas,8634,8634,5,0,2020-02.pdf
