mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2021-07,automoveis,Grandcab,1176,1176,4,0,2021-07.pdf
2021-07,automoveis,Hatch Médios,363,350,6,13,2021-07.pdf
2021-07,automoveis,Hatch Pequenos,28358,28320,12,38,2021-07.pdf
2021-07,automoveis,Monocab,1654,1654,6,0,2021-07.pdf
2021-07,automoveis,Sedans Compactos,4960,4960,6,0,2021-07.pdf
2021-07,automoveis,Sedans Grandes,723,693,12,30,2021-07.pdf
2021-07,automoveis,Sedans Pequenos,8464,8463,10,1,2021-07.pdf
2021-07,automoveis,Sedans médios,7398,7395,21,3,2021-07.pdf
2021-07,automoveis,Sports,225,191,9,34,2021-07.pdf
2021-07,automoveis,Suv's,54027,52083,40,1944,2021-07.pdf
2021-07,automoveis,Sw Grandes,6,6,4,0,2021-07.pdf
2021-07,automoveis,Sw Médios,5,5,4,0,2021-07.pdf
2021-07,automoveis,Veículos de Entrada,16152,16151,9,1,2021-07.pdf
2021-07,comerciais_leves,Furgões,3099,2417,7,682,2021-07.pdf
2021-07,comerciais_leves,Furgões Pequenos,1816,1812,4,4,2021-07.pdf
2021-07,comerciais_leves,Pick-up's Grandes,22961,22956,11,5,2021-07.pdf
2021-07,comerciais_leves,Pick-up's Pequenas,10947,10947,6,0,2021-07.pdf
