mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2024-09,automoveis,Grandcab,2348,2348,4,0,2024-09.pdf
2024-09,automoveis,Hatch Médios,100,89,6,11,2024-09.pdf
2024-09,automoveis,Hatch Pequenos,47419,47295,12,124,2024-09.pdf
2024-09,automoveis,Monocab,5,5,3,0,2024-09.pdf
2024-09,automoveis,Sedans Compactos,12132,12132,6,0,2024-09.pdf
2024-09,automoveis,Sedans Grandes,642,633,12,9,2024-09.pdf
2024-09,automoveis,Sedans Pequenos,10139,10139,8,0,2024-09.pdf
2024-09,automoveis,Sedans médios,5120,5119,21,1,2024-09.pdf
2024-09,automoveis,Sports,478,451,9,27,2024-09.pdf
2024-09,automoveis,Suv's,82234,80084,40,2150,2024-09.pdf
2024-09,automoveis,Sw Grandes,5,5,3,0,2024-09.pdf
2024-09,automoveis,Sw Médios,1,1,4,0,2024-09.pdf
2024-09,automoveis,Veículos de Entrada,10960,10960,9,0,2024-09.pdf
2024-09,comerciais_leves,Furgões,3638,2605,7,1033,2024-09.pdf
2024-09,comerciais_leves,Furgões Pequenos,2734,2731,4,3,2024-09.pdf
2024-09,comerciais_leves,Pick-up's Grandes,25747,24881,11,866,2024-09.pdf
2024-09,comerciais_leves,Pick-up's Pequenas,18897,18897,6,0,2024-09.pdf
