mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2024-06,automoveis,Grandcab,2257,2257,4,0,2024-06.pdf
2024-06,automoveis,Hatch Médios,67,62,6,5,2024-06.pdf
2024-06,automoveis,Hatch Pequenos,47403,47277,12,126,2024-06.pdf
2024-06,automoveis,Monocab,1,1,3,0,2024-06.pdf
2024-06,automoveis,Sedans Compactos,13805,13805,6,0,2024-06.pdf
2024-06,automoveis,Sedans Grandes,641,630,12,11,2024-06.pdf
2024-06,automoveis,Sedans Pequenos,7474,7474,7,0,2024-06.pdf
2024-06,automoveis,Sedans médios,4617,4617,21,0,2024-06.pdf
2024-06,automoveis,Sports,290,261,9,29,2024-06.pdf
2024-06,automoveis,Suv's,76644,74521,40,2123,2024-06.pdf
2024-06,automoveis,Sw Grandes,11,11,2,0,2024-06.pdf
2024-06,automoveis,Sw Médios,1,1,3,0,2024-06.pdf
2024-06,automoveis,Veículos de Entrada,10531,10531,9,0,2024-06.pdf
2024-06,comerciais_leves,Furgões,2436,1568,7,868,2024-06.pdf
2024-06,comerciais_leves,Furgões Pequenos,2138,2060,4,78,2024-06.pdf
2024-06,comerciais_leves,Pick-up's Grandes,23348,21671,11,1677,2024-06.pdf
2024-06,comerciais_leves,Pick-up's Pequenas,10731,10731,5,0,2024-06.pdf
