mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2004-12,automoveis,Grandcab,4206,4206,4,0,2004-12.pdf
2004-12,automoveis,Hatch Médios,7989,7989,6,0,2004-12.pdf
2004-12,automoveis,Hatch Pequenos,18987,18987,8,0,2004-12.pdf
2004-12,automoveis,Monocab,6794,6794,9,0,2004-12.pdf
2004-12,automoveis,Sedans Compactos,3554,3554,6,0,2004-12.pdf
2004-12,automoveis,Sedans Grandes,507,507,12,0,2004-12.pdf
2004-12,automoveis,Sedans Pequenos,23673,23673,10,0,2004-12.pdf
2004-12,automoveis,Sedans médios,8004,8004,18,0,2004-12.pdf
2004-12,automoveis,Sports,40,40,9,0,2004-12.pdf
2004-12,automoveis,Suv's,7675,7675,40,0,2004-12.pdf
2004-12,automoveis,Sw Grandes,883,883,9,0,2004-12.pdf
2004-12,automoveis,Sw Médios,4431,4431,4,0,2004-12.pdf
2004-12,automoveis,Veículos de Entrada,63181,63181,9,0,2004-12.pdf
2004-12,comerciais_leves,Furgões,2423,2423,7,0,2004-12.pdf
2004-12,comerciais_leves,Furgões Pequenos,1066,1066,4,0,2004-12.pdf
2004-12,comerciais_leves,Pick-up's Grandes,6092,6092,11,0,2004-12.pdf
2004-12,comerciais_leves,Pick-up's Pequenas,8050,8050,6,0,2004-12.pdf
