mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2017-08,automoveis,Grandcab,2179,2172,4,7,2017-08.pdf
2017-08,automoveis,Hatch Médios,1889,1819,6,70,2017-08.pdf
2017-08,automoveis,Hatch Pequenos,49402,44146,10,5256,2017-08.pdf
2017-08,automoveis,Monocab,2454,2454,10,0,2017-08.pdf
2017-08,automoveis,Sedans Compactos,3865,3865,6,0,2017-08.pdf
2017-08,automoveis,Sedans Grandes,872,797,12,75,2017-08.pdf
2017-08,automoveis,Sedans Pequenos,28070,28070,10,0,2017-08.pdf
2017-08,automoveis,Sedans médios,15428,15405,21,23,2017-08.pdf
2017-08,automoveis,Sports,103,77,9,26,2017-08.pdf
2017-08,automoveis,Suv's,40475,39510,40,965,2017-08.pdf
2017-08,automoveis,Sw Grandes,84,84,6,0,2017-08.pdf
2017-08,automoveis,Sw Médios,433,433,4,0,2017-08.pdf
2017-08,automoveis,Veículos de Entrada,35615,35612,9,3,2017-08.pdf
2017-08,comerciais_leves,Furgões,1688,1510,7,178,2017-08.pdf
2017-08,comerciais_leves,Furgões Pequenos,1121,1117,4,4,2017-08.pdf
2017-08,comerciais_leves,Pick-up's Grandes,15879,15866,11,13,2017-08.pdf
2017-08,comerciais_leves,Pick-up's Pequenas,10292,10292,6,0,2017-08.pdf
