mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2022-03,automoveis,Grandcab,1253,1253,4,0,2022-03.pdf
2022-03,automoveis,Hatch Médios,243,240,6,3,2022-03.pdf
2022-03,automoveis,Hatch Pequenos,23036,23006,12,30,2022-03.pdf
2022-03,automoveis,Monocab,185,185,3,0,2022-03.pdf
2022-03,automoveis,Sedans Compactos,8667,8667,6,0,2022-03.pdf
2022-03,automoveis,Sedans Grandes,715,703,12,12,2022-03.pdf
2022-03,automoveis,Sedans Pequenos,4310,4309,10,1,2022-03.pdf
2022-03,automoveis,Sedans médios,5523,5523,17,0,2022-03.pdf
2022-03,automoveis,Sports,155,132,9,23,2022-03.pdf
2022-03,automoveis,Suv's,52712,51645,40,1067,2022-03.pdf
2022-03,automoveis,Sw Grandes,0,0,3,0,2022-03.pdf
2022-03,automoveis,Sw Médios,0,0,1,0,2022-03.pdf
2022-03,automoveis,Veículos de Entrada,11389,11389,8,0,2022-03.pdf
2022-03,comerciais_leves,Furgões,2650,2203,7,447,2022-03.pdf
2022-03,comerciais_leves,Furgões Pequenos,2040,2037,4,3,2022-03.pdf
2022-03,comerciais_leves,Pick-up's Grandes,14299,14261,11,38,2022-03.pdf
2022-03,comerciais_leves,Pick-up's Pequenas,7668,7668,6,0,2022-03.pdf
