mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2019-06,automoveis,Grandcab,2336,2336,4,0,2019-06.pdf
2019-06,automoveis,Hatch Médios,652,609,6,43,2019-06.pdf
2019-06,automoveis,Hatch Pequenos,59327,59198,12,129,2019-06.pdf
2019-06,automoveis,Monocab,2267,2267,5,0,2019-06.pdf
2019-06,automoveis,Sedans Compactos,7925,7923,6,2,2019-06.pdf
2019-06,automoveis,Sedans Grandes,565,498,12,67,2019-06.pdf
2019-06,automoveis,Sedans Pequenos,22403,22402,10,1,2019-06.pdf
2019-06,automoveis,Sedans médios,10628,10628,21,0,2019-06.pdf
2019-06,automoveis,Sports,136,112,9,24,2019-06.pdf
2019-06,automoveis,Suv's,50676,49083,40,1593,2019-06.pdf
2019-06,automoveis,Sw Grandes,21,21,5,0,2019-06.pdf
2019-06,automoveis,Sw Médios,526,526,4,0,2019-06.pdf
2019-06,automoveis,Veículos de Entrada,23800,23798,9,2,2019-06.pdf
2019-06,comerciais_leves,Furgões,2766,2273,7,493,2019-06.pdf
2019-06,comerciais_leves,Furgões Pequenos,1471,1462,4,9,2019-06.pdf
2019-06,comerciais_leves,Pick-up's Grandes,17168,17164,11,4,2019-06.pdf
2019-06,comerciais_leves,Pick-up's Pequenas,10738,10738,6,0,2019-06.pdf
