mes,segmento,sub_segmento_fonte,total_publicado,soma_modelos_listados,modelos_listados,cauda_nao_publicada,arquivo_origem
2013-08,automoveis,Grandcab,4148,4148,4,0,2013-08.pdf
2013-08,automoveis,Hatch Médios,9464,9464,6,0,2013-08.pdf
2013-08,automoveis,Hatch Pequenos,64819,64819,11,0,2013-08.pdf
2013-08,automoveis,Monocab,7563,7563,11,0,2013-08.pdf
2013-08,automoveis,Sedans Compactos,9151,9151,6,0,2013-08.pdf
2013-08,automoveis,Sedans Grandes,1705,1705,12,0,2013-08.pdf
2013-08,automoveis,Sedans Pequenos,48264,48264,10,0,2013-08.pdf
2013-08,automoveis,Sedans médios,19706,19706,21,0,2013-08.pdf
2013-08,automoveis,Sports,249,249,9,0,2013-08.pdf
2013-08,automoveis,Suv's,24449,24449,40,0,2013-08.pdf
2013-08,automoveis,Sw Grandes,15,15,6,0,2013-08.pdf
2013-08,automoveis,Sw Médios,3299,3299,4,0,2013-08.pdf
2013-08,automoveis,Veículos de Entrada,68658,68658,9,0,2013-08.pdf
2013-08,comerciais_leves,Furgões,5791,5791,7,0,2013-08.pdf
2013-08,comerciais_leves,Furgões Pequenos,2002,2002,4,0,2013-08.pdf
2013-08,comerciais_leves,Pick-up's Grandes,15842,15842,11,0,2013-08.pdf
2013-08,comerciais_leves,Pick-up's Pequenas,21540,21540,6,0,2013-08.pdf
