mes,segmento,origem_tabela,sub_segmento_fonte,posicao_fonte,nome_completo_fonte,unidades_mes,unidades_mes_anterior,unidades_acumulado,participacao_pct,pagina,metodo_extracao,arquivo_origem
2003-09,automoveis,sub_segmento,Veículos de Entrada,1,VW/GOL,19344,14590,128387,31.42,10,texto,2003-09.pdf
2003-09,automoveis,sub_segmento,Veículos de Entrada,2,FIAT/PALIO,9406,7836,78652,19.25,10,texto,2003-09.pdf
2003-09,automoveis,sub_segmento,Veículos de Entrada,3,GM/CELTA,9205,7845,77835,19.05,10,texto,2003-09.pdf
2003-09,automoveis,sub_segmento,Veículos de Entrada,4,FIAT/UNO,8239,5688,61009,14.93,10,texto,2003-09.pdf
2003-09,automoveis,sub_segmento,Veículos de Entrada,5,PEUGEOT/206,2716,2398,23674,5.79,10,texto,2003-09.pdf
2003-09,automoveis,sub_segmento,Veículos de Entrada,6,RENAULT/CLIO,2507,1747,21486,5.26,10,texto,2003-09.pdf
2003-09,automoveis,sub_segmento,Veículos de Entrada,7,FORD/KA,2034,1994,17537,4.29,10,texto,2003-09.pdf
2003-09,automoveis,sub_segmento,Veículos de Entrada,8,VW/FUSCA,3,0,6,0.00,10,texto,2003-09.pdf
2003-09,automoveis,sub_segmento,Veículos de Entrada,9,GM/CHEVETTE,3,0,4,0.00,10,texto,2003-09.pdf
2003-09,automoveis,sub_segmento,Hatch Pequenos,1,FORD/FIESTA,5940,4718,48232,53.60,10,texto,2003-09.pdf
2003-09,automoveis,sub_segmento,Hatch Pequenos,2,GM/CORSA,3023,2050,23636,26.26,10,texto,2003-09.pdf
2003-09,automoveis,sub_segmento,Hatch Pequenos,3,VW/POLO,970,908,15550,17.28,10,texto,2003-09.pdf
2003-09,automoveis,sub_segmento,Hatch Pequenos,4,CITROEN/C3,647,573,2225,2.47,10,texto,2003-09.pdf
2003-09,automoveis,sub_segmento,Hatch Pequenos,5,RENAULT/TWINGO,1,1,329,0.37,10,texto,2003-09.pdf
2003-09,automoveis,sub_segmento,Hatch Pequenos,6,MINI/COOPER,0,4,9,0.01,10,texto,2003-09.pdf
2003-09,automoveis,sub_segmento,Hatch Pequenos,7,GM/KADETT,2,0,8,0.01,10,texto,2003-09.pdf
2003-09,automoveis,sub_segmento,Hatch Pequenos,8,MCC/SMART,0,0,1,0.00,10,texto,2003-09.pdf
2003-09,automoveis,sub_segmento,Hatch Pequenos,9,PEUGEOT/205,0,0,1,0.00,10,texto,2003-09.pdf
2003-09,automoveis,sub_segmento,Hatch Médios,1,GM/ASTRA,1394,1274,13322,26.07,10,texto,2003-09.pdf
2003-09,automoveis,sub_segmento,Hatch Médios,2,VW/GOLF,813,667,11743,22.98,10,texto,2003-09.pdf
2003-09,automoveis,sub_segmento,Hatch Médios,3,FIAT/STILO,1195,1072,11485,22.48,10,texto,2003-09.pdf
2003-09,automoveis,sub_segmento,Hatch Médios,4,FORD/FOCUS,1110,850,6835,13.38,10,texto,2003-09.pdf
2003-09,automoveis,sub_segmento,Hatch Médios,5,AUDI/A3,556,487,5934,11.61,10,texto,2003-09.pdf
