mes,segmento,origem_tabela,sub_segmento_fonte,posicao_fonte,nome_completo_fonte,unidades_mes,unidades_mes_anterior,unidades_acumulado,participacao_pct,pagina,metodo_extracao,arquivo_origem
2013-02,automoveis,sub_segmento,Veículos de Entrada,1,VW/GOL,15714,22335,38049,29.33,11,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Veículos de Entrada,2,FIAT/PALIO,12875,16788,29663,22.87,11,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Veículos de Entrada,3,FIAT/UNO,11108,18022,29130,22.46,11,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Veículos de Entrada,4,GM/CELTA,5420,9239,14659,11.30,11,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Veículos de Entrada,5,FORD/KA,3173,4640,7813,6.02,11,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Veículos de Entrada,6,TOYOTA/ETIOS HB,2218,2034,4252,3.28,11,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Veículos de Entrada,7,RENAULT/CLIO,1759,1398,3157,2.43,11,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Veículos de Entrada,8,PEUGEOT/207,1067,1930,2997,2.31,11,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Veículos de Entrada,9,GM/CHEVETTE,0,1,1,0.00,11,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Hatch Pequenos,1,VW/FOX/CROSS FOX,8593,12436,21029,20.15,11,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Hatch Pequenos,2,GM/ONIX,9035,10724,19759,18.94,11,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Hatch Pequenos,3,HYUNDAI/HB20,10116,9028,19144,18.35,11,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Hatch Pequenos,4,FORD/FIESTA,5550,7215,12765,12.23,11,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Hatch Pequenos,5,RENAULT/SANDERO,4511,7356,11867,11.37,11,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Hatch Pequenos,6,CITROEN/C3,2651,3212,5863,5.62,11,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Hatch Pequenos,7,GM/AGILE,1828,3638,5466,5.24,11,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Hatch Pequenos,8,NISSAN/MARCH,1735,2531,4266,4.09,11,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Hatch Pequenos,9,GM/SONIC,776,652,1428,1.37,11,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Hatch Pequenos,10,FIAT/500,474,950,1424,1.36,11,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Hatch Pequenos,11,VW/POLO,505,833,1338,1.28,11,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Hatch Médios,1,FIAT/PUNTO,3312,4886,8198,37.10,11,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Hatch Médios,2,FORD/FOCUS,1855,2134,3989,18.05,11,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Hatch Médios,3,GM/CRUZE HB,1800,1818,3618,16.37,11,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Hatch Médios,4,VW/GOLF,1026,1235,2261,10.23,11,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Hatch Médios,5,PEUGEOT/308,831,1349,2180,9.87,11,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Hatch Médios,6,HYUNDAI/I30,779,1070,1849,8.37,11,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Sedans Pequenos,1,FIAT/SIENA,6819,9850,16669,29.11,12,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Sedans Pequenos,2,VW/VOYAGE,6146,8024,14170,24.75,12,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Sedans Pequenos,3,GM/CLASSIC,4580,8479,13059,22.81,12,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Sedans Pequenos,4,NISSAN/VERSA,1463,2000,3463,6.05,12,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Sedans Pequenos,5,FORD/FIESTA SEDAN,1456,1811,3267,5.71,12,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Sedans Pequenos,6,TOYOTA/ETIOS SEDAN,1710,1424,3134,5.47,12,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Sedans Pequenos,7,RENAULT/LOGAN,889,1639,2528,4.42,12,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Sedans Pequenos,8,RENAULT/SYMBOL,228,346,574,1.00,12,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Sedans Pequenos,9,GM/PRISMA,197,131,328,0.57,12,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Sedans Pequenos,10,HYUNDAI/HB20S,62,0,62,0.11,12,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Sedans Compactos,1,GM/COBALT,3851,4958,8809,45.12,12,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Sedans Compactos,2,HONDA/CITY,1893,3208,5101,26.13,12,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Sedans Compactos,3,VW/POLO SEDAN,802,1165,1967,10.07,12,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Sedans Compactos,4,PEUGEOT/207 SEDAN,594,831,1425,7.30,12,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Sedans Compactos,5,GM/SONIC SEDAN,511,755,1266,6.48,12,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Sedans Compactos,6,FORD/NEW FIESTA,284,672,956,4.90,12,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Sedans médios,1,TOYOTA/COROLLA,3038,3866,6904,23.34,13,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Sedans médios,2,HONDA/CIVIC,3977,1343,5320,17.98,13,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Sedans médios,3,GM/CRUZE SEDAN,1551,1671,3222,10.89,13,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Sedans médios,4,VW/JETTA,940,1873,2813,9.51,13,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Sedans médios,5,RENAULT/FLUENCE,1179,1311,2490,8.42,13,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Sedans médios,6,FIAT/LINEA,498,630,1128,3.81,13,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Sedans médios,7,MITSUBISHI/LANCER,498,627,1125,3.80,13,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Sedans médios,8,FORD/FOCUS SEDAN,379,663,1042,3.52,13,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Sedans médios,9,PEUGEOT/408,393,532,925,3.13,13,texto,2013-02.pdf
2013-02,automoveis,sub_segmento,Sedans médios,10,NISSAN/SENTRA,387,525,912,3.08,13,texto,2013-02.pdf
