mes,segmento,origem_tabela,sub_segmento_fonte,posicao_fonte,nome_completo_fonte,unidades_mes,unidades_mes_anterior,unidades_acumulado,participacao_pct,pagina,metodo_extracao,arquivo_origem
2004-10,automoveis,sub_segmento,Veículos de Entrada,1,VW/GOL,13126,14735,142998,29.22,10,texto,2004-10.pdf
2004-10,automoveis,sub_segmento,Veículos de Entrada,2,FIAT/PALIO,11563,10677,107761,22.02,10,texto,2004-10.pdf
2004-10,automoveis,sub_segmento,Veículos de Entrada,3,GM/CELTA,10634,9835,97691,19.96,10,texto,2004-10.pdf
2004-10,automoveis,sub_segmento,Veículos de Entrada,4,FIAT/UNO,7280,8261,74689,15.26,10,texto,2004-10.pdf
2004-10,automoveis,sub_segmento,Veículos de Entrada,5,PEUGEOT/206,2618,3596,29147,5.95,10,texto,2004-10.pdf
2004-10,automoveis,sub_segmento,Veículos de Entrada,6,RENAULT/CLIO,1878,1747,18684,3.82,10,texto,2004-10.pdf
2004-10,automoveis,sub_segmento,Veículos de Entrada,7,FORD/KA,1590,1348,18477,3.77,10,texto,2004-10.pdf
2004-10,automoveis,sub_segmento,Veículos de Entrada,8,GM/CHEVETTE,1,1,10,0.00,10,texto,2004-10.pdf
2004-10,automoveis,sub_segmento,Veículos de Entrada,9,PEUGEOT/106,0,0,10,0.00,10,texto,2004-10.pdf
2004-10,automoveis,sub_segmento,Hatch Pequenos,1,FORD/FIESTA,5624,5776,53140,40.61,10,texto,2004-10.pdf
2004-10,automoveis,sub_segmento,Hatch Pequenos,2,VW/FOX/CROSS FOX,6291,6689,40887,31.25,10,texto,2004-10.pdf
2004-10,automoveis,sub_segmento,Hatch Pequenos,3,GM/CORSA,1747,2234,20587,15.73,10,texto,2004-10.pdf
2004-10,automoveis,sub_segmento,Hatch Pequenos,4,VW/POLO,851,987,9922,7.58,10,texto,2004-10.pdf
2004-10,automoveis,sub_segmento,Hatch Pequenos,5,CITROEN/C3,608,578,6265,4.79,10,texto,2004-10.pdf
2004-10,automoveis,sub_segmento,Hatch Pequenos,6,MINI/COOPER,5,3,26,0.02,10,texto,2004-10.pdf
2004-10,automoveis,sub_segmento,Hatch Pequenos,7,RENAULT/TWINGO,0,1,13,0.01,10,texto,2004-10.pdf
2004-10,automoveis,sub_segmento,Hatch Pequenos,8,GM/KADETT,1,4,10,0.01,10,texto,2004-10.pdf
2004-10,automoveis,sub_segmento,Hatch Médios,1,GM/ASTRA,1430,1666,14525,28.48,10,texto,2004-10.pdf
2004-10,automoveis,sub_segmento,Hatch Médios,2,VW/GOLF,1081,1143,11638,22.82,10,texto,2004-10.pdf
2004-10,automoveis,sub_segmento,Hatch Médios,3,FORD/FOCUS,930,1030,9063,17.77,10,texto,2004-10.pdf
2004-10,automoveis,sub_segmento,Hatch Médios,4,FIAT/STILO,1041,991,8086,15.85,10,texto,2004-10.pdf
2004-10,automoveis,sub_segmento,Hatch Médios,5,AUDI/A3,412,437,4710,9.23,10,texto,2004-10.pdf
2004-10,automoveis,sub_segmento,Hatch Médios,6,PEUGEOT/307,317,499,2983,5.85,10,texto,2004-10.pdf
2004-10,automoveis,sub_segmento,Sedans Pequenos,1,GM/CLASSIC,6214,6345,54914,43.52,11,texto,2004-10.pdf
2004-10,automoveis,sub_segmento,Sedans Pequenos,2,FIAT/SIENA,3591,3817,32230,25.55,11,texto,2004-10.pdf
2004-10,automoveis,sub_segmento,Sedans Pequenos,3,GM/CORSA SEDAN,2330,2973,23449,18.59,11,texto,2004-10.pdf
2004-10,automoveis,sub_segmento,Sedans Pequenos,4,RENAULT/CLIO SEDAN,1286,1267,12467,9.88,11,texto,2004-10.pdf
2004-10,automoveis,sub_segmento,Sedans Pequenos,5,FORD/FIESTA SEDAN,2849,174,3074,2.44,11,texto,2004-10.pdf
2004-10,automoveis,sub_segmento,Sedans Pequenos,6,VW/VOYAGE,1,2,23,0.02,11,texto,2004-10.pdf
2004-10,automoveis,sub_segmento,Sedans Pequenos,7,FIAT/PREMIO,1,0,4,0.00,11,texto,2004-10.pdf
