mes,segmento,origem_tabela,sub_segmento_fonte,posicao_fonte,nome_completo_fonte,unidades_mes,unidades_mes_anterior,unidades_acumulado,participacao_pct,pagina,metodo_extracao,arquivo_origem
2019-07,automoveis,sub_segmento,Veículos de Entrada,1,RENAULT/KWID,8070,7882,48590,31.05,11,texto,2019-07.pdf
2019-07,automoveis,sub_segmento,Veículos de Entrada,2,VW/GOL,7275,6656,45578,29.13,11,texto,2019-07.pdf
2019-07,automoveis,sub_segmento,Veículos de Entrada,3,FIAT/MOBI,4702,4639,31077,19.86,11,texto,2019-07.pdf
2019-07,automoveis,sub_segmento,Veículos de Entrada,4,FIAT/UNO,2201,1800,11773,7.52,11,texto,2019-07.pdf
2019-07,automoveis,sub_segmento,Veículos de Entrada,5,TOYOTA/ETIOS HB,1866,1436,10825,6.92,11,texto,2019-07.pdf
2019-07,automoveis,sub_segmento,Veículos de Entrada,6,VW/UP,1178,1246,7373,4.71,11,texto,2019-07.pdf
2019-07,automoveis,sub_segmento,Veículos de Entrada,7,CHERY/QQ,103,137,1217,0.78,11,texto,2019-07.pdf
2019-07,automoveis,sub_segmento,Veículos de Entrada,8,FIAT/PALIO,1,0,26,0.02,11,texto,2019-07.pdf
2019-07,automoveis,sub_segmento,Veículos de Entrada,9,VW/FUSCA,3,2,15,0.01,11,texto,2019-07.pdf
2019-07,automoveis,sub_segmento,Hatch Pequenos,1,GM/ONIX,20071,19499,136974,32.31,11,texto,2019-07.pdf
2019-07,automoveis,sub_segmento,Hatch Pequenos,2,HYUNDAI/HB20,9205,8146,62199,14.67,11,texto,2019-07.pdf
2019-07,automoveis,sub_segmento,Hatch Pequenos,3,FORD/KA,9076,8398,59722,14.09,11,texto,2019-07.pdf
2019-07,automoveis,sub_segmento,Hatch Pequenos,4,FIAT/ARGO,6610,7538,42820,10.10,11,texto,2019-07.pdf
2019-07,automoveis,sub_segmento,Hatch Pequenos,5,VW/POLO,6199,5428,38223,9.02,11,texto,2019-07.pdf
2019-07,automoveis,sub_segmento,Hatch Pequenos,6,RENAULT/SANDERO,2954,3007,25320,5.97,11,texto,2019-07.pdf
2019-07,automoveis,sub_segmento,Hatch Pequenos,7,VW/FOX/CROSS FOX,3312,2645,24116,5.69,11,texto,2019-07.pdf
2019-07,automoveis,sub_segmento,Hatch Pequenos,8,TOYOTA/YARIS HB,3488,2877,21534,5.08,11,texto,2019-07.pdf
2019-07,automoveis,sub_segmento,Hatch Pequenos,9,PEUGEOT/208,580,571,3728,0.88,11,texto,2019-07.pdf
2019-07,automoveis,sub_segmento,Hatch Pequenos,10,NISSAN/MARCH,706,565,3453,0.81,11,texto,2019-07.pdf
2019-07,automoveis,sub_segmento,Hatch Pequenos,11,FORD/FIESTA,288,289,2743,0.65,11,texto,2019-07.pdf
2019-07,automoveis,sub_segmento,Hatch Pequenos,12,CITROEN/C3,211,232,2154,0.51,11,texto,2019-07.pdf
2019-07,automoveis,sub_segmento,Hatch Médios,1,GM/CRUZE HB,330,455,3046,53.26,11,texto,2019-07.pdf
2019-07,automoveis,sub_segmento,Hatch Médios,2,VW/GOLF,64,55,1043,18.24,11,texto,2019-07.pdf
2019-07,automoveis,sub_segmento,Hatch Médios,3,FORD/FOCUS,33,33,492,8.60,11,texto,2019-07.pdf
2019-07,automoveis,sub_segmento,Hatch Médios,4,M.BENZ/A250,0,8,336,5.88,11,texto,2019-07.pdf
2019-07,automoveis,sub_segmento,Hatch Médios,5,VOLVO/V40,43,39,284,4.97,11,texto,2019-07.pdf
