mes,segmento,origem_tabela,sub_segmento_fonte,posicao_fonte,nome_completo_fonte,unidades_mes,unidades_mes_anterior,unidades_acumulado,participacao_pct,pagina,metodo_extracao,arquivo_origem
2022-09,automoveis,sub_segmento,Veículos de Entrada,1,VW/GOL,5773,11719,53023,36.82,11,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Veículos de Entrada,2,FIAT/MOBI,7476,7613,50035,34.75,11,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Veículos de Entrada,3,RENAULT/KWID,5719,6829,40084,27.84,11,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Veículos de Entrada,4,FIAT/UNO,7,6,763,0.53,11,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Veículos de Entrada,5,VW/FUSCA,7,4,46,0.03,11,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Veículos de Entrada,6,VW/UP,5,0,15,0.01,11,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Veículos de Entrada,7,TOYOTA/ETIOS HB,0,2,7,0.00,11,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Veículos de Entrada,8,CAOA CHERY/QQ,0,0,5,0.00,11,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Veículos de Entrada,9,GM/CHEVETTE,1,1,4,0.00,11,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Hatch Pequenos,1,HYUNDAI/HB20,8836,10919,70745,29.26,11,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Hatch Pequenos,2,GM/ONIX,8078,9819,60582,25.06,11,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Hatch Pequenos,3,FIAT/ARGO,7093,7594,42916,17.75,11,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Hatch Pequenos,4,PEUGEOT/208,2214,2825,22922,9.48,11,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Hatch Pequenos,5,TOYOTA/YARIS HB,2341,2235,18775,7.77,11,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Hatch Pequenos,6,HONDA/CITY HATCH,1452,1504,11905,4.92,11,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Hatch Pequenos,7,RENAULT/SANDERO,777,1002,7380,3.05,11,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Hatch Pequenos,8,VW/POLO,89,130,2414,1.00,11,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Hatch Pequenos,9,CITROEN/C3,1604,102,1753,0.73,11,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Hatch Pequenos,10,CAOA CHERY/ICAR,596,102,728,0.30,11,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Hatch Pequenos,11,MINI/COOPER,68,49,528,0.22,11,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Hatch Pequenos,12,JAC/E-JS1,49,73,526,0.22,11,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Hatch Médios,1,GM/CRUZE HB,98,129,1146,62.73,11,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Hatch Médios,2,NISSAN/LEAF,13,39,269,14.72,11,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Hatch Médios,3,AUDI/A3,3,4,153,8.37,11,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Hatch Médios,4,BMW/I3,26,11,99,5.42,11,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Hatch Médios,5,BMW/118i,16,21,51,2.79,11,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Hatch Médios,6,M.BENZ/CLASSE A,8,8,45,2.46,11,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Sedans Pequenos,1,FIAT/CRONOS,3066,3757,26791,33.29,12,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Sedans Pequenos,2,VW/VOYAGE,4476,5564,23020,28.60,12,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Sedans Pequenos,3,HYUNDAI/HB20S,1599,997,19010,23.62,12,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Sedans Pequenos,4,RENAULT/LOGAN,834,687,7509,9.33,12,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Sedans Pequenos,5,FIAT/SIENA,12,34,4124,5.12,12,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Sedans Pequenos,6,GM/PRISMA,1,0,9,0.01,12,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Sedans Pequenos,7,FORD/KA SEDAN,1,1,6,0.01,12,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Sedans Pequenos,8,NISSAN/VERSA,0,0,5,0.01,12,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Sedans Pequenos,9,TOYOTA/ETIOS SEDAN,0,1,5,0.01,12,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Sedans Pequenos,10,GM/CLASSIC,0,1,3,0.00,12,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Sedans Compactos,1,GM/ONIX PLUS,7781,8968,51824,57.63,12,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Sedans Compactos,2,HONDA/CITY,1742,2084,18525,20.60,12,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Sedans Compactos,3,TOYOTA/YARIS SEDAN,1360,1174,10708,11.91,12,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Sedans Compactos,4,NISSAN/VERSA,196,266,4967,5.52,12,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Sedans Compactos,5,VW/VIRTUS,313,367,3848,4.28,12,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Sedans Compactos,6,GM/COBALT,2,0,24,0.03,12,texto,2022-09.pdf
2022-09,automoveis,sub_segmento,Sedans médios,1,TOYOTA/COROLLA,3360,3386,31615,71.39,13,texto,2022-09.pdf
