mes,segmento,origem_tabela,sub_segmento_fonte,posicao_fonte,nome_completo_fonte,unidades_mes,unidades_mes_anterior,unidades_acumulado,participacao_pct,pagina,metodo_extracao,arquivo_origem
2026-03,automoveis,sub_segmento,Veículos de Entrada,1,FIAT/MOBI,7241,6560,17331,54.48,11,texto,2026-03.pdf
2026-03,automoveis,sub_segmento,Veículos de Entrada,2,RENAULT/KWID,6454,5193,14260,44.83,11,texto,2026-03.pdf
2026-03,automoveis,sub_segmento,Veículos de Entrada,3,RENAULT/E-KWID,67,47,201,0.63,11,texto,2026-03.pdf
2026-03,automoveis,sub_segmento,Veículos de Entrada,4,VW/GOL,4,2,6,0.02,11,texto,2026-03.pdf
2026-03,automoveis,sub_segmento,Veículos de Entrada,5,FIAT/UNO,1,3,5,0.02,11,texto,2026-03.pdf
2026-03,automoveis,sub_segmento,Veículos de Entrada,6,FIAT/PALIO,1,0,2,0.01,11,texto,2026-03.pdf
2026-03,automoveis,sub_segmento,Veículos de Entrada,7,GM/CELTA,1,0,2,0.01,11,texto,2026-03.pdf
2026-03,automoveis,sub_segmento,Veículos de Entrada,8,GM/CHEVETTE,2,0,2,0.01,11,texto,2026-03.pdf
2026-03,automoveis,sub_segmento,Veículos de Entrada,9,PEUGEOT/207,1,0,1,0.00,11,texto,2026-03.pdf
2026-03,automoveis,sub_segmento,Hatch Pequenos,1,VW/POLO,11051,7517,24267,21.34,11,texto,2026-03.pdf
2026-03,automoveis,sub_segmento,Hatch Pequenos,2,GM/ONIX,10182,6450,21579,18.97,11,texto,2026-03.pdf
2026-03,automoveis,sub_segmento,Hatch Pequenos,3,FIAT/ARGO,8281,6478,19936,17.53,11,texto,2026-03.pdf
2026-03,automoveis,sub_segmento,Hatch Pequenos,4,HYUNDAI/HB20,7713,5124,16901,14.86,11,texto,2026-03.pdf
2026-03,automoveis,sub_segmento,Hatch Pequenos,5,BYD/DOLPHIN MINI,7053,4873,14765,12.98,11,texto,2026-03.pdf
2026-03,automoveis,sub_segmento,Hatch Pequenos,6,BYD/DOLPHIN,1852,1193,4555,4.01,11,texto,2026-03.pdf
2026-03,automoveis,sub_segmento,Hatch Pequenos,7,CITROEN/C3,1334,779,3140,2.76,11,texto,2026-03.pdf
2026-03,automoveis,sub_segmento,Hatch Pequenos,8,HONDA/CITY HATCH,1161,873,3105,2.73,11,texto,2026-03.pdf
2026-03,automoveis,sub_segmento,Hatch Pequenos,9,GEELY/EX2,1157,193,2474,2.18,11,texto,2026-03.pdf
