marca,modelo,segmento,mes_ref,corte_publicacao,limiar_d3_do_modelo,pico
GM,SILVERADO,comerciais_leves,2016-03,9,6.2,124.1
GM,SILVERADO,comerciais_leves,2016-06,9,6.2,124.1
GM,SILVERADO,comerciais_leves,2016-10,10,6.2,124.1
GM,SILVERADO,comerciais_leves,2017-02,9,6.2,124.1
GM,SILVERADO,comerciais_leves,2017-05,14,6.2,124.1
GM,SILVERADO,comerciais_leves,2017-09,7,6.2,124.1
GM,SILVERADO,comerciais_leves,2017-11,8,6.2,124.1
GM,SILVERADO,comerciais_leves,2018-01,25,6.2,124.1
GM,SILVERADO,comerciais_leves,2018-02,18,6.2,124.1
GM,SILVERADO,comerciais_leves,2018-03,11,6.2,124.1
GM,SILVERADO,comerciais_leves,2019-11,8,6.2,124.1
GM,SILVERADO,comerciais_leves,2021-04,18,6.2,124.1
GM,SILVERADO,comerciais_leves,2021-05,12,6.2,124.1
GM,SILVERADO,comerciais_leves,2021-06,21,6.2,124.1
GM,SILVERADO,comerciais_leves,2021-09,25,6.2,124.1
GM,SILVERADO,comerciais_leves,2022-02,12,6.2,124.1
GM,SILVERADO,comerciais_leves,2022-04,21,6.2,124.1
GM,SILVERADO,comerciais_leves,2023-02,161,6.2,124.1
GM,SILVERADO,comerciais_leves,2023-04,129,6.2,124.1
GM,SILVERADO,comerciais_leves,2023-05,227,6.2,124.1
GM,SILVERADO,comerciais_leves,2023-10,168,6.2,124.1
GM,SILVERADO,comerciais_leves,2023-11,117,6.2,124.1
GM,SONIC,automoveis,2018-01,314,45.4,907.3
GM,SONIC,automoveis,2018-06,101,45.4,907.3
GM,SONIC,automoveis,2018-07,122,45.4,907.3
GM,SONIC,automoveis,2018-08,173,45.4,907.3
GM,SONIC,automoveis,2018-09,132,45.4,907.3
GM,SONIC,automoveis,2018-10,148,45.4,907.3
GM,SONIC,automoveis,2018-11,139,45.4,907.3
GM,SONIC,automoveis,2018-12,153,45.4,907.3
GM,SONIC,automoveis,2019-01,119,45.4,907.3
GM,SONIC,automoveis,2019-02,346,45.4,907.3
GM,SONIC,automoveis,2019-03,300,45.4,907.3
GM,SONIC,automoveis,2019-04,262,45.4,907.3
GM,SONIC,automoveis,2019-05,284,45.4,907.3
GM,SONIC,automoveis,2019-06,232,45.4,907.3
GM,SONIC,automoveis,2019-07,211,45.4,907.3
GM,SONIC,automoveis,2019-08,155,45.4,907.3
GM,SONIC,automoveis,2019-09,153,45.4,907.3
GM,SONIC,automoveis,2019-10,142,45.4,907.3
GM,SONIC,automoveis,2019-11,72,45.4,907.3
GM,SONIC,automoveis,2020-01,72,45.4,907.3
GM,SONIC,automoveis,2020-02,78,45.4,907.3
GM,SONIC,automoveis,2020-03,81,45.4,907.3
GM,SONIC,automoveis,2020-06,67,45.4,907.3
GM,SONIC,automoveis,2020-07,83,45.4,907.3
GM,SONIC,automoveis,2020-08,86,45.4,907.3
GM,SONIC,automoveis,2020-09,83,45.4,907.3
GM,SONIC,automoveis,2020-10,75,45.4,907.3
GM,SONIC,automoveis,2020-11,58,45.4,907.3
GM,SONIC,automoveis,2022-09,49,45.4,907.3
GM,SONIC,automoveis,2023-12,66,45.4,907.3
GM,SONIC,automoveis,2024-01,111,45.4,907.3
GM,SONIC,automoveis,2024-02,140,45.4,907.3
GM,SONIC,automoveis,2024-03,396,45.4,907.3
GM,SONIC,automoveis,2024-04,365,45.4,907.3
GM,SONIC,automoveis,2024-05,280,45.4,907.3
GM,SONIC,automoveis,2024-06,217,45.4,907.3
GM,SONIC,automoveis,2024-07,398,45.4,907.3
GM,SONIC,automoveis,2024-08,382,45.4,907.3
GM,SONIC,automoveis,2024-09,307,45.4,907.3
GM,SONIC,automoveis,2024-10,498,45.4,907.3
GM,SONIC,automoveis,2024-11,390,45.4,907.3
GM,SONIC,automoveis,2024-12,326,45.4,907.3
GM,SONIC,automoveis,2025-01,111,45.4,907.3
GM,SONIC,automoveis,2025-03,70,45.4,907.3
GM,SONIC,automoveis,2025-04,57,45.4,907.3
GM,SONIC,automoveis,2025-05,58,45.4,907.3
GM,SONIC,automoveis,2025-06,66,45.4,907.3
GM,SONIC,automoveis,2026-01,64,45.4,907.3
GM,SONIC,automoveis,2026-02,69,45.4,907.3
GM,SONIC,automoveis,2026-03,128,45.4,907.3
GM,SONIC,automoveis,2026-04,143,45.4,907.3
GM,SUBURBAN,automoveis,2007-01,1,0.1,1.0
GM,TRAILBLAZER,automoveis,2024-01,96,16.9,338.9
GM,TRAILBLAZER,automoveis,2024-02,62,16.9,338.9
GM,TRAILBLAZER,automoveis,2025-01,132,16.9,338.9
GM,TRAILBLAZER,automoveis,2025-02,124,16.9,338.9
GM,VECTRA HATCH,automoveis,2009-02,812,59.4,1187.2
GM,VECTRA HATCH,automoveis,2010-01,972,59.4,1187.2
HAFEI,MINIVAN,comerciais_leves,2013-11,63,8.1,161.0
HAFEI,ZHONGYI VAN,comerciais_leves,2012-02,305,4.2,84.7
HAFEI,ZHONGYI VAN,comerciais_leves,2012-06,283,4.2,84.7
HAFEI,ZHONGYI VAN,comerciais_leves,2012-10,153,4.2,84.7
HAFEI,ZHONGYI VAN,comerciais_leves,2012-11,143,4.2,84.7
HAFEI,ZHONGYI VAN,comerciais_leves,2012-12,115,4.2,84.7
HAFEI,ZHONGYI VAN,comerciais_leves,2013-03,139,4.2,84.7
HAFEI,ZHONGYI VAN,comerciais_leves,2013-06,133,4.2,84.7
HAFEI,ZHONGYI VAN,comerciais_leves,2013-08,82,4.2,84.7
HAFEI,ZHONGYI VAN,comerciais_leves,2013-09,85,4.2,84.7
HAFEI,ZHONGYI VAN,comerciais_leves,2013-10,64,4.2,84.7
HAFEI,ZHONGYI VAN,comerciais_leves,2013-12,55,4.2,84.7
HAFEI,ZHONGYI VAN,comerciais_leves,2014-03,11,4.2,84.7
HAFEI,ZHONGYI VAN,comerciais_leves,2014-04,29,4.2,84.7
HAFEI,ZHONGYI VAN,comerciais_leves,2014-05,38,4.2,84.7
HAFEI,ZHONGYI VAN,comerciais_leves,2014-06,39,4.2,84.7
HAFEI,ZHONGYI VAN,comerciais_leves,2014-07,24,4.2,84.7
HAFEI,ZHONGYI VAN,comerciais_leves,2014-08,28,4.2,84.7
HAFEI,ZHONGYI VAN,comerciais_leves,2014-11,24,4.2,84.7
HAFEI,ZHONGYI VAN,comerciais_leves,2015-01,30,4.2,84.7
HAFEI,ZHONGYI VAN,comerciais_leves,2015-02,39,4.2,84.7
HAFEI,ZHONGYI VAN,comerciais_leves,2015-03,16,4.2,84.7
HAFEI,ZHONGYI VAN,comerciais_leves,2015-04,95,4.2,84.7
HAFEI,ZHONGYI VAN,comerciais_leves,2015-07,27,4.2,84.7
HAFEI,ZHONGYI VAN,comerciais_leves,2015-08,55,4.2,84.7
HAFEI,ZHONGYI VAN,comerciais_leves,2015-09,91,4.2,84.7
HONDA,ACCORD,automoveis,2010-01,11,9.9,197.2
HONDA,ACCORD,automoveis,2010-03,11,9.9,197.2
HONDA,ACCORD,automoveis,2011-05,40,9.9,197.2
HONDA,ACCORD,automoveis,2011-06,39,9.9,197.2
HONDA,ACCORD,automoveis,2011-07,33,9.9,197.2
HONDA,ACCORD,automoveis,2011-08,15,9.9,197.2
HONDA,ACCORD,automoveis,2011-11,11,9.9,197.2
HONDA,ACCORD,automoveis,2011-12,41,9.9,197.2
HONDA,ACCORD,automoveis,2012-01,28,9.9,197.2
HONDA,ACCORD,automoveis,2012-02,17,9.9,197.2
HONDA,ACCORD,automoveis,2012-03,16,9.9,197.2
HONDA,ACCORD,automoveis,2012-04,15,9.9,197.2
HONDA,ACCORD,automoveis,2012-05,22,9.9,197.2
HONDA,ACCORD,automoveis,2013-01,17,9.9,197.2
HONDA,ACCORD,automoveis,2013-02,14,9.9,197.2
HONDA,ACCORD,automoveis,2013-03,18,9.9,197.2
HONDA,ACCORD,automoveis,2013-06,10,9.9,197.2
HONDA,ACCORD,automoveis,2013-07,13,9.9,197.2
HONDA,ACCORD,automoveis,2013-08,13,9.9,197.2
HONDA,ACCORD,automoveis,2013-11,12,9.9,197.2
HONDA,ACCORD,automoveis,2014-01,19,9.9,197.2
HONDA,ACCORD,automoveis,2014-02,12,9.9,197.2
HONDA,ACCORD,automoveis,2015-01,13,9.9,197.2
HONDA,ACCORD,automoveis,2015-02,10,9.9,197.2
HONDA,ACCORD,automoveis,2015-03,27,9.9,197.2
HONDA,ACCORD,automoveis,2015-04,29,9.9,197.2
HONDA,ACCORD,automoveis,2015-05,18,9.9,197.2
HONDA,ACCORD,automoveis,2015-07,18,9.9,197.2
HONDA,ACCORD,automoveis,2015-09,11,9.9,197.2
HONDA,ACCORD,automoveis,2015-12,12,9.9,197.2
HONDA,ACCORD,automoveis,2016-01,14,9.9,197.2
HONDA,ACCORD,automoveis,2017-06,10,9.9,197.2
HONDA,ACCORD,automoveis,2017-07,13,9.9,197.2
HONDA,ACCORD,automoveis,2018-01,15,9.9,197.2
HONDA,ACCORD,automoveis,2018-03,14,9.9,197.2
HONDA,ACCORD,automoveis,2018-04,11,9.9,197.2
HONDA,ACCORD,automoveis,2018-05,10,9.9,197.2
HONDA,CRV,automoveis,2018-11,84,82.8,1656.8
HONDA,CRV,automoveis,2018-12,89,82.8,1656.8
HONDA,WR-V,automoveis,2024-04,121,119.7,2393.6
HONDA,WR-V,automoveis,2024-08,124,119.7,2393.6
HONDA,WR-V,automoveis,2025-01,132,119.7,2393.6
HONDA,WR-V,automoveis,2025-02,124,119.7,2393.6
HUMMER,HUMMER,automoveis,2006-01,1,0.1,2.3
HUMMER,HUMMER,automoveis,2007-01,1,0.1,2.3
HYUNDAI,H100,comerciais_leves,2006-09,90,5.5,110.0
HYUNDAI,H100,comerciais_leves,2006-10,120,5.5,110.0
HYUNDAI,H100,comerciais_leves,2006-12,66,5.5,110.0
HYUNDAI,H100,comerciais_leves,2007-02,89,5.5,110.0
HYUNDAI,H100,comerciais_leves,2007-03,103,5.5,110.0
HYUNDAI,H100,comerciais_leves,2007-05,74,5.5,110.0
HYUNDAI,H100,comerciais_leves,2007-07,91,5.5,110.0
HYUNDAI,H100,comerciais_leves,2007-08,141,5.5,110.0
HYUNDAI,H100,comerciais_leves,2007-09,112,5.5,110.0
HYUNDAI,H100,comerciais_leves,2008-02,136,5.5,110.0
HYUNDAI,H100,comerciais_leves,2008-03,214,5.5,110.0
HYUNDAI,H100,comerciais_leves,2008-04,197,5.5,110.0
HYUNDAI,H100,comerciais_leves,2008-05,170,5.5,110.0
HYUNDAI,H100,comerciais_leves,2008-06,190,5.5,110.0
HYUNDAI,H100,comerciais_leves,2008-07,190,5.5,110.0
HYUNDAI,H100,comerciais_leves,2008-08,185,5.5,110.0
HYUNDAI,HR,comerciais_leves,2023-02,112,62.0,1239.9
HYUNDAI,HR,comerciais_leves,2023-03,154,62.0,1239.9
HYUNDAI,I30,automoveis,2013-04,876,164.2,3284.7
HYUNDAI,I30,automoveis,2013-05,742,164.2,3284.7
HYUNDAI,I30,automoveis,2013-06,637,164.2,3284.7
HYUNDAI,I30,automoveis,2013-07,746,164.2,3284.7
HYUNDAI,I30,automoveis,2013-08,659,164.2,3284.7
HYUNDAI,I30,automoveis,2013-09,741,164.2,3284.7
HYUNDAI,I30,automoveis,2013-10,667,164.2,3284.7
HYUNDAI,I30,automoveis,2013-11,500,164.2,3284.7
HYUNDAI,I30,automoveis,2013-12,796,164.2,3284.7
HYUNDAI,I30,automoveis,2014-01,528,164.2,3284.7
HYUNDAI,I30,automoveis,2015-08,224,164.2,3284.7
HYUNDAI,I30,automoveis,2015-09,192,164.2,3284.7
IVECO,DAILY,comerciais_leves,2005-02,30,12.1,242.8
IVECO,DAILY,comerciais_leves,2005-04,100,12.1,242.8
IVECO,DAILY,comerciais_leves,2005-05,46,12.1,242.8
IVECO,DAILY,comerciais_leves,2016-04,55,12.1,242.8
IVECO,DAILY,comerciais_leves,2017-03,55,12.1,242.8
IVECO,DAILY,comerciais_leves,2021-06,165,12.1,242.8
IVECO,DAILY,comerciais_leves,2021-08,208,12.1,242.8
IVECO,DAILY 3514,comerciais_leves,2008-03,214,21.9,437.4
IVECO,DAILY 35S14,comerciais_leves,2008-04,197,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2008-05,170,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2008-06,190,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2008-07,190,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2008-08,185,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2008-09,194,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2008-10,178,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2008-11,170,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2008-12,155,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2009-01,121,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2009-02,155,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2009-03,143,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2009-04,108,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2009-05,148,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2009-06,122,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2009-07,174,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2009-08,156,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2009-09,130,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2009-10,161,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2009-11,177,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2009-12,184,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2010-01,223,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2010-02,182,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2010-03,249,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2010-04,252,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2010-05,215,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2010-06,222,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2010-07,219,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2010-08,311,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2010-09,270,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2010-10,302,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2010-11,271,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2010-12,292,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2011-01,319,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2011-02,326,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2011-03,334,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2011-04,292,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2011-05,323,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2011-06,290,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2011-07,366,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2011-08,422,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2011-09,402,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2011-10,341,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2011-11,321,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2011-12,408,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2012-01,399,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2012-02,399,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2012-03,445,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2012-04,375,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2012-05,343,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2012-06,231,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2012-07,216,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2012-08,211,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2012-09,155,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2012-10,236,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2012-11,175,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2012-12,148,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2013-01,258,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2013-02,160,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2013-03,284,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2013-04,307,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2013-05,216,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2013-06,218,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2013-07,256,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2013-08,235,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2013-09,246,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2013-10,266,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2013-11,269,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2013-12,261,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2014-01,270,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2014-02,250,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2014-03,245,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2014-04,183,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2014-05,157,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2014-06,107,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2014-07,104,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2014-08,159,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2014-09,58,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2014-10,79,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2014-11,27,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2014-12,21,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2015-01,177,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2015-02,151,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2015-03,153,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2015-04,126,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2015-05,90,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2015-06,112,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2015-07,81,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2015-08,88,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2015-09,77,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2015-10,97,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2015-11,100,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2015-12,106,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2016-01,88,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2016-02,74,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2016-03,93,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2016-04,55,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2016-05,64,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2016-06,35,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2016-07,11,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2016-08,50,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2016-09,51,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2016-10,30,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2016-11,42,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2016-12,83,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2017-01,64,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2017-02,40,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2017-03,55,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2017-04,45,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2017-05,22,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2017-06,11,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2017-08,18,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2017-09,15,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2017-11,22,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2017-12,20,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2018-01,66,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2018-02,35,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2018-03,93,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2018-04,83,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2018-05,56,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2018-06,73,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2018-07,82,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2018-08,97,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2018-09,74,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2018-10,156,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2018-11,89,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2018-12,30,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2019-01,118,7.9,157.2
IVECO,DAILY 35S14,comerciais_leves,2019-02,128,7.9,157.2
JAC,E-JS1,automoveis,2023-12,66,2.6,51.2
JAC,J3 TURIN,automoveis,2012-09,593,40.3,806.2
JAC,J3 TURIN,automoveis,2012-10,564,40.3,806.2
JAC,J3 TURIN,automoveis,2012-11,650,40.3,806.2
JAC,J3 TURIN,automoveis,2012-12,972,40.3,806.2
JAC,J3 TURIN,automoveis,2013-01,672,40.3,806.2
JAC,J3 TURIN,automoveis,2013-02,284,40.3,806.2
JAC,J3 TURIN,automoveis,2013-03,172,40.3,806.2
JAC,J3 TURIN,automoveis,2013-04,111,40.3,806.2
JAC,J3 TURIN,automoveis,2013-05,137,40.3,806.2
JAC,J3 TURIN,automoveis,2013-06,345,40.3,806.2
JAC,J3 TURIN,automoveis,2013-07,236,40.3,806.2
JAC,J3 TURIN,automoveis,2013-08,183,40.3,806.2
JAC,J3 TURIN,automoveis,2013-09,254,40.3,806.2
JAC,J3 TURIN,automoveis,2013-10,235,40.3,806.2
JAC,J3 TURIN,automoveis,2013-11,226,40.3,806.2
JAC,J3 TURIN,automoveis,2013-12,249,40.3,806.2
JAC,J5,automoveis,2012-01,19,10.5,209.3
JAC,J5,automoveis,2015-03,29,10.5,209.3
JAC,J5,automoveis,2015-04,35,10.5,209.3
JAC,J5,automoveis,2015-05,25,10.5,209.3
JAC,J5,automoveis,2015-06,13,10.5,209.3
JAC,T40,automoveis,2019-01,85,13.2,263.2
JAGUAR,EPACE,automoveis,2019-01,85,1.5,30.7
JAGUAR,EPACE,automoveis,2019-02,88,1.5,30.7
JAGUAR,EPACE,automoveis,2019-03,80,1.5,30.7
JAGUAR,F-TYPE,automoveis,2015-02,4,0.4,8.8
JAGUAR,F-TYPE,automoveis,2015-03,4,0.4,8.8
JAGUAR,F-TYPE,automoveis,2015-04,5,0.4,8.8
JAGUAR,F-TYPE,automoveis,2015-05,2,0.4,8.8
JAGUAR,F-TYPE,automoveis,2015-06,6,0.4,8.8
JAGUAR,F-TYPE,automoveis,2015-07,5,0.4,8.8
JAGUAR,F-TYPE,automoveis,2015-08,3,0.4,8.8
JAGUAR,F-TYPE,automoveis,2015-09,3,0.4,8.8
JAGUAR,F-TYPE,automoveis,2015-10,1,0.4,8.8
JAGUAR,F-TYPE,automoveis,2015-11,4,0.4,8.8
JAGUAR,F-TYPE,automoveis,2015-12,6,0.4,8.8
JAGUAR,F-TYPE,automoveis,2016-01,4,0.4,8.8
JAGUAR,F-TYPE,automoveis,2016-02,1,0.4,8.8
JAGUAR,F-TYPE,automoveis,2016-03,1,0.4,8.8
JAGUAR,F-TYPE,automoveis,2016-04,1,0.4,8.8
JAGUAR,F-TYPE,automoveis,2016-06,2,0.4,8.8
JAGUAR,F-TYPE,automoveis,2016-07,1,0.4,8.8
JAGUAR,F-TYPE,automoveis,2016-08,2,0.4,8.8
JAGUAR,F-TYPE,automoveis,2016-10,1,0.4,8.8
JAGUAR,F-TYPE,automoveis,2017-01,2,0.4,8.8
JAGUAR,F-TYPE,automoveis,2017-03,2,0.4,8.8
JAGUAR,F-TYPE,automoveis,2017-07,3,0.4,8.8
JAGUAR,F-TYPE,automoveis,2017-09,1,0.4,8.8
JAGUAR,F-TYPE,automoveis,2017-10,4,0.4,8.8
JAGUAR,F-TYPE,automoveis,2017-11,3,0.4,8.8
JAGUAR,F-TYPE,automoveis,2017-12,4,0.4,8.8
JAGUAR,F-TYPE,automoveis,2018-01,4,0.4,8.8
JAGUAR,F-TYPE,automoveis,2018-02,2,0.4,8.8
JAGUAR,F-TYPE,automoveis,2018-03,2,0.4,8.8
JAGUAR,F-TYPE,automoveis,2018-05,1,0.4,8.8
JAGUAR,F-TYPE,automoveis,2018-06,3,0.4,8.8
JAGUAR,F-TYPE,automoveis,2018-07,1,0.4,8.8
JAGUAR,F-TYPE,automoveis,2018-11,3,0.4,8.8
JAGUAR,F-TYPE,automoveis,2018-12,3,0.4,8.8
JAGUAR,F-TYPE,automoveis,2022-01,3,0.4,8.8
JAGUAR,S TYPE,automoveis,2004-01,1,0.1,2.3
JAGUAR,S TYPE,automoveis,2005-01,1,0.1,2.3
JAGUAR,S TYPE,automoveis,2005-07,1,0.1,2.3
JAGUAR,S TYPE,automoveis,2005-08,1,0.1,2.3
JAGUAR,S-TYPE,automoveis,2005-01,1,0.6,11.0
JAGUAR,S-TYPE,automoveis,2005-02,1,0.6,11.0
JAGUAR,S-TYPE,automoveis,2005-07,1,0.6,11.0
JAGUAR,S-TYPE,automoveis,2005-08,1,0.6,11.0
JAGUAR,S-TYPE,automoveis,2006-01,2,0.6,11.0
JAGUAR,XF,automoveis,2013-04,7,1.4,28.1
JAGUAR,XF,automoveis,2013-05,6,1.4,28.1
JAGUAR,XF,automoveis,2013-06,10,1.4,28.1
JAGUAR,XF,automoveis,2013-07,13,1.4,28.1
JAGUAR,XF,automoveis,2013-08,13,1.4,28.1
JAGUAR,XF,automoveis,2013-09,5,1.4,28.1
JAGUAR,XF,automoveis,2013-10,7,1.4,28.1
JAGUAR,XF,automoveis,2013-11,12,1.4,28.1
JAGUAR,XF,automoveis,2013-12,2,1.4,28.1
JAGUAR,XF,automoveis,2015-12,12,1.4,28.1
JAGUAR,XF,automoveis,2016-01,14,1.4,28.1
JAGUAR,XF,automoveis,2016-02,11,1.4,28.1
JAGUAR,XF,automoveis,2016-03,12,1.4,28.1
JAGUAR,XF,automoveis,2016-04,9,1.4,28.1
JAGUAR,XF,automoveis,2016-05,9,1.4,28.1
JAGUAR,XF,automoveis,2016-06,12,1.4,28.1
JAGUAR,XF,automoveis,2016-07,3,1.4,28.1
JAGUAR,XF,automoveis,2016-11,6,1.4,28.1
JAGUAR,XF,automoveis,2016-12,9,1.4,28.1
JAGUAR,XF,automoveis,2017-01,4,1.4,28.1
JEEP,WRANGLER,automoveis,2009-01,6,1.1,21.7
KIA,CADENZA,automoveis,2012-01,28,3.2,63.8
KIA,CARNIVAL,automoveis,2008-05,214,1.6,32.8
KIA,CARNIVAL,automoveis,2008-06,170,1.6,32.8
KIA,CARNIVAL,automoveis,2008-07,287,1.6,32.8
KIA,CARNIVAL,automoveis,2008-08,281,1.6,32.8
