marca,modelo,segmento,mes_ref,corte_publicacao,limiar_d3_do_modelo,pico
AGRALE,AGRALE MARRUA,comerciais_leves,2008-01,1,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2012-01,7,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2012-11,2,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2013-01,9,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2013-02,16,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2013-05,17,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2013-07,32,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2013-10,24,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2014-03,17,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2014-05,10,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2014-06,3,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2014-07,1,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2014-08,2,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2014-10,1,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2015-02,5,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2016-02,10,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2016-03,9,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2016-07,6,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2016-10,10,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2017-02,9,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2017-05,14,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2017-06,1,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2017-07,1,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2017-08,1,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2017-11,8,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2018-02,18,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2018-04,7,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2018-05,1,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2018-06,4,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2018-07,1,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2018-10,1,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2018-11,1,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2019-01,1,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2019-10,1,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2020-01,2,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2020-02,1,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2020-06,1,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2020-11,1,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2021-01,1,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2021-04,18,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2021-05,12,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2021-06,21,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2021-09,25,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2021-11,13,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2021-12,8,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2022-01,3,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2022-02,12,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2022-03,17,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2022-04,21,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2022-06,52,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2022-09,55,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2022-10,40,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2022-11,62,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2022-12,112,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2023-01,107,0.4,8.7
AGRALE,AGRALE MARRUA,comerciais_leves,2023-02,161,0.4,8.7
ALFA ROMEO,156,automoveis,2003-03,6,0.3,6.0
ALFA ROMEO,156,automoveis,2003-04,1,0.3,6.0
ALFA ROMEO,156,automoveis,2003-05,1,0.3,6.0
ALFA ROMEO,156,automoveis,2003-06,1,0.3,6.0
ALFA ROMEO,156,automoveis,2003-07,2,0.3,6.0
ALFA ROMEO,156,automoveis,2003-08,2,0.3,6.0
ALFA ROMEO,156,automoveis,2003-11,16,0.3,6.0
ALFA ROMEO,156,automoveis,2003-12,5,0.3,6.0
ALFA ROMEO,156,automoveis,2004-01,4,0.3,6.0
ALFA ROMEO,156,automoveis,2004-02,6,0.3,6.0
ALFA ROMEO,156,automoveis,2004-03,3,0.3,6.0
ALFA ROMEO,156,automoveis,2004-04,1,0.3,6.0
ALFA ROMEO,156,automoveis,2004-08,1,0.3,6.0
ALFA ROMEO,156,automoveis,2004-12,1,0.3,6.0
ALFA ROMEO,156,automoveis,2005-01,2,0.3,6.0
ALFA ROMEO,MONTREAL,automoveis,2010-01,1,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2011-01,3,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2011-03,5,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2011-05,1,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2011-06,1,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2011-07,1,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2011-11,1,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2011-12,3,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2012-01,19,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2012-02,7,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2012-03,15,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2012-04,8,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2012-05,3,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2012-06,2,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2012-07,4,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2012-08,3,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2012-09,10,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2012-10,11,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2012-11,9,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2012-12,4,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2013-01,11,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2013-02,10,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2013-03,14,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2013-04,7,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2013-05,2,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2013-07,1,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2013-12,2,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2014-01,10,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2014-02,3,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2014-03,8,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2014-04,12,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2014-05,8,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2014-06,3,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2014-07,6,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2014-08,9,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2014-09,9,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2014-10,5,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2014-11,9,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2014-12,14,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2015-01,24,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2015-02,15,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2015-03,29,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2015-04,35,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2015-05,25,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2015-06,13,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2015-07,8,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2015-08,8,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2015-09,2,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2015-10,6,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2015-11,3,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2015-12,3,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2016-01,15,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2016-02,9,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2016-03,10,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2016-04,6,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2016-05,2,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2016-06,7,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2016-07,5,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2016-08,10,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2016-09,9,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2016-10,6,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2016-11,1,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2016-12,4,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2017-01,9,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2017-02,6,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2017-03,4,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2017-04,4,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2017-05,1,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2017-06,6,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2017-07,5,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2017-08,8,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2017-09,5,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2017-10,6,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2017-11,1,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2017-12,1,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2018-01,9,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2018-02,8,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2018-03,4,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2018-04,6,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2018-05,6,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2018-06,6,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2018-07,4,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2018-08,1,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2018-10,1,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2018-12,2,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2019-03,1,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2019-11,1,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2019-12,1,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2020-02,1,0.0,0.1
ALFA ROMEO,MONTREAL,automoveis,2020-09,1,0.0,0.1
ASA,CAUYPE,automoveis,2010-03,5,0.7,14.4
ASA,CAUYPE,automoveis,2010-04,2,0.7,14.4
ASA,CAUYPE,automoveis,2010-05,5,0.7,14.4
ASA,CAUYPE,automoveis,2010-06,2,0.7,14.4
ASA,CAUYPE,automoveis,2010-07,3,0.7,14.4
ASA,CAUYPE,automoveis,2010-08,4,0.7,14.4
ASA,CAUYPE,automoveis,2010-09,4,0.7,14.4
ASA,CAUYPE,automoveis,2010-10,2,0.7,14.4
ASA,CAUYPE,automoveis,2010-11,4,0.7,14.4
ASA,CAUYPE,automoveis,2010-12,8,0.7,14.4
ASA,CAUYPE,automoveis,2011-01,8,0.7,14.4
ASA,CAUYPE,automoveis,2011-02,5,0.7,14.4
ASA,CAUYPE,automoveis,2011-03,6,0.7,14.4
ASA,CAUYPE,automoveis,2011-04,5,0.7,14.4
ASA,CAUYPE,automoveis,2011-05,6,0.7,14.4
ASA,CAUYPE,automoveis,2011-06,9,0.7,14.4
ASA,CAUYPE,automoveis,2011-07,7,0.7,14.4
ASA,CAUYPE,automoveis,2011-08,5,0.7,14.4
ASA,CAUYPE,automoveis,2011-09,5,0.7,14.4
ASA,CAUYPE,automoveis,2011-10,3,0.7,14.4
ASA,CAUYPE,automoveis,2011-11,5,0.7,14.4
ASA,CAUYPE,automoveis,2011-12,5,0.7,14.4
ASA,CAUYPE,automoveis,2013-01,10,0.7,14.4
ASA,CAUYPE,automoveis,2013-02,1,0.7,14.4
ASA,CAUYPE,automoveis,2013-03,5,0.7,14.4
ASA,CAUYPE,automoveis,2013-04,7,0.7,14.4
ASA,CAUYPE,automoveis,2013-05,4,0.7,14.4
ASA,CAUYPE,automoveis,2013-06,7,0.7,14.4
ASA,CAUYPE,automoveis,2013-07,3,0.7,14.4
ASA,CAUYPE,automoveis,2013-08,2,0.7,14.4
ASA,CAUYPE,automoveis,2013-09,7,0.7,14.4
ASA,CAUYPE,automoveis,2013-10,4,0.7,14.4
ASA,CAUYPE,automoveis,2013-11,2,0.7,14.4
ASA,CAUYPE,automoveis,2013-12,3,0.7,14.4
ASA,CAUYPE,automoveis,2014-01,5,0.7,14.4
ASA,CAUYPE,automoveis,2014-02,3,0.7,14.4
ASA,CAUYPE,automoveis,2014-03,2,0.7,14.4
ASA,CAUYPE,automoveis,2014-04,2,0.7,14.4
ASA,CAUYPE,automoveis,2014-05,2,0.7,14.4
ASA,CAUYPE,automoveis,2014-06,3,0.7,14.4
ASA,CAUYPE,automoveis,2014-07,4,0.7,14.4
ASA,CAUYPE,automoveis,2014-08,5,0.7,14.4
ASA,CAUYPE,automoveis,2014-09,4,0.7,14.4
ASA,CAUYPE,automoveis,2014-10,5,0.7,14.4
ASA,CAUYPE,automoveis,2014-11,2,0.7,14.4
ASA,CAUYPE,automoveis,2014-12,3,0.7,14.4
ASA,CAUYPE,automoveis,2015-01,6,0.7,14.4
ASA,CAUYPE,automoveis,2015-02,4,0.7,14.4
ASA,CAUYPE,automoveis,2015-03,4,0.7,14.4
ASA,CAUYPE,automoveis,2015-04,5,0.7,14.4
ASA,CAUYPE,automoveis,2015-05,2,0.7,14.4
ASA,CAUYPE,automoveis,2015-06,6,0.7,14.4
ASA,CAUYPE,automoveis,2015-07,5,0.7,14.4
ASA,CAUYPE,automoveis,2015-08,3,0.7,14.4
ASA,CAUYPE,automoveis,2015-09,3,0.7,14.4
ASA,CAUYPE,automoveis,2015-10,1,0.7,14.4
ASA,CAUYPE,automoveis,2015-11,4,0.7,14.4
ASA,CAUYPE,automoveis,2015-12,6,0.7,14.4
ASA,CAUYPE,automoveis,2016-01,4,0.7,14.4
ASA,CAUYPE,automoveis,2016-02,1,0.7,14.4
ASA,CAUYPE,automoveis,2016-03,1,0.7,14.4
ASA,CAUYPE,automoveis,2016-04,1,0.7,14.4
ASA,CAUYPE,automoveis,2016-06,2,0.7,14.4
ASA,CAUYPE,automoveis,2016-07,1,0.7,14.4
ASA,CAUYPE,automoveis,2016-08,2,0.7,14.4
ASA,CAUYPE,automoveis,2016-10,1,0.7,14.4
ASA,CAUYPE,automoveis,2017-01,2,0.7,14.4
AUDI,A3,automoveis,2007-01,373,41.5,830.5
AUDI,A3,automoveis,2007-04,215,41.5,830.5
AUDI,A3,automoveis,2007-05,235,41.5,830.5
AUDI,A3,automoveis,2007-06,164,41.5,830.5
AUDI,A3,automoveis,2007-07,276,41.5,830.5
AUDI,A3,automoveis,2007-08,355,41.5,830.5
AUDI,A3,automoveis,2007-09,763,41.5,830.5
AUDI,A3,automoveis,2007-10,1160,41.5,830.5
AUDI,A3,automoveis,2007-11,1028,41.5,830.5
AUDI,A3,automoveis,2007-12,906,41.5,830.5
AUDI,A3,automoveis,2008-01,947,41.5,830.5
AUDI,A3,automoveis,2008-02,682,41.5,830.5
AUDI,A3,automoveis,2008-03,1061,41.5,830.5
AUDI,A3,automoveis,2008-04,954,41.5,830.5
AUDI,A3,automoveis,2008-05,805,41.5,830.5
AUDI,A3,automoveis,2008-06,1073,41.5,830.5
AUDI,A3,automoveis,2008-07,1393,41.5,830.5
AUDI,A3,automoveis,2008-08,1077,41.5,830.5
AUDI,A3,automoveis,2008-09,992,41.5,830.5
AUDI,A3,automoveis,2008-10,854,41.5,830.5
AUDI,A3,automoveis,2008-11,531,41.5,830.5
AUDI,A3,automoveis,2008-12,640,41.5,830.5
AUDI,A3,automoveis,2009-01,794,41.5,830.5
AUDI,A3,automoveis,2009-02,812,41.5,830.5
AUDI,A3,automoveis,2009-03,906,41.5,830.5
AUDI,A3,automoveis,2009-04,668,41.5,830.5
AUDI,A3,automoveis,2009-05,479,41.5,830.5
AUDI,A3,automoveis,2009-06,1030,41.5,830.5
AUDI,A3,automoveis,2009-07,983,41.5,830.5
AUDI,A3,automoveis,2009-08,885,41.5,830.5
AUDI,A3,automoveis,2009-09,978,41.5,830.5
AUDI,A3,automoveis,2009-10,899,41.5,830.5
AUDI,A3,automoveis,2009-11,928,41.5,830.5
AUDI,A3,automoveis,2009-12,971,41.5,830.5
AUDI,A3,automoveis,2010-01,972,41.5,830.5
AUDI,A3,automoveis,2010-02,964,41.5,830.5
AUDI,A3,automoveis,2010-03,1263,41.5,830.5
AUDI,A3,automoveis,2010-04,1097,41.5,830.5
AUDI,A3,automoveis,2010-05,827,41.5,830.5
AUDI,A3,automoveis,2010-06,857,41.5,830.5
AUDI,A3,automoveis,2010-07,1055,41.5,830.5
AUDI,A3,automoveis,2010-08,1062,41.5,830.5
AUDI,A3,automoveis,2010-09,1162,41.5,830.5
AUDI,A3,automoveis,2010-10,1060,41.5,830.5
AUDI,A3,automoveis,2010-11,1387,41.5,830.5
AUDI,A3,automoveis,2010-12,1761,41.5,830.5
AUDI,A3,automoveis,2011-01,1156,41.5,830.5
AUDI,A3,automoveis,2011-02,921,41.5,830.5
AUDI,A3,automoveis,2011-03,698,41.5,830.5
AUDI,A3,automoveis,2011-04,1002,41.5,830.5
AUDI,A3,automoveis,2011-05,1024,41.5,830.5
AUDI,A3,automoveis,2011-06,658,41.5,830.5
AUDI,A3,automoveis,2011-07,1193,41.5,830.5
AUDI,A3,automoveis,2011-08,1189,41.5,830.5
AUDI,A3,automoveis,2011-09,1015,41.5,830.5
AUDI,A3,automoveis,2011-10,960,41.5,830.5
AUDI,A3,automoveis,2011-11,655,41.5,830.5
AUDI,A3,automoveis,2011-12,385,41.5,830.5
AUDI,A3,automoveis,2012-01,825,41.5,830.5
AUDI,A3,automoveis,2012-02,611,41.5,830.5
AUDI,A3,automoveis,2012-03,764,41.5,830.5
AUDI,A3,automoveis,2012-04,632,41.5,830.5
AUDI,A3,automoveis,2012-05,653,41.5,830.5
AUDI,A3,automoveis,2012-06,923,41.5,830.5
AUDI,A3,automoveis,2012-07,952,41.5,830.5
AUDI,A3,automoveis,2012-08,814,41.5,830.5
AUDI,A3,automoveis,2012-09,454,41.5,830.5
AUDI,A3,automoveis,2012-10,1400,41.5,830.5
AUDI,A3,automoveis,2012-11,1200,41.5,830.5
AUDI,A3,automoveis,2012-12,1310,41.5,830.5
AUDI,A3,automoveis,2013-01,1070,41.5,830.5
AUDI,A3,automoveis,2013-02,779,41.5,830.5
AUDI,A3,automoveis,2013-03,667,41.5,830.5
AUDI,A3,automoveis,2013-04,876,41.5,830.5
AUDI,A3,automoveis,2013-05,742,41.5,830.5
AUDI,A3,automoveis,2013-06,637,41.5,830.5
AUDI,A3,automoveis,2013-07,746,41.5,830.5
AUDI,A3,automoveis,2013-08,659,41.5,830.5
AUDI,A3,automoveis,2013-09,741,41.5,830.5
AUDI,A3,automoveis,2013-10,667,41.5,830.5
AUDI,A3,automoveis,2013-11,500,41.5,830.5
AUDI,A3,automoveis,2013-12,796,41.5,830.5
AUDI,A3,automoveis,2014-01,528,41.5,830.5
AUDI,A3,automoveis,2014-02,510,41.5,830.5
AUDI,A3,automoveis,2014-03,424,41.5,830.5
AUDI,A3,automoveis,2014-04,447,41.5,830.5
AUDI,A3,automoveis,2014-05,426,41.5,830.5
AUDI,A3,automoveis,2014-06,378,41.5,830.5
AUDI,A3,automoveis,2014-07,405,41.5,830.5
AUDI,A3,automoveis,2014-08,351,41.5,830.5
AUDI,A3,automoveis,2014-09,425,41.5,830.5
AUDI,A3,automoveis,2014-10,365,41.5,830.5
AUDI,A3,automoveis,2014-11,420,41.5,830.5
AUDI,A3,automoveis,2014-12,423,41.5,830.5
AUDI,A3,automoveis,2015-01,339,41.5,830.5
AUDI,A3,automoveis,2015-02,219,41.5,830.5
AUDI,A3,automoveis,2015-03,195,41.5,830.5
AUDI,A3,automoveis,2015-04,278,41.5,830.5
AUDI,A3,automoveis,2015-05,217,41.5,830.5
AUDI,A3,automoveis,2015-06,207,41.5,830.5
AUDI,A3,automoveis,2015-07,171,41.5,830.5
AUDI,A3,automoveis,2015-08,224,41.5,830.5
AUDI,A3,automoveis,2015-09,192,41.5,830.5
AUDI,A3,automoveis,2015-10,150,41.5,830.5
AUDI,A3,automoveis,2015-11,164,41.5,830.5
AUDI,A3,automoveis,2015-12,127,41.5,830.5
AUDI,A3,automoveis,2016-01,287,41.5,830.5
AUDI,A3,automoveis,2016-02,90,41.5,830.5
AUDI,A3,automoveis,2016-03,286,41.5,830.5
AUDI,A3,automoveis,2016-04,212,41.5,830.5
AUDI,A3,automoveis,2016-05,241,41.5,830.5
AUDI,A3,automoveis,2016-06,200,41.5,830.5
AUDI,A3,automoveis,2016-07,139,41.5,830.5
AUDI,A3,automoveis,2016-08,105,41.5,830.5
AUDI,A3,automoveis,2016-09,89,41.5,830.5
AUDI,A3,automoveis,2016-10,52,41.5,830.5
AUDI,A3,automoveis,2016-11,57,41.5,830.5
AUDI,A3,automoveis,2016-12,92,41.5,830.5
AUDI,A4,automoveis,2008-07,19,6.3,125.6
AUDI,A4,automoveis,2008-08,11,6.3,125.6
AUDI,A4,automoveis,2008-09,12,6.3,125.6
AUDI,A4,automoveis,2008-10,16,6.3,125.6
AUDI,A4,automoveis,2013-01,17,6.3,125.6
AUDI,A4,automoveis,2013-02,14,6.3,125.6
AUDI,A4,automoveis,2013-03,18,6.3,125.6
AUDI,A4,automoveis,2013-04,7,6.3,125.6
AUDI,A4,automoveis,2013-06,10,6.3,125.6
AUDI,A4,automoveis,2014-07,164,6.3,125.6
AUDI,A4,automoveis,2014-08,176,6.3,125.6
AUDI,A4,automoveis,2014-09,177,6.3,125.6
AUDI,A4,automoveis,2014-10,122,6.3,125.6
AUDI,A4,automoveis,2014-11,72,6.3,125.6
AUDI,A4,automoveis,2014-12,80,6.3,125.6
AUDI,A5,automoveis,2012-03,15,5.5,110.3
AUDI,A5,automoveis,2012-04,8,5.5,110.3
AUDI,A5,automoveis,2017-01,9,5.5,110.3
AUDI,A5,automoveis,2017-02,6,5.5,110.3
AUDI,A5,automoveis,2017-06,6,5.5,110.3
AUDI,A6,automoveis,2004-02,1,0.9,17.0
AUDI,A6,automoveis,2005-05,3,0.9,17.0
AUDI,A6,automoveis,2005-06,2,0.9,17.0
AUDI,A6,automoveis,2005-07,1,0.9,17.0
AUDI,A6,automoveis,2005-09,1,0.9,17.0
AUDI,A6,automoveis,2005-10,6,0.9,17.0
AUDI,A6,automoveis,2005-11,8,0.9,17.0
AUDI,A6,automoveis,2005-12,4,0.9,17.0
AUDI,A6,automoveis,2006-01,14,0.9,17.0
AUDI,A6,automoveis,2006-02,12,0.9,17.0
AUDI,A6,automoveis,2006-03,10,0.9,17.0
AUDI,A6,automoveis,2006-04,19,0.9,17.0
AUDI,A6,automoveis,2006-05,2,0.9,17.0
AUDI,A6,automoveis,2006-06,4,0.9,17.0
AUDI,A6,automoveis,2006-07,4,0.9,17.0
AUDI,A6,automoveis,2006-08,4,0.9,17.0
AUDI,A6,automoveis,2006-09,9,0.9,17.0
AUDI,A6,automoveis,2006-10,9,0.9,17.0
AUDI,A6,automoveis,2006-11,7,0.9,17.0
AUDI,A6,automoveis,2006-12,20,0.9,17.0
AUDI,A6,automoveis,2007-01,21,0.9,17.0
AUDI,A6,automoveis,2007-02,16,0.9,17.0
AUDI,A6,automoveis,2007-03,15,0.9,17.0
AUDI,A6,automoveis,2007-04,14,0.9,17.0
AUDI,A6,automoveis,2007-05,9,0.9,17.0
AUDI,A6,automoveis,2007-06,9,0.9,17.0
AUDI,A6,automoveis,2007-08,3,0.9,17.0
AUDI,A6,automoveis,2007-10,2,0.9,17.0
AUDI,A6,automoveis,2007-12,5,0.9,17.0
AUDI,A6,automoveis,2008-01,16,0.9,17.0
AUDI,A6,automoveis,2008-02,15,0.9,17.0
AUDI,A6,automoveis,2008-03,18,0.9,17.0
AUDI,A6,automoveis,2008-04,23,0.9,17.0
AUDI,A6,automoveis,2008-05,10,0.9,17.0
AUDI,A6,automoveis,2008-06,7,0.9,17.0
AUDI,A6,automoveis,2008-07,19,0.9,17.0
AUDI,A6,automoveis,2008-08,11,0.9,17.0
AUDI,A6,automoveis,2008-09,12,0.9,17.0
AUDI,A6,automoveis,2008-10,16,0.9,17.0
AUDI,A6,automoveis,2008-11,12,0.9,17.0
AUDI,A6,automoveis,2008-12,14,0.9,17.0
AUDI,A6,automoveis,2009-01,14,0.9,17.0
AUDI,A6,automoveis,2009-02,12,0.9,17.0
AUDI,A6,automoveis,2009-03,10,0.9,17.0
AUDI,A6,automoveis,2009-04,10,0.9,17.0
AUDI,A6,automoveis,2009-05,13,0.9,17.0
AUDI,A6,automoveis,2009-06,19,0.9,17.0
AUDI,A6,automoveis,2009-07,18,0.9,17.0
AUDI,A6,automoveis,2009-08,6,0.9,17.0
AUDI,A6,automoveis,2009-09,3,0.9,17.0
AUDI,A6,automoveis,2009-11,1,0.9,17.0
AUDI,A6,automoveis,2009-12,1,0.9,17.0
AUDI,A6,automoveis,2010-01,11,0.9,17.0
AUDI,A6,automoveis,2010-02,8,0.9,17.0
AUDI,A6,automoveis,2010-03,11,0.9,17.0
AUDI,A6,automoveis,2010-04,11,0.9,17.0
AUDI,A6,automoveis,2010-05,6,0.9,17.0
AUDI,A6,automoveis,2010-06,8,0.9,17.0
AUDI,A6,automoveis,2010-07,9,0.9,17.0
AUDI,A6,automoveis,2010-08,35,0.9,17.0
AUDI,A6,automoveis,2010-09,15,0.9,17.0
AUDI,A6,automoveis,2010-10,11,0.9,17.0
AUDI,A6,automoveis,2010-11,4,0.9,17.0
AUDI,A6,automoveis,2010-12,2,0.9,17.0
AUDI,A6,automoveis,2011-01,30,0.9,17.0
AUDI,A6,automoveis,2011-02,35,0.9,17.0
AUDI,A6,automoveis,2011-03,32,0.9,17.0
AUDI,A6,automoveis,2011-04,29,0.9,17.0
AUDI,A6,automoveis,2011-05,40,0.9,17.0
