mes,segmento,nome_completo_fonte,unidades_acumulado,acumulado_esperado,diferenca
2021-05,automoveis,GM/ONIX,38978,38980.0,-2.0
2021-09,automoveis,FIAT/MOBI,59521,59523.0,-2.0
2021-04,comerciais_leves,FIAT/TORO,24245,24247.0,-2.0
2021-08,comerciais_leves,FIAT/TORO,47797,47799.0,-2.0
2017-12,automoveis,HONDA/FIT,25347,25349.0,-2.0
2017-12,automoveis,GM/ONIX,188654,188656.0,-2.0
2021-08,comerciais_leves,MITSUBISHI/L200,7909,7911.0,-2.0
2021-03,automoveis,VW/VIRTUS,6669,6671.0,-2.0
2018-10,comerciais_leves,RENAULT/MASTER,5988,5990.0,-2.0
2018-10,automoveis,VW/POLO,57915,57917.0,-2.0
2018-11,automoveis,FIAT/CRONOS,26658,26660.0,-2.0
2018-11,automoveis,TOYOTA/HILUX SW4,12135,12137.0,-2.0
2018-11,automoveis,RENAULT/SANDERO,48956,48958.0,-2.0
2018-12,automoveis,FIAT/DOBLO,5297,5299.0,-2.0
2026-04,automoveis,BYD/DOLPHIN MINI,21643,21645.0,-2.0
2026-04,automoveis,BYD/DOLPHIN,7575,7577.0,-2.0
2026-04,automoveis,HYUNDAI/CRETA,23793,23795.0,-2.0
2026-04,automoveis,FIAT/FASTBACK,16507,16509.0,-2.0
2017-08,comerciais_leves,GM/MONTANA,8840,8842.0,-2.0
2026-05,automoveis,FIAT/ARGO,36199,36201.0,-2.0
2026-05,automoveis,BYD/DOLPHIN,12536,12538.0,-2.0
2026-05,automoveis,JEEP/RENEGADE,16522,16524.0,-2.0
2026-05,automoveis,GM/SPARK,3082,3084.0,-2.0
2026-06,automoveis,BYD/KING,8196,8198.0,-2.0
2015-06,automoveis,FIAT/UNO,43777,43779.0,-2.0
2015-06,automoveis,FIAT/PALIO,62757,62759.0,-2.0
2015-06,automoveis,HONDA/FIT,23280,23282.0,-2.0
2015-06,automoveis,VW/GOL,44900,44902.0,-2.0
2026-06,automoveis,FIAT/PULSE,25913,25915.0,-2.0
2019-08,automoveis,RENAULT/SANDERO,30665,30667.0,-2.0
2026-04,comerciais_leves,VW/SAVEIRO,17020,17022.0,-2.0
2025-11,automoveis,BYD/DOLPHIN MINI,28572,28574.0,-2.0
2025-11,automoveis,BYD/YUAN,5555,5557.0,-2.0
2025-11,automoveis,BYD/SONG,34713,34715.0,-2.0
2025-11,automoveis,JEEP/RENEGADE,40641,40643.0,-2.0
2025-12,automoveis,BYD/KING,12402,12404.0,-2.0
2025-12,automoveis,BYD/DOLPHIN MINI,32459,32461.0,-2.0
2025-11,comerciais_leves,TOYOTA/HILUX,45404,45406.0,-2.0
2025-11,automoveis,VW/TERA,37691,37693.0,-2.0
2025-12,automoveis,GWM/HAVAL H6,31964,31966.0,-2.0
2025-12,automoveis,FIAT/ARGO,102630,102632.0,-2.0
2018-10,automoveis,HYUNDAI/HB20,88116,88118.0,-2.0
2025-12,comerciais_leves,FIAT/STRADA,142891,142893.0,-2.0
2026-03,automoveis,JEEP/COMPASS,14104,14106.0,-2.0
2026-03,automoveis,BYD/SEAL,439,441.0,-2.0
2026-07,automoveis,CAOA CHANGAN/UNIT-T,3525,3527.0,-2.0
2015-08,automoveis,FIAT/DOBLO,5694,5696.0,-2.0
2026-04,automoveis,BYD/SONG,18594,18596.0,-2.0
2019-07,automoveis,HYUNDAI/CRETA,29552,29554.0,-2.0
2019-08,automoveis,HONDA/CIVIC,17720,17722.0,-2.0
2019-08,automoveis,GM/PRISMA,56472,56474.0,-2.0
2026-07,automoveis,GWM/HAVAL H6,25809,25811.0,-2.0
2018-10,automoveis,JEEP/RENEGADE,37002,37004.0,-2.0
2025-12,comerciais_leves,TOYOTA/HILUX,49721,49723.0,-2.0
2018-05,automoveis,GM/ONIX,73403,73405.0,-2.0
2020-07,automoveis,FORD/KA,33839,33841.0,-2.0
2020-06,comerciais_leves,FIAT/STRADA,22845,22847.0,-2.0
2020-07,automoveis,HONDA/CITY,3607,3609.0,-2.0
2020-08,automoveis,AUDI/A4 AVANT,104,102.0,2.0
2020-08,automoveis,AUDI/A4,101,103.0,-2.0
2020-08,comerciais_leves,FIAT/TORO,28853,28855.0,-2.0
2020-08,automoveis,VW/UP,5961,5963.0,-2.0
2020-09,automoveis,GM/TRACKER,29603,29605.0,-2.0
2020-09,automoveis,JEEP/COMPASS,33682,33684.0,-2.0
2019-08,automoveis,M.BENZ/CLASSE C,2269,2267.0,2.0
2020-09,comerciais_leves,FIAT/STRADA,49968,49970.0,-2.0
2020-10,automoveis,GM/ONIX,104494,104496.0,-2.0
2020-11,automoveis,NISSAN/KICKS,33297,33299.0,-2.0
2020-11,automoveis,VW/VIRTUS,28004,28006.0,-2.0
2020-11,automoveis,RENAULT/SANDERO,24450,24452.0,-2.0
2018-02,automoveis,KIA/PICANTO,82,80.0,2.0
2018-03,automoveis,RENAULT/KWID,13687,13689.0,-2.0
2018-04,automoveis,FORD/KA,32790,32792.0,-2.0
2018-03,automoveis,VW/POLO,17721,17723.0,-2.0
2020-11,comerciais_leves,MITSUBISHI/L200,8786,8788.0,-2.0
2024-12,comerciais_leves,VW/SAVEIRO,56983,56985.0,-2.0
2020-09,comerciais_leves,FORD/RANGER,13409,13411.0,-2.0
2019-08,comerciais_leves,FIAT/DUCATO,3217,3219.0,-2.0
2019-08,automoveis,VW/TIGUAN,8188,8190.0,-2.0
2019-09,automoveis,HYUNDAI/HB20,77529,77531.0,-2.0
2019-09,automoveis,VW/POLO,51315,51317.0,-2.0
2019-09,automoveis,TOYOTA/COROLLA,40715,40717.0,-2.0
2018-05,automoveis,VW/GOL,27483,27485.0,-2.0
2018-06,automoveis,JEEP/RENEGADE,21429,21431.0,-2.0
2018-06,automoveis,HONDA/FIT,13832,13834.0,-2.0
2018-06,automoveis,TOYOTA/COROLLA,28553,28555.0,-2.0
2019-10,automoveis,JEEP/RENEGADE,56791,56793.0,-2.0
2020-05,automoveis,JEEP/COMPASS,14403,14405.0,-2.0
2019-10,automoveis,VW/T CROSS,24195,24197.0,-2.0
2019-10,automoveis,VW/JETTA,9959,9961.0,-2.0
2019-11,automoveis,JEEP/RENEGADE,63022,63024.0,-2.0
2019-11,automoveis,VW/GOL,73416,73418.0,-2.0
2019-11,comerciais_leves,GM/S10,28469,28471.0,-2.0
2019-12,automoveis,HYUNDAI/CRETA,57460,57462.0,-2.0
2019-12,automoveis,FORD/KA,104330,104332.0,-2.0
2019-12,automoveis,VW/POLO,72057,72059.0,-2.0
2019-12,automoveis,TOYOTA/YARIS SEDAN,29759,29761.0,-2.0
2019-12,comerciais_leves,VW/SAVEIRO,42262,42264.0,-2.0
2020-05,automoveis,GM/ONIX PLUS,28416,28418.0,-2.0
2019-10,comerciais_leves,FIAT/TORO,52794,52796.0,-2.0
2022-08,automoveis,TOYOTA/COROLLA CROSS,29128,29130.0,-2.0
2022-08,automoveis,TOYOTA/COROLLA,28255,28257.0,-2.0
2022-08,automoveis,HYUNDAI/CRETA,40182,40184.0,-2.0
2016-11,automoveis,HYUNDAI/HB20,109382,109384.0,-2.0
2016-11,automoveis,HONDA/HR-V,51434,51436.0,-2.0
2016-12,automoveis,FIAT/MOBI,28731,28733.0,-2.0
2022-09,automoveis,VW/NIVUS,26076,26078.0,-2.0
2022-10,automoveis,TOYOTA/COROLLA CROSS,35211,35213.0,-2.0
2022-10,automoveis,FIAT/MOBI,56774,56776.0,-2.0
2022-10,comerciais_leves,GM/S10,22350,22352.0,-2.0
2022-10,automoveis,VW/TAOS,9093,9095.0,-2.0
2023-07,automoveis,FIAT/FASTBACK,21130,21132.0,-2.0
2024-12,automoveis,NISSAN/KICKS,60455,60457.0,-2.0
2023-06,comerciais_leves,FIAT/TORO,25286,25288.0,-2.0
2023-07,comerciais_leves,NISSAN/FRONTIER,4624,4626.0,-2.0
2023-07,automoveis,JEEP/COMMANDER,11917,11919.0,-2.0
2023-07,automoveis,HONDA/HR-V,25525,25527.0,-2.0
2023-08,automoveis,FIAT/CRONOS,29322,29324.0,-2.0
2023-08,automoveis,JEEP/RENEGADE,32917,32919.0,-2.0
2023-08,automoveis,JEEP/COMPASS,40369,40371.0,-2.0
2023-11,automoveis,BYD/SONG PLUS,5787,5789.0,-2.0
2023-11,automoveis,JEEP/COMPASS,55171,55173.0,-2.0
2016-07,automoveis,TOYOTA/ETIOS HB,21048,21050.0,-2.0
2016-08,automoveis,HYUNDAI/HB20S,30638,30640.0,-2.0
2016-08,automoveis,HYUNDAI/HB20,75879,75881.0,-2.0
2023-06,comerciais_leves,RENAULT/MASTER,4818,4820.0,-2.0
2022-05,comerciais_leves,CITROEN/JUMPY,1305,1307.0,-2.0
2022-05,automoveis,TOYOTA/HILUX SW4,5532,5534.0,-2.0
2022-05,automoveis,TOYOTA/COROLLA CROSS,18347,18349.0,-2.0
2022-05,automoveis,TOYOTA/COROLLA,17002,17004.0,-2.0
2022-06,automoveis,FIAT/PULSE,24035,24037.0,-2.0
2023-12,automoveis,FIAT/FASTBACK,40402,40404.0,-2.0
2023-12,automoveis,AUDI/A5,559,557.0,2.0
2023-12,automoveis,FORD/BRONCO,1156,1158.0,-2.0
2023-12,automoveis,FIAT/SIENA,22,24.0,-2.0
2023-12,automoveis,JEEP/RENEGADE,47389,47391.0,-2.0
2023-12,automoveis,JEEP/COMPASS,59106,59108.0,-2.0
2023-12,automoveis,HYUNDAI/CRETA,65817,65819.0,-2.0
2022-07,comerciais_leves,TOYOTA/HILUX,25666,25668.0,-2.0
2016-05,automoveis,PEUGEOT/2008,4190,4192.0,-2.0
2016-05,automoveis,JEEP/RENEGADE,21687,21689.0,-2.0
2016-06,automoveis,FIAT/PALIO,31961,31963.0,-2.0
2016-06,automoveis,HONDA/HR-V,30882,30884.0,-2.0
2023-12,comerciais_leves,GM/S10,25966,25968.0,-2.0
2023-12,comerciais_leves,FIAT/TORO,51303,51305.0,-2.0
2023-12,automoveis,VW/T CROSS,72440,72442.0,-2.0
2024-02,comerciais_leves,FORD/RANGER,3659,3661.0,-2.0
2022-05,comerciais_leves,PEUGEOT/EXPERT,1669,1671.0,-2.0
2022-05,comerciais_leves,FIAT/TORO,21382,21384.0,-2.0
2022-07,automoveis,VW/T CROSS,36404,36406.0,-2.0
2022-07,automoveis,JEEP/COMPASS,35429,35431.0,-2.0
2022-07,automoveis,HYUNDAI/CRETA,34378,34380.0,-2.0
2016-05,automoveis,TOYOTA/HILUX SW4,4126,4128.0,-2.0
2018-09,comerciais_leves,TOYOTA/HILUX,27343,27345.0,-2.0
2003-02,automoveis,AUDI/A4,118,120.0,-2.0
2008-03,comerciais_leves,RENAULT/MASTER,1124,1122.0,2.0
2003-02,automoveis,PEUGEOT/406,74,72.0,2.0
2005-02,automoveis,GM/KADETT,2,4.0,-2.0
2006-03,automoveis,M.BENZ/CLASSE C,96,98.0,-2.0
2015-04,automoveis,HONDA/FIT,17838,17840.0,-2.0
2005-06,automoveis,GM/KADETT,13,11.0,2.0
2018-11,comerciais_leves,TOYOTA/HILUX,34749,34751.0,-2.0
2018-12,automoveis,NISSAN/KICKS,46812,46814.0,-2.0
2018-12,comerciais_leves,GM/MONTANA,13106,13108.0,-2.0
2018-12,automoveis,VW/POLO,69584,69586.0,-2.0
2016-08,automoveis,GM/ONIX,92566,92568.0,-2.0
2019-02,automoveis,NISSAN/KICKS,7621,7623.0,-2.0
2019-02,automoveis,HONDA/FIT,4377,4379.0,-2.0
2019-03,automoveis,GM/ONIX,55511,55513.0,-2.0
2019-03,automoveis,FIAT/ARGO,16235,16237.0,-2.0
2019-04,automoveis,HYUNDAI/HB20,34738,34740.0,-2.0
2019-04,automoveis,JEEP/RENEGADE,21383,21385.0,-2.0
2019-04,comerciais_leves,FIAT/TORO,17824,17826.0,-2.0
2015-07,automoveis,VW/FOX/CROSS FOX,50386,50388.0,-2.0
2018-06,comerciais_leves,VW/SAVEIRO,22187,22189.0,-2.0
2018-08,automoveis,JEEP/COMPASS,39351,39353.0,-2.0
2019-06,automoveis,GM/PRISMA,40846,40848.0,-2.0
2019-06,automoveis,GM/ONIX,116906,116908.0,-2.0
2018-08,automoveis,FORD/FIESTA,11635,11637.0,-2.0
2018-12,automoveis,TOYOTA/YARIS SEDAN,13674,13676.0,-2.0
2016-08,automoveis,JEEP/RENEGADE,34917,34919.0,-2.0
2022-11,automoveis,NISSAN/KICKS,35316,35318.0,-2.0
2022-12,automoveis,FIAT/FASTBACK,9889,9891.0,-2.0
2022-12,automoveis,FIAT/ARGO,64016,64018.0,-2.0
2022-12,automoveis,JEEP/COMPASS,63564,63566.0,-2.0
2022-12,automoveis,GM/TRAILBLAZER,3208,3210.0,-2.0
2022-12,automoveis,VW/T CROSS,65341,65343.0,-2.0
2023-03,automoveis,FIAT/PULSE,10050,10052.0,-2.0
2023-02,automoveis,M.BENZ/CLASSE A,6,4.0,2.0
2022-12,comerciais_leves,TOYOTA/HILUX,48606,48608.0,-2.0
2023-03,automoveis,JEEP/COMMANDER,5386,5388.0,-2.0
2023-03,automoveis,HYUNDAI/CRETA,15424,15426.0,-2.0
2018-10,automoveis,GM/SPIN,17818,17820.0,-2.0
2016-09,automoveis,CITROEN/C3,8969,8971.0,-2.0
2016-09,automoveis,HONDA/HR-V,43964,43966.0,-2.0
2016-09,automoveis,GM/CRUZE SEDAN,7611,7613.0,-2.0
2023-04,comerciais_leves,RENAULT/MASTER,2819,2821.0,-2.0
2012-02,automoveis,MITSUBISHI/LANCER,528,526.0,2.0
2015-04,automoveis,VW/UP,20921,20923.0,-2.0
2026-07,automoveis,OMODA JAECOO/JAECOO 7,9483,9485.0,-2.0
2026-08,automoveis,BYD/YUAN,4867,4869.0,-2.0
2026-07,comerciais_leves,FORD/RANGER,20370,20372.0,-2.0
2026-08,automoveis,JEEP/COMPASS,36431,36433.0,-2.0
2026-08,automoveis,FIAT/FASTBACK,34881,34883.0,-2.0
2026-08,automoveis,VW/TERA,61921,61923.0,-2.0
2026-08,automoveis,RENAULT/KWID,39301,39303.0,-2.0
2023-04,automoveis,GM/ONIX,28902,28904.0,-2.0
2015-10,comerciais_leves,RENAULT/MASTER,6948,6946.0,2.0
2015-11,automoveis,RENAULT/SANDERO,69834,69836.0,-2.0
2015-11,automoveis,HYUNDAI/HB20,99196,99198.0,-2.0
2015-12,automoveis,GM/ONIX,125931,125933.0,-2.0
2015-11,comerciais_leves,GM/MONTANA,22552,22554.0,-2.0
2024-12,automoveis,VW/POLO,140177,140179.0,-2.0
2025-02,automoveis,HYUNDAI/CRETA,10107,10109.0,-2.0
2025-02,automoveis,FIAT/PULSE,6900,6902.0,-2.0
2021-12,comerciais_leves,FIAT/STRADA,109099,109101.0,-2.0
2017-06,automoveis,VW/UP,18220,18222.0,-2.0
2017-06,automoveis,TOYOTA/COROLLA,29188,29190.0,-2.0
2017-06,automoveis,M.BENZ/GLC,337,335.0,2.0
2016-12,automoveis,GM/ONIX,153371,153373.0,-2.0
2017-07,automoveis,RENAULT/CAPTUR,5459,5457.0,2.0
2017-07,automoveis,JEEP/RENEGADE,20966,20968.0,-2.0
2017-08,automoveis,FIAT/ARGO,9039,9041.0,-2.0
2022-03,automoveis,AUDI/Q5,401,399.0,2.0
2022-03,automoveis,AUDI/A3 SEDAN,182,180.0,2.0
2022-02,comerciais_leves,CITROEN/JUMPY,385,383.0,2.0
2022-02,automoveis,RENAULT/DUSTER,2993,2995.0,-2.0
2022-03,automoveis,FIAT/SIENA,3601,3599.0,2.0
2022-03,automoveis,GM/SPIN,1827,1825.0,2.0
2022-03,automoveis,FORD/TERRITORY,265,263.0,2.0
2017-05,automoveis,GM/ONIX,68318,68320.0,-2.0
2017-05,automoveis,TOYOTA/ETIOS HB,16995,16997.0,-2.0
2017-05,automoveis,TOYOTA/COROLLA,23456,23458.0,-2.0
2017-07,automoveis,HONDA/CIVIC,16353,16355.0,-2.0
2017-08,comerciais_leves,FIAT/STRADA,32656,32658.0,-2.0
2017-09,automoveis,GM/PRISMA,51035,51037.0,-2.0
2021-11,automoveis,VW/GOL,57899,57901.0,-2.0
2021-11,automoveis,TOYOTA/COROLLA,36971,36973.0,-2.0
2021-11,automoveis,JEEP/COMPASS,64240,64242.0,-2.0
2021-12,automoveis,GM/SPIN,13005,13007.0,-2.0
2021-12,automoveis,GM/ONIX,73623,73625.0,-2.0
2021-11,comerciais_leves,NISSAN/FRONTIER,10414,10416.0,-2.0
2021-11,comerciais_leves,GM/S10,32827,32829.0,-2.0
2021-12,automoveis,TOYOTA/COROLLA,41891,41893.0,-2.0
2021-12,automoveis,RENAULT/KWID,52916,52918.0,-2.0
2021-12,automoveis,JEEP/COMPASS,70906,70908.0,-2.0
2015-11,automoveis,FIAT/PALIO,109454,109456.0,-2.0
2024-10,comerciais_leves,VW/AMAROK,5720,5722.0,-2.0
2024-11,automoveis,HONDA/HR-V,45618,45620.0,-2.0
2024-11,automoveis,BYD/SEAL,3335,3337.0,-2.0
2024-11,automoveis,PEUGEOT/208,17007,17009.0,-2.0
2024-11,automoveis,NISSAN/KICKS,56060,56062.0,-2.0
2024-11,comerciais_leves,TOYOTA/HILUX,45449,45451.0,-2.0
2024-11,comerciais_leves,RAM/RAMPAGE,21766,21768.0,-2.0
2024-11,automoveis,VW/T CROSS,74004,74006.0,-2.0
2024-12,automoveis,BYD/KING,4935,4937.0,-2.0
2024-12,automoveis,GM/ONIX PLUS,59960,59962.0,-2.0
2024-12,automoveis,FIAT/MOBI,67382,67384.0,-2.0
2018-09,comerciais_leves,NISSAN/FRONTIER,4614,4612.0,2.0
2024-12,automoveis,LEXUS/ES300,152,154.0,-2.0
2022-02,automoveis,GM/ONIX,11744,11746.0,-2.0
2017-03,comerciais_leves,VW/SAVEIRO,9495,9497.0,-2.0
2017-04,automoveis,JEEP/RENEGADE,11932,11934.0,-2.0
2017-04,automoveis,JEEP/COMPASS,13735,13737.0,-2.0
2022-03,automoveis,VOLVO/XC40,438,436.0,2.0
2024-03,automoveis,NISSAN/SENTRA,1162,1164.0,-2.0
2024-03,comerciais_leves,NISSAN/FRONTIER,2365,2367.0,-2.0
2024-05,automoveis,GM/ONIX,34752,34754.0,-2.0
2024-06,automoveis,BYD/DOLPHIN MINI,9050,9052.0,-2.0
2024-06,automoveis,HYUNDAI/HB20,42696,42698.0,-2.0
2024-06,automoveis,VW/POLO,57862,57864.0,-2.0
2024-06,automoveis,PEUGEOT/208,9871,9873.0,-2.0
2016-04,automoveis,BMW/X1,498,496.0,2.0
2017-05,comerciais_leves,FIAT/TORO,19108,19110.0,-2.0
2024-06,comerciais_leves,RENAULT/OROCH,6227,6229.0,-2.0
2024-06,comerciais_leves,NISSAN/FRONTIER,5323,5325.0,-2.0
2024-06,comerciais_leves,MITSUBISHI/L200,5505,5507.0,-2.0
2024-07,automoveis,JEEP/COMPASS,27517,27519.0,-2.0
2024-07,automoveis,FIAT/PULSE,21763,21765.0,-2.0
2024-07,automoveis,FIAT/FASTBACK,27384,27386.0,-2.0
2024-08,automoveis,BYD/DOLPHIN,12128,12130.0,-2.0
2022-03,comerciais_leves,VW/MAN/EXPRESS,658,656.0,2.0
2022-04,automoveis,HONDA/HR-V,3220,3222.0,-2.0
2022-04,automoveis,GM/ONIX,22920,22922.0,-2.0
2022-04,automoveis,VW/NIVUS,9657,9659.0,-2.0
2022-05,automoveis,GM/TRACKER,21654,21656.0,-2.0
2022-05,automoveis,GM/SPIN,5362,5364.0,-2.0
2024-07,automoveis,BYD/DOLPHIN MINI,10536,10538.0,-2.0
2017-05,automoveis,VW/GOL,29680,29682.0,-2.0
2017-05,automoveis,VW/FOX/CROSS FOX,17089,17091.0,-2.0
2017-06,automoveis,HONDA/FIT,12701,12703.0,-2.0
2017-06,automoveis,GM/SPIN,11199,11201.0,-2.0
2022-03,automoveis,KIA/CERATO,125,123.0,2.0
2022-03,automoveis,KIA/CARNIVAL,118,116.0,2.0
2022-03,automoveis,JAC/E-JS1,152,150.0,2.0
2022-03,automoveis,M.BENZ/CLASSE GLB,578,576.0,2.0
2024-08,automoveis,RENAULT/KWID,33775,33777.0,-2.0
2024-08,automoveis,JEEP/COMPASS,31520,31522.0,-2.0
2024-08,comerciais_leves,FIAT/TORO,34400,34402.0,-2.0
2024-08,automoveis,RENAULT/SANDERO,2931,2933.0,-2.0
2017-03,automoveis,FORD/KA SEDAN,5144,5146.0,-2.0
2024-09,automoveis,GM/TRACKER,47849,47851.0,-2.0
2024-09,automoveis,CITROEN/C3 AIRCROSS,6451,6453.0,-2.0
2024-09,automoveis,VW/T CROSS,55362,55364.0,-2.0
2024-09,automoveis,VW/POLO,97031,97033.0,-2.0
2024-09,automoveis,NISSAN/KICKS,45143,45145.0,-2.0
2024-10,automoveis,BYD/SONG,19198,19200.0,-2.0
2024-10,automoveis,BYD/DOLPHIN MINI,17809,17811.0,-2.0
2024-10,automoveis,HONDA/ZR-V,4876,4878.0,-2.0
2016-02,automoveis,GM/ONIX,23276,23278.0,-2.0
2016-02,comerciais_leves,FIAT/STRADA,8577,8579.0,-2.0
2024-10,automoveis,VW/POLO,111998,112000.0,-2.0
2024-10,automoveis,RENAULT/KWID,43220,43222.0,-2.0
2024-11,automoveis,BYD/DOLPHIN MINI,20101,20103.0,-2.0
2024-08,comerciais_leves,RENAULT/MASTER,6530,6532.0,-2.0
2026-08,comerciais_leves,MITSUBISHI/TRITON,8467,8468.0,-1.0
2008-04,automoveis,M.BENZ/CLASSE C,586,585.0,1.0
2008-04,comerciais_leves,FORD/F150,5,6.0,-1.0
2015-04,automoveis,FIAT/SIENA,22379,22380.0,-1.0
2015-04,automoveis,GM/PRISMA,24558,24559.0,-1.0
2015-04,automoveis,KIA/PICANTO,638,639.0,-1.0
2015-04,automoveis,LAND ROVER/DISCOVERY,437,438.0,-1.0
2015-04,automoveis,VW/FOX/CROSS FOX,29345,29346.0,-1.0
2015-04,automoveis,VW/VOYAGE,16749,16750.0,-1.0
2015-04,comerciais_leves,FORD/RANGER,6687,6688.0,-1.0
2015-04,comerciais_leves,VW/SAVEIRO,22288,22289.0,-1.0
2015-05,automoveis,FIAT/UNO,38065,38066.0,-1.0
2015-05,automoveis,FORD/FOCUS,6134,6135.0,-1.0
2015-05,automoveis,FORD/FOCUS SEDAN,2733,2734.0,-1.0
2015-05,automoveis,GM/CELTA,16303,16304.0,-1.0
2015-05,automoveis,GM/CRUZE SEDAN,5280,5281.0,-1.0
2015-05,automoveis,GM/SPIN,12154,12155.0,-1.0
2015-05,automoveis,HONDA/CITY,13116,13117.0,-1.0
2015-05,automoveis,HONDA/FIT,20500,20501.0,-1.0
2015-05,automoveis,HYUNDAI/HB20,42184,42185.0,-1.0
2015-05,automoveis,LAND ROVER/EVOQUE,1993,1994.0,-1.0
2026-07,automoveis,HYUNDAI/HB20,41966,41967.0,-1.0
2026-07,automoveis,JEEP/COMMANDER,9499,9500.0,-1.0
2026-07,automoveis,PEUGEOT/208,3299,3300.0,-1.0
2026-07,automoveis,TOYOTA/COROLLA,14685,14686.0,-1.0
2026-07,automoveis,VW/NIVUS,32235,32236.0,-1.0
2015-06,automoveis,HYUNDAI/HB20S,26495,26496.0,-1.0
2015-06,automoveis,RENAULT/DUSTER,16772,16773.0,-1.0
2015-06,automoveis,RENAULT/SANDERO,38382,38383.0,-1.0
2015-06,automoveis,TOYOTA/ETIOS SEDAN,12510,12511.0,-1.0
2015-06,automoveis,VW/SPACE FOX,3401,3402.0,-1.0
2015-06,automoveis,VW/UP,27829,27830.0,-1.0
2015-06,comerciais_leves,FORD/RANGER,9669,9670.0,-1.0
2015-06,comerciais_leves,GM/MONTANA,13993,13994.0,-1.0
2015-05,comerciais_leves,RENAULT/MASTER,3857,3856.0,1.0
2015-06,automoveis,BMW/X5,374,375.0,-1.0
2015-06,automoveis,FIAT/SIENA,31973,31974.0,-1.0
2015-06,automoveis,FORD/FIESTA,23035,23036.0,-1.0
2015-06,automoveis,FORD/FOCUS,7497,7498.0,-1.0
2015-06,automoveis,FORD/KA,45988,45989.0,-1.0
2015-06,automoveis,FORD/KA SEDAN,17940,17941.0,-1.0
2015-06,automoveis,GM/SPIN,14491,14492.0,-1.0
2026-06,automoveis,BYD/YUAN,3487,3488.0,-1.0
2026-06,automoveis,CITROEN/BASALT,7620,7621.0,-1.0
2026-06,automoveis,FIAT/ARGO,46029,46030.0,-1.0
2026-06,automoveis,FIAT/FASTBACK,24905,24906.0,-1.0
2026-06,automoveis,FIAT/MOBI,33492,33493.0,-1.0
2015-05,automoveis,NISSAN/LIVINA,1851,1852.0,-1.0
2015-05,automoveis,VW/UP,24317,24318.0,-1.0
2015-05,comerciais_leves,FIAT/STRADA,45830,45831.0,-1.0
2026-05,automoveis,RENAULT/KARDIAN,6270,6271.0,-1.0
2026-05,automoveis,TOYOTA/COROLLA CROSS,15492,15493.0,-1.0
2026-05,automoveis,TOYOTA/YARIS CROSS,11738,11739.0,-1.0
2026-05,automoveis,VW/NIVUS,23963,23964.0,-1.0
2026-05,automoveis,VW/POLO,43153,43154.0,-1.0
2026-05,comerciais_leves,FIAT/TORO,21699,21700.0,-1.0
2026-05,comerciais_leves,VW/SAVEIRO,20117,20118.0,-1.0
2026-06,automoveis,BYD/DOLPHIN,18047,18048.0,-1.0
2018-12,automoveis,M.BENZ/CLASSE C,5041,5042.0,-1.0
2018-12,automoveis,RENAULT/SANDERO,52401,52402.0,-1.0
2018-12,automoveis,VW/FOX/CROSS FOX,39211,39212.0,-1.0
2018-12,automoveis,VW/TIGUAN,5771,5772.0,-1.0
2018-12,automoveis,VW/VIRTUS,41634,41635.0,-1.0
2018-12,comerciais_leves,FIAT/STRADA,67182,67183.0,-1.0
2018-12,comerciais_leves,FIAT/TORO,58477,58478.0,-1.0
2018-12,comerciais_leves,GM/S10,31761,31762.0,-1.0
2018-11,comerciais_leves,GM/MONTANA,11738,11739.0,-1.0
2018-11,comerciais_leves,GM/S10,28753,28754.0,-1.0
2018-11,comerciais_leves,VW/SAVEIRO,41955,41956.0,-1.0
2018-12,automoveis,CITROEN/C4 CACTUS,3351,3352.0,-1.0
2018-12,automoveis,FIAT/ARGO,63011,63012.0,-1.0
2018-12,automoveis,HONDA/FIT,27359,27360.0,-1.0
2018-12,automoveis,HYUNDAI/CRETA,48976,48977.0,-1.0
2018-12,automoveis,JEEP/RENEGADE,46344,46345.0,-1.0
2018-11,automoveis,HONDA/CITY,13385,13386.0,-1.0
2018-11,automoveis,HONDA/HR-V,44240,44241.0,-1.0
2018-11,automoveis,NISSAN/KICKS,42486,42487.0,-1.0
2018-11,automoveis,TOYOTA/RAV4,3947,3946.0,1.0
2018-11,automoveis,VW/FOX/CROSS FOX,35743,35744.0,-1.0
2018-11,automoveis,VW/GOL,70340,70341.0,-1.0
2018-11,automoveis,VW/TIGUAN,5001,5002.0,-1.0
2018-11,automoveis,VW/UP,18598,18599.0,-1.0
2018-10,automoveis,VW/GOL,61505,61506.0,-1.0
2018-10,automoveis,VW/VIRTUS,33439,33440.0,-1.0
2018-10,comerciais_leves,TOYOTA/HILUX,31369,31370.0,-1.0
2018-11,automoveis,CHERY/TIGGO,4360,4361.0,-1.0
2018-11,automoveis,FIAT/ARGO,58977,58978.0,-1.0
2018-11,automoveis,FIAT/MOBI,46159,46160.0,-1.0
2018-11,automoveis,FIAT/SIENA,15766,15767.0,-1.0
2018-11,automoveis,GM/ONIX,190816,190817.0,-1.0
2019-04,automoveis,FIAT/ARGO,23073,23074.0,-1.0
2019-04,automoveis,FORD/KA,32764,32765.0,-1.0
2019-04,automoveis,GM/SPIN,7350,7351.0,-1.0
2019-04,automoveis,HONDA/CIVIC,8293,8294.0,-1.0
2019-04,automoveis,HONDA/WR-V,3791,3792.0,-1.0
2019-04,automoveis,HYUNDAI/CRETA,15398,15399.0,-1.0
