mes,segmento,nome_completo_fonte,unidades_acumulado,acumulado_esperado,diferenca
2020-12,automoveis,MITSUBISHI/PAJERO,2103,2104.0,-1.0
2020-12,automoveis,NISSAN/KICKS,36433,36434.0,-1.0
2017-11,comerciais_leves,TOYOTA/HILUX,30349,30350.0,-1.0
2017-12,automoveis,FIAT/ARGO,27925,27926.0,-1.0
2017-12,automoveis,FIAT/MOBI,54270,54271.0,-1.0
2017-12,automoveis,GM/CRUZE SEDAN,19192,19193.0,-1.0
2017-12,automoveis,HONDA/CIVIC,25871,25872.0,-1.0
2017-12,automoveis,HYUNDAI/SANTAFE,914,915.0,-1.0
2017-12,automoveis,LAND ROVER/DISCOVERY,3566,3565.0,1.0
2017-12,automoveis,LAND ROVER/EVOQUE,1995,1994.0,1.0
2021-05,automoveis,FORD/MUSTANG,215,214.0,1.0
2017-11,automoveis,JEEP/RENEGADE,34988,34989.0,-1.0
2017-11,automoveis,MITSUBISHI/PAJERO,1690,1689.0,1.0
2017-11,automoveis,NISSAN/KICKS,29751,29752.0,-1.0
2017-11,automoveis,RENAULT/LOGAN,23407,23408.0,-1.0
2017-11,automoveis,RENAULT/SANDERO,63434,63435.0,-1.0
2017-11,automoveis,TOYOTA/COROLLA,59621,59622.0,-1.0
2017-11,comerciais_leves,M.BENZ/VITO,418,419.0,-1.0
2021-04,automoveis,TOYOTA/COROLLA,12567,12568.0,-1.0
2021-04,automoveis,VW/T CROSS,20377,20378.0,-1.0
2021-04,automoveis,VW/VOYAGE,10430,10431.0,-1.0
2021-04,comerciais_leves,TOYOTA/HILUX,12569,12570.0,-1.0
2021-04,comerciais_leves,VW/SAVEIRO,10181,10182.0,-1.0
2021-05,automoveis,CAOA CHERY/TIGGO 5X,4549,4550.0,-1.0
2021-05,automoveis,FIAT/ARGO,32544,32545.0,-1.0
2021-05,automoveis,FIAT/MOBI,31827,31828.0,-1.0
2021-03,comerciais_leves,FIAT/TORO,17565,17566.0,-1.0
2021-03,comerciais_leves,PEUGEOT/EXPERT,667,668.0,-1.0
2021-04,automoveis,FORD/KA,7107,7108.0,-1.0
2021-04,automoveis,GM/ONIX,35160,35161.0,-1.0
2021-04,automoveis,JEEP/COMPASS,20377,20378.0,-1.0
2021-04,automoveis,JEEP/RENEGADE,25744,25745.0,-1.0
2021-04,automoveis,LAND ROVER/EVOQUE,534,535.0,-1.0
2021-04,automoveis,RENAULT/LOGAN,4264,4265.0,-1.0
2021-06,automoveis,PEUGEOT/208,6052,6053.0,-1.0
2021-06,automoveis,RENAULT/KWID,29186,29187.0,-1.0
2021-06,automoveis,TOYOTA/COROLLA CROSS,10313,10314.0,-1.0
2021-06,automoveis,TOYOTA/YARIS SEDAN,7588,7589.0,-1.0
2021-06,automoveis,VW/GOL,36969,36970.0,-1.0
2021-06,automoveis,VW/VIRTUS,13023,13024.0,-1.0
2021-06,comerciais_leves,FIAT/STRADA,61061,61062.0,-1.0
2021-06,comerciais_leves,GM/S10,12782,12783.0,-1.0
2021-05,automoveis,TOYOTA/ETIOS HB,1072,1073.0,-1.0
2021-05,automoveis,VW/POLO,12699,12700.0,-1.0
2021-05,automoveis,VW/TIGUAN,1831,1832.0,-1.0
2021-05,comerciais_leves,HYUNDAI/HR,1344,1345.0,-1.0
2021-05,comerciais_leves,RENAULT/MASTER,3151,3152.0,-1.0
2021-06,automoveis,HONDA/WR-V,5006,5007.0,-1.0
2021-06,automoveis,JEEP/COMPASS,32554,32555.0,-1.0
2021-06,automoveis,MITSUBISHI/PAJERO,1306,1307.0,-1.0
2021-05,automoveis,GM/SPIN,6026,6027.0,-1.0
2021-05,automoveis,GM/TRACKER,26137,26138.0,-1.0
2021-05,automoveis,HYUNDAI/CRETA,27591,27592.0,-1.0
2021-05,automoveis,HYUNDAI/HB20,37801,37802.0,-1.0
2021-05,automoveis,MITSUBISHI/PAJERO,1133,1134.0,-1.0
2021-05,automoveis,PEUGEOT/208,4315,4316.0,-1.0
2021-05,automoveis,RENAULT/DUSTER,10597,10598.0,-1.0
2021-05,automoveis,RENAULT/KWID,23104,23105.0,-1.0
2017-12,automoveis,RENAULT/CAPTUR,13742,13743.0,-1.0
2017-12,automoveis,RENAULT/KWID,22576,22577.0,-1.0
2017-12,automoveis,TOYOTA/COROLLA,66188,66189.0,-1.0
2017-12,automoveis,TOYOTA/ETIOS HB,41986,41987.0,-1.0
2017-12,comerciais_leves,FIAT/FIORINO,10947,10948.0,-1.0
2017-12,comerciais_leves,GM/S10,30438,30439.0,-1.0
2018-02,automoveis,GM/EQUINOX,741,742.0,-1.0
2018-02,automoveis,HYUNDAI/HB20,14799,14800.0,-1.0
2021-08,comerciais_leves,PEUGEOT/EXPERT,2534,2535.0,-1.0
2021-08,comerciais_leves,TOYOTA/HILUX,28174,28175.0,-1.0
2021-09,automoveis,AUDI/A4,463,464.0,-1.0
2021-09,automoveis,CITROEN/C4 CACTUS,12818,12819.0,-1.0
2021-09,automoveis,FORD/TERRITORY,1900,1901.0,-1.0
2021-09,automoveis,HONDA/HR-V,28463,28464.0,-1.0
2021-09,automoveis,HYUNDAI/CRETA,47131,47132.0,-1.0
2021-09,automoveis,JEEP/COMPASS,52860,52861.0,-1.0
2021-08,automoveis,MITSUBISHI/ECLIPSE CROSS,1520,1521.0,-1.0
2021-08,automoveis,RENAULT/DUSTER,16426,16427.0,-1.0
2021-08,automoveis,RENAULT/KWID,37813,37814.0,-1.0
2021-08,automoveis,RENAULT/LOGAN,7208,7209.0,-1.0
2021-08,automoveis,VW/GOL,42855,42856.0,-1.0
2021-08,automoveis,VW/T CROSS,39268,39269.0,-1.0
2021-08,automoveis,VW/TIGUAN,2989,2990.0,-1.0
2021-08,comerciais_leves,CITROEN/JUMPY,2040,2041.0,-1.0
2021-07,comerciais_leves,FORD/RANGER,11629,11630.0,-1.0
2021-08,automoveis,CAOA CHERY/TIGGO 8,6051,6052.0,-1.0
2021-08,automoveis,FIAT/ARGO,60507,60508.0,-1.0
2021-08,automoveis,FIAT/SIENA,9581,9582.0,-1.0
2021-08,automoveis,HYUNDAI/CRETA,42582,42583.0,-1.0
2021-08,automoveis,HYUNDAI/HB20,59999,60000.0,-1.0
2021-08,automoveis,JEEP/COMPASS,46038,46039.0,-1.0
2021-08,automoveis,MINI/COOPER,463,464.0,-1.0
2021-07,automoveis,HYUNDAI/HB20S,14499,14500.0,-1.0
2021-07,automoveis,M.BENZ/CLASSE GLB,1693,1694.0,-1.0
2021-07,automoveis,NISSAN/KICKS,22197,22198.0,-1.0
2021-07,automoveis,RENAULT/KWID,34050,34051.0,-1.0
2021-07,automoveis,RENAULT/SANDERO,9271,9272.0,-1.0
2021-07,automoveis,VW/TIGUAN,2760,2761.0,-1.0
2021-07,automoveis,VW/VIRTUS,14951,14952.0,-1.0
2021-07,comerciais_leves,FIAT/STRADA,70498,70499.0,-1.0
2017-11,automoveis,FIAT/PALIO,19950,19951.0,-1.0
2017-11,automoveis,FIAT/SIENA,23242,23243.0,-1.0
2017-11,automoveis,GM/ONIX,171148,171149.0,-1.0
2017-11,automoveis,GM/PRISMA,63251,63252.0,-1.0
2017-11,automoveis,GM/TRAILBLAZER,2974,2975.0,-1.0
2017-11,automoveis,HONDA/FIT,22655,22656.0,-1.0
2017-11,automoveis,HONDA/HR-V,43508,43509.0,-1.0
2017-11,automoveis,HYUNDAI/IX35,9282,9283.0,-1.0
2017-10,automoveis,RENAULT/KWID,17528,17529.0,-1.0
2017-10,automoveis,TOYOTA/ETIOS HB,34857,34858.0,-1.0
2017-10,comerciais_leves,FIAT/DUCATO,1498,1499.0,-1.0
2017-10,comerciais_leves,FIAT/FIORINO,8777,8778.0,-1.0
2017-10,comerciais_leves,GM/MONTANA,11818,11819.0,-1.0
2017-10,comerciais_leves,LIFAN/FOISON,318,317.0,1.0
2017-10,comerciais_leves,TOYOTA/HILUX,27238,27239.0,-1.0
2017-11,automoveis,FIAT/ARGO,22336,22337.0,-1.0
2017-09,comerciais_leves,TOYOTA/HILUX,24577,24578.0,-1.0
2017-10,automoveis,FORD/FOCUS SEDAN,4839,4840.0,-1.0
2017-10,automoveis,FORD/FUSION,3479,3480.0,-1.0
2017-10,automoveis,GM/ONIX,152538,152539.0,-1.0
2017-10,automoveis,HONDA/CITY,13659,13660.0,-1.0
2017-10,automoveis,HYUNDAI/HB20,88242,88243.0,-1.0
2017-10,automoveis,JEEP/COMPASS,39488,39489.0,-1.0
2017-10,automoveis,MITSUBISHI/ASX,3934,3935.0,-1.0
2021-09,automoveis,JEEP/RENEGADE,58672,58673.0,-1.0
2021-09,automoveis,TOYOTA/YARIS HB,17216,17217.0,-1.0
2021-09,automoveis,TOYOTA/YARIS SEDAN,10410,10411.0,-1.0
2021-09,automoveis,VW/NIVUS,30421,30422.0,-1.0
2017-09,automoveis,TOYOTA/PRIUS,1914,1915.0,-1.0
2017-09,automoveis,VW/UP,26600,26601.0,-1.0
2017-09,comerciais_leves,FIAT/DUCATO,1445,1446.0,-1.0
2017-09,comerciais_leves,GM/MONTANA,10236,10237.0,-1.0
2017-08,automoveis,HYUNDAI/TUCSON,2950,2951.0,-1.0
2017-08,automoveis,JEEP/RENEGADE,25541,25542.0,-1.0
2017-08,automoveis,NISSAN/KICKS,18707,18708.0,-1.0
2017-08,automoveis,VOLVO/XC60,1510,1511.0,-1.0
2017-08,automoveis,VW/UP,24041,24042.0,-1.0
2017-08,comerciais_leves,GM/S10,19358,19359.0,-1.0
2017-08,comerciais_leves,TOYOTA/HILUX,21884,21885.0,-1.0
2017-09,automoveis,FIAT/PALIO,18829,18830.0,-1.0
2021-10,comerciais_leves,FIAT/TORO,59833,59834.0,-1.0
2021-10,comerciais_leves,FORD/RANGER,16600,16601.0,-1.0
2021-10,comerciais_leves,HYUNDAI/HR,2865,2866.0,-1.0
2021-10,comerciais_leves,RENAULT/MASTER,7104,7105.0,-1.0
2021-10,comerciais_leves,TOYOTA/HILUX,36383,36384.0,-1.0
2021-11,automoveis,GM/SPIN,11469,11470.0,-1.0
2017-08,automoveis,HYUNDAI/HB20,70836,70837.0,-1.0
2017-08,automoveis,HYUNDAI/IX35,6676,6677.0,-1.0
2021-10,automoveis,GM/TRACKER,36748,36749.0,-1.0
2021-10,automoveis,HONDA/HR-V,31843,31844.0,-1.0
2021-10,automoveis,HYUNDAI/CRETA,52622,52623.0,-1.0
2021-10,automoveis,HYUNDAI/HB20,72989,72990.0,-1.0
2021-10,automoveis,TOYOTA/COROLLA,33468,33469.0,-1.0
2021-10,automoveis,TOYOTA/COROLLA CROSS,26214,26215.0,-1.0
2021-10,automoveis,VW/NIVUS,33905,33906.0,-1.0
2021-10,automoveis,VW/T CROSS,51008,51009.0,-1.0
2021-09,automoveis,VW/POLO,17337,17338.0,-1.0
2021-09,comerciais_leves,FIAT/DUCATO,1962,1961.0,1.0
2021-09,comerciais_leves,FIAT/STRADA,85377,85378.0,-1.0
2021-09,comerciais_leves,MITSUBISHI/L200,9184,9185.0,-1.0
2021-10,automoveis,FIAT/ARGO,73795,73796.0,-1.0
2021-10,automoveis,FIAT/CRONOS,19807,19808.0,-1.0
2021-10,automoveis,FIAT/MOBI,62465,62466.0,-1.0
2021-10,automoveis,GM/ONIX,52771,52772.0,-1.0
2021-12,automoveis,PEUGEOT/208,16342,16343.0,-1.0
2021-12,automoveis,VW/VIRTUS,20563,20564.0,-1.0
2021-12,comerciais_leves,MITSUBISHI/L200,13157,13158.0,-1.0
2022-02,automoveis,FIAT/CRONOS,2570,2571.0,-1.0
2022-02,automoveis,FIAT/MOBI,6689,6690.0,-1.0
2017-06,automoveis,JEEP/RENEGADE,17792,17793.0,-1.0
2017-06,automoveis,NISSAN/SENTRA,2137,2138.0,-1.0
2017-06,automoveis,RENAULT/DUSTER,9667,9668.0,-1.0
2021-11,automoveis,TOYOTA/YARIS HB,19588,19589.0,-1.0
2021-11,comerciais_leves,PEUGEOT/EXPERT,3614,3615.0,-1.0
2021-11,comerciais_leves,TOYOTA/HILUX,40485,40486.0,-1.0
2021-12,automoveis,FIAT/PULSE,6724,6725.0,-1.0
2021-12,automoveis,FIAT/SIENA,15355,15356.0,-1.0
2021-12,automoveis,GM/TRAILBLAZER,3320,3321.0,-1.0
2021-12,automoveis,JEEP/RENEGADE,73913,73914.0,-1.0
2021-12,automoveis,NISSAN/KICKS,36524,36525.0,-1.0
2017-09,automoveis,PEUGEOT/2008,7938,7939.0,-1.0
2017-09,automoveis,RENAULT/CAPTUR,7774,7775.0,-1.0
2017-09,automoveis,RENAULT/KWID,13603,13604.0,-1.0
2017-09,automoveis,RENAULT/SANDERO,55560,55561.0,-1.0
2017-09,automoveis,TOYOTA/COROLLA,48151,48152.0,-1.0
2021-11,automoveis,HONDA/HR-V,34710,34711.0,-1.0
2021-11,automoveis,MITSUBISHI/ECLIPSE CROSS,2126,2127.0,-1.0
2021-11,automoveis,NISSAN/KICKS,33947,33948.0,-1.0
2017-09,automoveis,FORD/FUSION,3190,3191.0,-1.0
2017-09,automoveis,FORD/KA SEDAN,20165,20166.0,-1.0
2017-09,automoveis,GM/CRUZE HB,5381,5382.0,-1.0
2017-09,automoveis,GM/ONIX,134217,134218.0,-1.0
2017-09,automoveis,HYUNDAI/CRETA,28335,28336.0,-1.0
2017-09,automoveis,HYUNDAI/HB20,79365,79366.0,-1.0
2017-09,automoveis,HYUNDAI/TUCSON,3618,3619.0,-1.0
2017-09,automoveis,JEEP/RENEGADE,28549,28550.0,-1.0
2022-03,automoveis,BMW/X5,249,248.0,1.0
2022-03,automoveis,FIAT/500E,132,131.0,1.0
2022-03,automoveis,GM/CRUZE HB,269,268.0,1.0
2022-03,automoveis,HONDA/ACCORD,12,13.0,-1.0
2017-05,automoveis,CITROEN/C3,3726,3727.0,-1.0
2017-05,automoveis,FORD/KA,36839,36840.0,-1.0
2017-05,automoveis,GM/CRUZE SEDAN,7141,7142.0,-1.0
2017-05,automoveis,GM/TRACKER,3870,3871.0,-1.0
2017-08,automoveis,FIAT/SIENA,17383,17384.0,-1.0
2017-08,automoveis,HONDA/CITY,10956,10957.0,-1.0
2017-08,automoveis,HONDA/HR-V,31146,31147.0,-1.0
2017-08,automoveis,HYUNDAI/CRETA,24870,24871.0,-1.0
2022-02,automoveis,GM/TRACKER,5794,5795.0,-1.0
2022-02,automoveis,JEEP/RENEGADE,7227,7228.0,-1.0
2022-02,automoveis,TOYOTA/YARIS SEDAN,1794,1795.0,-1.0
2022-03,automoveis,BMW/M340I,17,16.0,1.0
2017-07,automoveis,M.BENZ/CLASSE C,2382,2383.0,-1.0
2017-07,automoveis,MITSUBISHI/Outlander,2648,2649.0,-1.0
2017-07,automoveis,RENAULT/LOGAN,13093,13094.0,-1.0
2017-07,automoveis,TOYOTA/COROLLA,35437,35438.0,-1.0
2017-07,automoveis,TOYOTA/ETIOS HB,24188,24189.0,-1.0
2017-07,automoveis,VOLVO/XC60,1269,1270.0,-1.0
2017-07,comerciais_leves,RAM/2500,276,277.0,-1.0
2017-07,comerciais_leves,VW/SAVEIRO,23826,23827.0,-1.0
2017-06,comerciais_leves,FIAT/TORO,24686,24687.0,-1.0
2017-06,comerciais_leves,GM/MONTANA,6323,6324.0,-1.0
2017-06,comerciais_leves,TOYOTA/HILUX,15897,15898.0,-1.0
2017-06,comerciais_leves,VW/SAVEIRO,20017,20018.0,-1.0
2017-07,automoveis,GM/ONIX,98469,98470.0,-1.0
2017-07,automoveis,GM/TRACKER,5937,5938.0,-1.0
2017-07,automoveis,HONDA/HR-V,26728,26729.0,-1.0
2017-07,automoveis,HYUNDAI/HB20,60460,60461.0,-1.0
2017-03,automoveis,HYUNDAI/CRETA,6999,7000.0,-1.0
2017-03,automoveis,HYUNDAI/HB20,24520,24521.0,-1.0
2017-03,automoveis,JEEP/RENEGADE,9189,9190.0,-1.0
2017-03,automoveis,RENAULT/SANDERO,14973,14974.0,-1.0
2017-03,automoveis,SUZUKI/JIMNY,378,379.0,-1.0
2017-03,automoveis,VW/GOL,15947,15948.0,-1.0
2017-03,automoveis,VW/JETTA,1059,1060.0,-1.0
2017-03,comerciais_leves,FIAT/STRADA,12269,12270.0,-1.0
2017-06,automoveis,HYUNDAI/IX35,4587,4588.0,-1.0
2017-06,automoveis,JEEP/COMPASS,22003,22004.0,-1.0
2022-03,automoveis,HONDA/WR-V,704,703.0,1.0
2022-03,automoveis,LAND ROVER/EVOQUE,217,216.0,1.0
2022-03,automoveis,LAND ROVER/RANGE ROVER,232,231.0,1.0
2022-03,automoveis,PORSCHE/911,80,79.0,1.0
2017-03,automoveis,GM/ONIX,40624,40625.0,-1.0
2017-03,automoveis,HONDA/CITY,3594,3595.0,-1.0
2017-05,automoveis,VOLVO/XC60,846,845.0,1.0
2017-05,automoveis,VW/PASSAT,164,163.0,1.0
2017-05,comerciais_leves,FORD/RANGER,5411,5412.0,-1.0
2017-05,comerciais_leves,GM/S10,10786,10787.0,-1.0
2017-05,comerciais_leves,VW/AMAROK,3439,3440.0,-1.0
2017-06,automoveis,FIAT/SIENA,13148,13149.0,-1.0
2017-06,automoveis,FORD/KA,44650,44651.0,-1.0
2017-06,automoveis,HONDA/CIVIC,14696,14697.0,-1.0
2017-05,automoveis,HONDA/CIVIC,12437,12438.0,-1.0
2017-05,automoveis,HONDA/HR-V,19160,19161.0,-1.0
2017-05,automoveis,HYUNDAI/CRETA,13805,13806.0,-1.0
2017-05,automoveis,HYUNDAI/HB20,41434,41435.0,-1.0
2017-05,automoveis,JEEP/COMPASS,18184,18185.0,-1.0
2017-05,automoveis,JEEP/RENEGADE,14800,14801.0,-1.0
2017-05,automoveis,RENAULT/DUSTER,8724,8725.0,-1.0
2017-05,automoveis,RENAULT/SANDERO,29780,29781.0,-1.0
2022-04,automoveis,HONDA/ACCORD,12,13.0,-1.0
2022-04,automoveis,HYUNDAI/CRETA,16921,16922.0,-1.0
2022-04,automoveis,NISSAN/KICKS,7880,7881.0,-1.0
2022-04,automoveis,PEUGEOT/208,7920,7921.0,-1.0
2022-04,automoveis,RENAULT/DUSTER,6388,6389.0,-1.0
2022-04,automoveis,TOYOTA/COROLLA CROSS,14444,14445.0,-1.0
2022-04,automoveis,TOYOTA/YARIS HB,7472,7473.0,-1.0
2022-04,automoveis,TOYOTA/YARIS SEDAN,4195,4196.0,-1.0
2022-03,automoveis,VW/VOYAGE,788,787.0,1.0
2022-03,comerciais_leves,EFFA/V22,42,41.0,1.0
2022-03,comerciais_leves,IVECO/DAILY 35-150,546,545.0,1.0
2022-04,automoveis,CAOA CHERY/TIGGO 8,2982,2983.0,-1.0
2022-04,automoveis,FIAT/ARGO,15617,15618.0,-1.0
2022-04,automoveis,FIAT/CRONOS,6411,6412.0,-1.0
2022-04,automoveis,FORD/MUSTANG,97,98.0,-1.0
2022-04,automoveis,GM/TRACKER,15092,15093.0,-1.0
2017-04,automoveis,RENAULT/SANDERO,21082,21083.0,-1.0
2017-04,automoveis,TOYOTA/COROLLA,17905,17906.0,-1.0
2017-04,comerciais_leves,FIAT/TORO,14709,14710.0,-1.0
2017-04,comerciais_leves,FORD/RANGER,4144,4143.0,1.0
2017-04,comerciais_leves,GM/S10,8066,8067.0,-1.0
2017-04,comerciais_leves,RENAULT/OROCH,3676,3677.0,-1.0
2017-05,automoveis,AUDI/Q3,1721,1722.0,-1.0
2022-03,automoveis,VW/FUSCA,17,16.0,1.0
2017-03,comerciais_leves,HYUNDAI/HR,716,717.0,-1.0
2017-04,automoveis,FIAT/PALIO,10847,10848.0,-1.0
2017-04,automoveis,FORD/FIESTA,5541,5542.0,-1.0
2017-04,automoveis,GM/SPIN,7159,7160.0,-1.0
2017-04,automoveis,HONDA/HR-V,14753,14754.0,-1.0
2017-04,automoveis,HYUNDAI/HB20S,9610,9611.0,-1.0
2017-04,automoveis,MITSUBISHI/PAJERO,600,601.0,-1.0
2017-04,automoveis,NISSAN/MARCH,6001,6002.0,-1.0
2017-02,automoveis,HONDA/HR-V,6861,6862.0,-1.0
2017-02,automoveis,JEEP/RENEGADE,5681,5682.0,-1.0
2017-02,automoveis,TOYOTA/COROLLA,7482,7483.0,-1.0
2017-02,automoveis,TOYOTA/ETIOS SEDAN,4116,4117.0,-1.0
2017-02,automoveis,VW/FOX/CROSS FOX,6747,6748.0,-1.0
2017-02,comerciais_leves,CITROEN/JUMPER,182,183.0,-1.0
2017-02,comerciais_leves,FIAT/STRADA,7700,7701.0,-1.0
2017-02,comerciais_leves,HYUNDAI/HR,320,321.0,-1.0
2016-12,automoveis,VW/JETTA,8654,8655.0,-1.0
2016-12,automoveis,VW/UP,38354,38355.0,-1.0
2016-12,comerciais_leves,TOYOTA/HILUX,34031,34032.0,-1.0
2017-02,automoveis,AUDI/Q3,430,429.0,1.0
2017-02,automoveis,FORD/FOCUS SEDAN,745,746.0,-1.0
2017-02,automoveis,FORD/KA,12843,12844.0,-1.0
2017-02,automoveis,GM/PRISMA,7431,7432.0,-1.0
2017-02,automoveis,HONDA/CIVIC,4457,4458.0,-1.0
2016-12,automoveis,HONDA/CITY,15422,15423.0,-1.0
2016-12,automoveis,HONDA/CIVIC,20857,20858.0,-1.0
2016-12,automoveis,HONDA/HR-V,55758,55759.0,-1.0
2016-12,automoveis,HYUNDAI/SANTAFE,1279,1280.0,-1.0
2016-12,automoveis,NISSAN/KICKS,10709,10710.0,-1.0
2016-12,automoveis,NISSAN/MARCH,18376,18377.0,-1.0
2016-12,automoveis,RENAULT/LOGAN,23707,23708.0,-1.0
2016-12,automoveis,VW/GOL,57390,57391.0,-1.0
2022-04,automoveis,VW/T CROSS,20157,20158.0,-1.0
2022-04,comerciais_leves,MITSUBISHI/L200,3769,3770.0,-1.0
2022-04,comerciais_leves,PEUGEOT/EXPERT,1242,1243.0,-1.0
2022-05,automoveis,CAOA CHERY/TIGGO 3X,3318,3319.0,-1.0
2022-05,automoveis,FIAT/ARGO,19031,19032.0,-1.0
2022-05,automoveis,FIAT/PULSE,19198,19199.0,-1.0
2022-05,automoveis,GM/ONIX,29901,29902.0,-1.0
2022-05,automoveis,GM/ONIX PLUS,23067,23068.0,-1.0
2022-07,automoveis,GM/ONIX PLUS,35075,35076.0,-1.0
2022-07,automoveis,HONDA/ACCORD,18,19.0,-1.0
2022-07,automoveis,HONDA/CITY,14699,14700.0,-1.0
2022-07,automoveis,RENAULT/KWID,27537,27538.0,-1.0
2022-07,automoveis,RENAULT/ZOE,197,198.0,-1.0
2022-07,automoveis,TOYOTA/COROLLA CROSS,25880,25881.0,-1.0
2022-07,automoveis,VW/GOL,35531,35532.0,-1.0
2022-07,automoveis,VW/TAOS,5018,5019.0,-1.0
2022-06,automoveis,VW/TAOS,3900,3901.0,-1.0
2022-06,comerciais_leves,CITROEN/JUMPY,1582,1583.0,-1.0
2022-06,comerciais_leves,GM/S10,13976,13977.0,-1.0
2022-06,comerciais_leves,NISSAN/FRONTIER,3999,4000.0,-1.0
2022-06,comerciais_leves,RENAULT/MASTER,4434,4433.0,1.0
2022-06,comerciais_leves,TOYOTA/HILUX,21546,21547.0,-1.0
2022-06,comerciais_leves,VW/AMAROK,1943,1942.0,1.0
2022-07,automoveis,CAOA CHERY/TIGGO 8,5188,5189.0,-1.0
2022-06,automoveis,FIAT/MOBI,31453,31454.0,-1.0
2022-06,automoveis,HONDA/CITY HATCH,7340,7341.0,-1.0
2022-06,automoveis,HYUNDAI/CRETA,29255,29256.0,-1.0
2022-06,automoveis,HYUNDAI/HB20,42834,42835.0,-1.0
2022-06,automoveis,HYUNDAI/HB20S,15456,15457.0,-1.0
2022-06,automoveis,RENAULT/KWID,23049,23050.0,-1.0
2022-06,automoveis,TOYOTA/HILUX SW4,6700,6701.0,-1.0
2022-06,automoveis,VW/T CROSS,32871,32872.0,-1.0
2017-03,automoveis,CITROEN/C3,2236,2237.0,-1.0
2017-03,automoveis,FIAT/SIENA,6652,6653.0,-1.0
2017-03,automoveis,FIAT/UNO,7518,7519.0,-1.0
2022-05,automoveis,RENAULT/DUSTER,7698,7699.0,-1.0
2022-05,automoveis,RENAULT/KWID,18007,18008.0,-1.0
2022-05,comerciais_leves,FIAT/DUCATO,1560,1561.0,-1.0
2022-05,comerciais_leves,FIAT/STRADA,41191,41192.0,-1.0
2022-05,comerciais_leves,RAM/2500,538,539.0,-1.0
2016-11,automoveis,HYUNDAI/TUCSON,11036,11035.0,1.0
2016-11,automoveis,JEEP/RENEGADE,47526,47527.0,-1.0
2016-11,automoveis,LAND ROVER/RANGE ROVER,723,724.0,-1.0
2016-11,automoveis,NISSAN/KICKS,8053,8054.0,-1.0
2016-11,automoveis,NISSAN/MARCH,16847,16848.0,-1.0
2016-11,automoveis,NISSAN/SENTRA,6002,6003.0,-1.0
2016-11,comerciais_leves,NISSAN/FRONTIER,3247,3248.0,-1.0
2016-12,automoveis,AUDI/A6,184,183.0,1.0
2022-09,automoveis,FIAT/ARGO,42916,42917.0,-1.0
2016-10,comerciais_leves,FIAT/TORO,31922,31923.0,-1.0
2016-10,comerciais_leves,PEUGEOT/PARTNER,230,231.0,-1.0
2016-11,automoveis,AUDI/TT,355,356.0,-1.0
2016-11,automoveis,FIAT/MOBI,24178,24179.0,-1.0
2016-11,automoveis,FORD/ECOSPORT,25837,25838.0,-1.0
2016-11,automoveis,GM/PRISMA,59526,59527.0,-1.0
2016-11,automoveis,HYUNDAI/IX35,9733,9734.0,-1.0
2022-08,automoveis,RENAULT/KWID,34365,34366.0,-1.0
2022-08,automoveis,TOYOTA/YARIS HB,16434,16435.0,-1.0
2022-08,comerciais_leves,FORD/MAVERICK,1097,1098.0,-1.0
2022-08,comerciais_leves,NISSAN/FRONTIER,5340,5341.0,-1.0
2022-08,comerciais_leves,PEUGEOT/EXPERT,2618,2619.0,-1.0
2022-08,comerciais_leves,RENAULT/MASTER,6435,6436.0,-1.0
2022-08,comerciais_leves,TOYOTA/HILUX,29644,29645.0,-1.0
2022-09,automoveis,CAOA CHERY/TIGGO 8,7970,7969.0,1.0
2022-07,comerciais_leves,FIAT/TORO,30195,30196.0,-1.0
2022-07,comerciais_leves,FORD/RANGER,7323,7324.0,-1.0
2022-07,comerciais_leves,GM/S10,16204,16205.0,-1.0
2022-07,comerciais_leves,NISSAN/FRONTIER,4741,4742.0,-1.0
2022-08,automoveis,FIAT/ARGO,35824,35825.0,-1.0
2022-08,automoveis,FIAT/PULSE,34105,34106.0,-1.0
2022-08,automoveis,FIAT/SIENA,4112,4113.0,-1.0
2022-08,automoveis,GM/ONIX,52507,52508.0,-1.0
2022-10,automoveis,VW/T CROSS,53990,53991.0,-1.0
2022-10,comerciais_leves,FORD/RANGER,11424,11425.0,-1.0
2022-11,automoveis,BMW/320I,4164,4165.0,-1.0
2022-11,automoveis,BMW/X1,3451,3452.0,-1.0
2022-11,automoveis,FORD/MUSTANG,320,321.0,-1.0
2022-11,automoveis,GM/ONIX,75741,75742.0,-1.0
2022-11,automoveis,GM/TRACKER,62524,62525.0,-1.0
2022-11,automoveis,HONDA/CITY,20808,20809.0,-1.0
2022-09,automoveis,VOLVO/XC40,1085,1086.0,-1.0
2022-09,comerciais_leves,FIAT/FIORINO,14919,14920.0,-1.0
2022-10,automoveis,GM/ONIX,68349,68350.0,-1.0
2022-10,automoveis,GM/TRACKER,55294,55295.0,-1.0
2022-10,automoveis,HYUNDAI/CRETA,50811,50812.0,-1.0
2022-10,automoveis,JEEP/COMPASS,51066,51067.0,-1.0
2022-10,automoveis,RENAULT/KWID,46124,46125.0,-1.0
2022-10,automoveis,VW/GOL,56121,56122.0,-1.0
2022-09,automoveis,JAC/E-JS1,526,527.0,-1.0
2022-09,automoveis,JEEP/COMMANDER,15541,15542.0,-1.0
2022-09,automoveis,M.BENZ/CLASSE C,694,695.0,-1.0
