mes,segmento,nome_completo_fonte,unidades_mes_anterior,mes_anterior_observado,diferenca
2024-11,automoveis,PEUGEOT/2008,1745,1746.0,-1.0
2024-11,automoveis,MITSUBISHI/ECLIPSE CROSS,853,854.0,-1.0
2024-11,automoveis,JEEP/RENEGADE,5214,5215.0,-1.0
2024-11,automoveis,HYUNDAI/HB20,10794,10795.0,-1.0
2024-11,automoveis,HONDA/HR-V,5444,5445.0,-1.0
2024-10,comerciais_leves,GM/S10,2660,2661.0,-1.0
2024-11,automoveis,VW/T CROSS,9175,9176.0,-1.0
2025-02,automoveis,BYD/DOLPHIN MINI,1722,1723.0,-1.0
2025-01,comerciais_leves,GM/MONTANA,2548,2549.0,-1.0
2025-01,automoveis,VW/TAOS,1934,1935.0,-1.0
2025-01,automoveis,TOYOTA/COROLLA CROSS,3770,3771.0,-1.0
2025-01,automoveis,JEEP/COMPASS,4713,4714.0,-1.0
2025-01,automoveis,JEEP/COMMANDER,1528,1529.0,-1.0
2025-01,automoveis,HYUNDAI/CRETA,6340,6341.0,-1.0
2025-01,automoveis,HONDA/HR-V,4757,4758.0,-1.0
2025-01,automoveis,GWM/ORA 03,477,478.0,-1.0
2025-01,automoveis,FIAT/PULSE,3964,3965.0,-1.0
2024-12,automoveis,GM/ONIX PLUS,5411,5412.0,-1.0
2025-01,automoveis,BYD/KING,1949,1950.0,-1.0
2025-01,automoveis,BYD/DOLPHIN MINI,1851,1852.0,-1.0
2025-01,automoveis,BYD/DOLPHIN,530,531.0,-1.0
2024-12,comerciais_leves,GM/S10,2746,2747.0,-1.0
2024-12,automoveis,RENAULT/KWID,6811,6812.0,-1.0
2024-12,automoveis,NISSAN/KICKS,4309,4310.0,-1.0
2024-12,automoveis,HYUNDAI/HB20,12352,12353.0,-1.0
2024-12,automoveis,HYUNDAI/CRETA,6081,6082.0,-1.0
2024-12,automoveis,HONDA/HR-V,4474,4475.0,-1.0
2024-12,automoveis,HONDA/CITY,1641,1642.0,-1.0
2025-01,automoveis,FIAT/ARGO,7056,7057.0,-1.0
2024-08,automoveis,FIAT/PULSE,3661,3662.0,-1.0
2024-08,automoveis,BYD/SONG,2138,2139.0,-1.0
2024-08,automoveis,BYD/DOLPHIN,1466,1467.0,-1.0
2024-08,automoveis,AUDI/A3 SEDAN,30,31.0,-1.0
2024-07,comerciais_leves,RAM/RAMPAGE,1967,1968.0,-1.0
2024-07,comerciais_leves,FORD/RANGER,3025,3026.0,-1.0
2024-07,automoveis,VW/T CROSS,5935,5936.0,-1.0
2024-07,automoveis,TOYOTA/COROLLA CROSS,4238,4239.0,-1.0
2024-07,automoveis,PEUGEOT/208,2367,2368.0,-1.0
2024-10,comerciais_leves,FORD/RANGER,2892,2893.0,-1.0
2024-07,automoveis,JEEP/COMPASS,3959,3960.0,-1.0
2024-07,automoveis,FIAT/ARGO,7422,7423.0,-1.0
2024-07,automoveis,BYD/DOLPHIN,1513,1514.0,-1.0
2024-06,comerciais_leves,VW/AMAROK,581,582.0,-1.0
2024-06,comerciais_leves,RENAULT/OROCH,1106,1107.0,-1.0
2024-06,comerciais_leves,FORD/RANGER,2305,2306.0,-1.0
2024-06,comerciais_leves,FIAT/STRADA,10972,10973.0,-1.0
2024-06,automoveis,RENAULT/KWID,2796,2797.0,-1.0
2024-06,automoveis,PEUGEOT/208,1530,1531.0,-1.0
2024-06,automoveis,NISSAN/SENTRA,496,497.0,-1.0
2024-07,automoveis,NISSAN/KICKS,4676,4677.0,-1.0
2024-10,comerciais_leves,FIAT/STRADA,14239,14240.0,-1.0
2024-10,automoveis,TOYOTA/COROLLA CROSS,4204,4205.0,-1.0
2024-10,automoveis,PEUGEOT/208,1190,1191.0,-1.0
2024-10,automoveis,FIAT/PULSE,3324,3325.0,-1.0
2024-10,automoveis,CAOA CHERY/TIGGO 7,3682,3683.0,-1.0
2024-10,automoveis,BYD/DOLPHIN MINI,2168,2169.0,-1.0
2024-09,comerciais_leves,FIAT/STRADA,16421,16422.0,-1.0
2024-09,automoveis,VW/VIRTUS,2925,2926.0,-1.0
2024-09,automoveis,HYUNDAI/HB20,7102,7103.0,-1.0
2024-09,automoveis,GM/TRACKER,6415,6416.0,-1.0
2024-08,automoveis,GM/ONIX,7422,7423.0,-1.0
2024-09,automoveis,FORD/TERRITORY,468,469.0,-1.0
2024-09,automoveis,CAOA CHERY/TIGGO 8,598,599.0,-1.0
2024-09,automoveis,CAOA CHERY/TIGGO 7,4015,4016.0,-1.0
2024-09,automoveis,BYD/SONG,2515,2516.0,-1.0
2024-08,comerciais_leves,RENAULT/MASTER,871,872.0,-1.0
2024-08,comerciais_leves,MITSUBISHI/L200,1065,1066.0,-1.0
2024-08,automoveis,VW/POLO,12542,12543.0,-1.0
2024-08,automoveis,VW/NIVUS,5569,5570.0,-1.0
2024-08,automoveis,JEEP/COMPASS,4727,4728.0,-1.0
2024-08,automoveis,HONDA/HR-V,4634,4635.0,-1.0
2024-09,automoveis,GM/ONIX PLUS,4842,4843.0,-1.0
2017-06,automoveis,JEEP/RENEGADE,2868,2869.0,-1.0
2017-06,automoveis,JEEP/COMPASS,4449,4450.0,-1.0
2017-06,automoveis,HYUNDAI/IX35,885,886.0,-1.0
2017-06,automoveis,HONDA/FIT,2067,2068.0,-1.0
2017-05,comerciais_leves,VW/AMAROK,678,679.0,-1.0
2017-05,comerciais_leves,FORD/RANGER,1052,1053.0,-1.0
2017-05,automoveis,VW/GOL,5514,5515.0,-1.0
2017-05,automoveis,VW/FOX/CROSS FOX,2919,2920.0,-1.0
2017-05,automoveis,TOYOTA/ETIOS HB,3270,3271.0,-1.0
2026-06,automoveis,VW/POLO,10522,10523.0,-1.0
2017-05,automoveis,RENAULT/DUSTER,1899,1900.0,-1.0
2017-05,automoveis,HYUNDAI/CRETA,3055,3056.0,-1.0
2017-05,automoveis,HONDA/CIVIC,2393,2394.0,-1.0
2017-05,automoveis,GM/TRACKER,674,675.0,-1.0
2017-05,automoveis,GM/ONIX,12688,12689.0,-1.0
2017-05,automoveis,GM/CRUZE SEDAN,1720,1721.0,-1.0
2017-05,automoveis,FORD/KA,6649,6650.0,-1.0
2017-05,automoveis,CITROEN/C3,733,734.0,-1.0
2017-05,automoveis,AUDI/Q3,419,420.0,-1.0
2017-04,comerciais_leves,GM/S10,2033,2034.0,-1.0
2017-05,automoveis,RENAULT/SANDERO,6109,6110.0,-1.0
2017-09,automoveis,RENAULT/KWID,2889,2890.0,-1.0
2017-09,automoveis,RENAULT/CAPTUR,1172,1173.0,-1.0
2017-09,automoveis,HYUNDAI/HB20,10376,10377.0,-1.0
2017-09,automoveis,HYUNDAI/CRETA,4378,4379.0,-1.0
2017-09,automoveis,GM/ONIX,18512,18513.0,-1.0
2017-09,automoveis,FORD/KA SEDAN,2851,2852.0,-1.0
2017-08,comerciais_leves,GM/S10,2672,2673.0,-1.0
2017-08,comerciais_leves,FIAT/STRADA,3524,3525.0,-1.0
2017-08,automoveis,VOLVO/XC60,211,212.0,-1.0
2017-08,automoveis,NISSAN/KICKS,2472,2473.0,-1.0
2017-06,comerciais_leves,FIAT/TORO,4400,4401.0,-1.0
2017-08,automoveis,FIAT/SIENA,1846,1847.0,-1.0
2017-07,automoveis,TOYOTA/COROLLA,5733,5734.0,-1.0
2017-07,automoveis,RENAULT/LOGAN,2261,2262.0,-1.0
2017-07,automoveis,MITSUBISHI/Outlander,392,393.0,-1.0
2017-07,automoveis,M.BENZ/CLASSE C,541,542.0,-1.0
2017-07,automoveis,HONDA/HR-V,4057,4058.0,-1.0
2017-07,automoveis,GM/TRACKER,954,955.0,-1.0
2017-07,automoveis,GM/ONIX,14922,14923.0,-1.0
2017-06,comerciais_leves,VW/SAVEIRO,3996,3997.0,-1.0
2017-06,comerciais_leves,TOYOTA/HILUX,3150,3151.0,-1.0
2017-08,automoveis,HONDA/CITY,1373,1374.0,-1.0
2017-02,comerciais_leves,HYUNDAI/HR,167,168.0,-1.0
2017-02,comerciais_leves,FIAT/STRADA,4411,4412.0,-1.0
2017-02,comerciais_leves,CITROEN/JUMPER,63,64.0,-1.0
2017-02,automoveis,VW/FOX/CROSS FOX,3591,3592.0,-1.0
2017-02,automoveis,TOYOTA/ETIOS SEDAN,2062,2063.0,-1.0
2017-02,automoveis,TOYOTA/COROLLA,4013,4014.0,-1.0
2017-02,automoveis,JEEP/RENEGADE,2730,2731.0,-1.0
2017-02,automoveis,HONDA/HR-V,3267,3268.0,-1.0
2017-02,automoveis,HONDA/CIVIC,2028,2029.0,-1.0
2017-02,automoveis,GM/PRISMA,4063,4064.0,-1.0
2017-04,comerciais_leves,FIAT/TORO,4399,4400.0,-1.0
2017-02,automoveis,FORD/FOCUS SEDAN,416,417.0,-1.0
2017-02,automoveis,AUDI/Q3,207,206.0,1.0
2017-01,comerciais_leves,VW/SAVEIRO,2261,2262.0,-1.0
2017-01,automoveis,RENAULT/SANDERO,6352,6353.0,-1.0
2017-01,automoveis,LAND ROVER/DISCOVERY,337,338.0,-1.0
2017-01,automoveis,HONDA/CITY,1339,1340.0,-1.0
2017-01,automoveis,GM/ONIX,18431,18432.0,-1.0
2017-01,automoveis,GM/CRUZE SEDAN,1562,1563.0,-1.0
2017-01,automoveis,FORD/KA SEDAN,2311,2312.0,-1.0
2017-01,automoveis,FORD/ECOSPORT,2267,2268.0,-1.0
2017-02,automoveis,FORD/KA,7078,7079.0,-1.0
2017-04,automoveis,TOYOTA/COROLLA,5454,5455.0,-1.0
2017-04,automoveis,RENAULT/SANDERO,6515,6516.0,-1.0
2017-04,automoveis,NISSAN/MARCH,2033,2034.0,-1.0
2017-04,automoveis,JEEP/RENEGADE,3508,3509.0,-1.0
2017-04,automoveis,HYUNDAI/HB20S,2691,2692.0,-1.0
2017-04,automoveis,GM/SPIN,2051,2052.0,-1.0
2017-04,automoveis,FIAT/PALIO,2835,2836.0,-1.0
2017-03,comerciais_leves,VW/SAVEIRO,2991,2992.0,-1.0
2017-03,comerciais_leves,HYUNDAI/HR,152,153.0,-1.0
2017-03,comerciais_leves,FIAT/STRADA,3288,3289.0,-1.0
2017-03,automoveis,CITROEN/C3,606,607.0,-1.0
2017-03,automoveis,VW/GOL,4563,4564.0,-1.0
2017-03,automoveis,SUZUKI/JIMNY,91,92.0,-1.0
2017-03,automoveis,RENAULT/SANDERO,4180,4181.0,-1.0
2017-03,automoveis,HYUNDAI/HB20,6520,6521.0,-1.0
2017-03,automoveis,HYUNDAI/CRETA,2330,2331.0,-1.0
2017-03,automoveis,HONDA/CITY,1128,1129.0,-1.0
2017-03,automoveis,GM/ONIX,11979,11980.0,-1.0
2017-03,automoveis,FORD/KA SEDAN,1127,1128.0,-1.0
2017-03,automoveis,FIAT/UNO,2107,2108.0,-1.0
2017-03,automoveis,FIAT/SIENA,2014,2015.0,-1.0
2017-03,automoveis,VW/JETTA,281,282.0,-1.0
2018-04,automoveis,HONDA/CITY,1578,1579.0,-1.0
2018-04,automoveis,FORD/MUSTANG,147,148.0,-1.0
2018-04,automoveis,FORD/KA,9802,9803.0,-1.0
2018-04,automoveis,FORD/FIESTA,1463,1464.0,-1.0
2018-04,automoveis,FIAT/CRONOS,1578,1579.0,-1.0
2018-03,comerciais_leves,VW/SAVEIRO,2955,2956.0,-1.0
2018-03,comerciais_leves,VW/AMAROK,1273,1274.0,-1.0
2018-03,automoveis,SUZUKI/JIMNY,142,143.0,-1.0
2018-03,automoveis,RENAULT/KWID,4505,4506.0,-1.0
2017-09,automoveis,TOYOTA/COROLLA,6678,6679.0,-1.0
2018-03,automoveis,JEEP/COMPASS,3785,3786.0,-1.0
2018-03,automoveis,HYUNDAI/HB20,7363,7364.0,-1.0
2018-03,automoveis,HONDA/WR-V,1212,1213.0,-1.0
2018-03,automoveis,GM/COBALT,1218,1219.0,-1.0
2018-03,automoveis,FORD/KA,6569,6570.0,-1.0
2018-02,comerciais_leves,VW/SAVEIRO,3156,3155.0,1.0
2018-02,comerciais_leves,TOYOTA/HILUX,2933,2934.0,-1.0
2018-02,comerciais_leves,RENAULT/MASTER,527,528.0,-1.0
2018-02,comerciais_leves,MITSUBISHI/L200,773,774.0,-1.0
2018-02,automoveis,TOYOTA/COROLLA,4485,4486.0,-1.0
2018-03,automoveis,JEEP/RENEGADE,2199,2200.0,-1.0
2018-05,automoveis,TOYOTA/ETIOS SEDAN,3254,3255.0,-1.0
2018-05,automoveis,RENAULT/CAPTUR,1683,1684.0,-1.0
2018-05,automoveis,NISSAN/KICKS,3700,3701.0,-1.0
2018-05,automoveis,JEEP/RENEGADE,4461,4462.0,-1.0
2018-05,automoveis,HYUNDAI/TUCSON,542,543.0,-1.0
2018-05,automoveis,HONDA/CIVIC,2763,2764.0,-1.0
2018-05,automoveis,GM/ONIX,16616,16617.0,-1.0
2018-05,automoveis,FIAT/ARGO,4951,4952.0,-1.0
2018-05,automoveis,CITROEN/AIRCROSS,482,483.0,-1.0
2018-04,comerciais_leves,TOYOTA/HILUX,3222,3223.0,-1.0
2018-04,automoveis,HONDA/CIVIC,2783,2784.0,-1.0
2018-04,comerciais_leves,MITSUBISHI/L200,964,965.0,-1.0
2018-04,comerciais_leves,FORD/RANGER,1267,1266.0,1.0
2018-04,automoveis,VW/POLO,6148,6149.0,-1.0
2018-04,automoveis,TOYOTA/HILUX SW4,1041,1042.0,-1.0
2018-04,automoveis,NISSAN/VERSA,2608,2609.0,-1.0
2018-04,automoveis,NISSAN/KICKS,5531,5532.0,-1.0
2018-04,automoveis,HYUNDAI/IX35,894,895.0,-1.0
2018-04,automoveis,HYUNDAI/HB20S,2508,2509.0,-1.0
2018-04,automoveis,HYUNDAI/HB20,9216,9217.0,-1.0
2018-04,automoveis,HYUNDAI/CRETA,3670,3671.0,-1.0
2018-04,comerciais_leves,RENAULT/OROCH,1057,1058.0,-1.0
2017-11,automoveis,MITSUBISHI/PAJERO,179,178.0,1.0
2017-11,automoveis,JEEP/RENEGADE,3016,3017.0,-1.0
2017-11,automoveis,HONDA/HR-V,4487,4488.0,-1.0
2017-11,automoveis,HONDA/FIT,2504,2505.0,-1.0
2017-11,automoveis,GM/TRAILBLAZER,288,289.0,-1.0
2017-11,automoveis,GM/PRISMA,6202,6203.0,-1.0
2017-11,automoveis,FIAT/SIENA,2003,2004.0,-1.0
2017-11,automoveis,FIAT/ARGO,4158,4159.0,-1.0
2017-10,comerciais_leves,TOYOTA/HILUX,2693,2694.0,-1.0
2017-10,comerciais_leves,LIFAN/FOISON,37,36.0,1.0
2018-02,automoveis,NISSAN/VERSA,1683,1684.0,-1.0
2017-10,comerciais_leves,FIAT/FIORINO,1109,1110.0,-1.0
2017-10,automoveis,TOYOTA/ETIOS HB,2830,2831.0,-1.0
2017-10,automoveis,RENAULT/KWID,10357,10358.0,-1.0
2017-10,automoveis,MITSUBISHI/ASX,629,630.0,-1.0
2017-10,automoveis,JEEP/COMPASS,4176,4177.0,-1.0
2017-10,automoveis,HYUNDAI/HB20,8529,8530.0,-1.0
2017-10,automoveis,HONDA/CITY,1328,1329.0,-1.0
2017-10,automoveis,FORD/FUSION,328,329.0,-1.0
2017-10,automoveis,FORD/FOCUS SEDAN,421,422.0,-1.0
2017-09,comerciais_leves,FIAT/DUCATO,140,141.0,-1.0
2017-10,comerciais_leves,GM/MONTANA,1396,1397.0,-1.0
2018-02,automoveis,LIFAN/X60,216,217.0,-1.0
2018-02,automoveis,HYUNDAI/HB20,7435,7436.0,-1.0
2018-02,automoveis,GM/EQUINOX,391,392.0,-1.0
2018-01,comerciais_leves,FIAT/STRADA,6901,6902.0,-1.0
2018-01,automoveis,VW/VOYAGE,2808,2809.0,-1.0
2018-01,automoveis,VW/UP,2732,2733.0,-1.0
2018-01,automoveis,RENAULT/KWID,2817,2818.0,-1.0
2018-01,automoveis,NISSAN/KICKS,3712,3713.0,-1.0
2018-01,automoveis,MITSUBISHI/Outlander,203,202.0,1.0
2018-01,automoveis,JEEP/COMPASS,5120,5121.0,-1.0
2017-11,automoveis,RENAULT/SANDERO,4080,4081.0,-1.0
2018-01,automoveis,GM/TRACKER,2073,2074.0,-1.0
2017-12,comerciais_leves,FIAT/FIORINO,1188,1189.0,-1.0
2017-12,automoveis,TOYOTA/ETIOS HB,3360,3361.0,-1.0
2017-12,automoveis,TOYOTA/COROLLA,5536,5537.0,-1.0
2017-12,automoveis,RENAULT/CAPTUR,1669,1670.0,-1.0
2017-12,automoveis,LAND ROVER/EVOQUE,116,115.0,1.0
2017-12,automoveis,LAND ROVER/DISCOVERY,274,273.0,1.0
2017-12,automoveis,JEEP/COMPASS,4581,4582.0,-1.0
2017-12,automoveis,HONDA/FIT,2699,2700.0,-1.0
2017-12,automoveis,HONDA/CIVIC,1857,1858.0,-1.0
2018-01,automoveis,HONDA/CIVIC,1850,1851.0,-1.0
2015-11,automoveis,FORD/FUSION,492,493.0,-1.0
2015-11,automoveis,FORD/ECOSPORT,2332,2333.0,-1.0
2015-10,comerciais_leves,TOYOTA/HILUX,2746,2747.0,-1.0
2015-10,automoveis,VW/JETTA,815,814.0,1.0
2015-10,automoveis,RENAULT/DUSTER,2697,2698.0,-1.0
2015-10,automoveis,NISSAN/VERSA,1872,1873.0,-1.0
2015-10,automoveis,JEEP/RENEGADE,5675,5676.0,-1.0
2015-10,automoveis,HONDA/FIT,3511,3512.0,-1.0
2015-10,automoveis,FIAT/DOBLO,672,673.0,-1.0
2016-12,comerciais_leves,TOYOTA/HILUX,2857,2858.0,-1.0
2015-09,comerciais_leves,MITSUBISHI/L200,1129,1130.0,-1.0
2015-09,automoveis,VOLVO/XC60,183,182.0,1.0
2015-09,automoveis,TOYOTA/COROLLA,5734,5735.0,-1.0
2015-09,automoveis,HYUNDAI/HB20,9167,9168.0,-1.0
2015-09,automoveis,HONDA/HR-V,5434,5435.0,-1.0
2015-09,automoveis,HONDA/CITY,1525,1526.0,-1.0
2015-09,automoveis,GM/CLASSIC,1972,1973.0,-1.0
2015-08,comerciais_leves,VW/SAVEIRO,5683,5684.0,-1.0
2015-08,comerciais_leves,HYUNDAI/HR,617,618.0,-1.0
2015-08,comerciais_leves,GM/S10,2475,2476.0,-1.0
2015-09,comerciais_leves,RENAULT/KANGOO,172,173.0,-1.0
2016-01,automoveis,MINI/COOPER,125,126.0,-1.0
2016-01,automoveis,HONDA/CIVIC,2080,2081.0,-1.0
2016-01,automoveis,FORD/KA SEDAN,1763,1764.0,-1.0
2016-01,automoveis,FORD/FOCUS,912,911.0,1.0
2016-01,automoveis,FORD/ECOSPORT,2433,2434.0,-1.0
2015-12,comerciais_leves,TOYOTA/HILUX,2103,2102.0,1.0
2015-12,automoveis,VW/GOLF VARIANT,113,114.0,-1.0
2015-12,automoveis,TOYOTA/COROLLA,5693,5694.0,-1.0
2015-12,automoveis,NISSAN/VERSA,1725,1726.0,-1.0
2015-12,automoveis,M.BENZ/CLASSE C,214,215.0,-1.0
2015-11,automoveis,FORD/MUSTANG,2,1.0,1.0
2015-11,automoveis,VW/SPACE FOX,509,508.0,1.0
2015-11,automoveis,RENAULT/SANDERO,5301,5302.0,-1.0
2015-11,automoveis,RENAULT/DUSTER,3052,3053.0,-1.0
2015-11,automoveis,NISSAN/MARCH,1543,1544.0,-1.0
2015-11,automoveis,HYUNDAI/IX35,876,877.0,-1.0
2015-11,automoveis,HYUNDAI/ELANTRA,280,281.0,-1.0
2015-11,automoveis,HONDA/FIT,3126,3127.0,-1.0
2015-11,automoveis,HONDA/CIVIC,1836,1837.0,-1.0
2015-11,automoveis,GM/ONIX,11130,11131.0,-1.0
2015-11,automoveis,FORD/NEW FIESTA,448,447.0,1.0
2015-12,automoveis,HONDA/CITY,2171,2172.0,-1.0
2026-08,automoveis,BYD/DOLPHIN,6491,6492.0,-1.0
2026-07,automoveis,VW/NIVUS,4544,4545.0,-1.0
2026-07,automoveis,GWM/HAVAL H6,3942,3943.0,-1.0
2026-07,automoveis,GM/SPIN,1802,1803.0,-1.0
2026-07,automoveis,FIAT/PULSE,5348,5349.0,-1.0
2026-07,automoveis,CAOA CHANGAN/UNIT-T,1002,1003.0,-1.0
2006-03,automoveis,M.BENZ/CLASSE C,30,31.0,-1.0
2026-06,comerciais_leves,RAM/RAMPAGE,1857,1858.0,-1.0
2026-06,comerciais_leves,FORD/RANGER,3529,3530.0,-1.0
2026-06,comerciais_leves,FORD/MAVERICK,437,438.0,-1.0
2015-08,comerciais_leves,FORD/RANGER,1762,1763.0,-1.0
2026-08,comerciais_leves,MITSUBISHI/TRITON,1525,1526.0,-1.0
2015-05,automoveis,NISSAN/LIVINA,250,251.0,-1.0
2026-06,automoveis,VW/VIRTUS,2930,2931.0,-1.0
2015-07,automoveis,TOYOTA/COROLLA,5809,5810.0,-1.0
2026-05,automoveis,FIAT/ARGO,7990,7991.0,-1.0
2015-04,automoveis,VW/VOYAGE,4117,4118.0,-1.0
2015-04,automoveis,VW/UP,4909,4910.0,-1.0
2015-04,automoveis,VW/FOX/CROSS FOX,6922,6923.0,-1.0
2015-04,automoveis,GM/PRISMA,6259,6260.0,-1.0
2008-04,automoveis,M.BENZ/CLASSE C,163,162.0,1.0
2026-06,comerciais_leves,FIAT/TITANO,466,467.0,-1.0
2015-08,automoveis,VW/GOL,7233,7234.0,-1.0
2015-08,automoveis,TOYOTA/ETIOS SEDAN,2537,2538.0,-1.0
2015-08,automoveis,RENAULT/LOGAN,2647,2648.0,-1.0
2015-08,automoveis,LAND ROVER/RANGE ROVER,88,87.0,1.0
2015-08,automoveis,HONDA/FIT,2794,2795.0,-1.0
2015-08,automoveis,FORD/KA SEDAN,4132,4133.0,-1.0
2015-08,automoveis,FIAT/DOBLO,722,723.0,-1.0
2015-07,comerciais_leves,VW/SAVEIRO,5363,5364.0,-1.0
2015-07,comerciais_leves,MITSUBISHI/L200,1076,1077.0,-1.0
2015-07,automoveis,VW/GOL,7291,7292.0,-1.0
2026-08,automoveis,BYD/SONG,6833,6834.0,-1.0
2026-08,comerciais_leves,FIAT/DUCATO,308,307.0,1.0
2026-08,automoveis,VW/TERA,10164,10165.0,-1.0
2026-08,automoveis,VW/NIVUS,3727,3728.0,-1.0
2026-08,automoveis,RENAULT/KWID,4381,4382.0,-1.0
2026-08,automoveis,OMODA JAECOO/OMODA 5,2551,2552.0,-1.0
2026-08,automoveis,HYUNDAI/CRETA,5879,5880.0,-1.0
2026-08,automoveis,GM/ONIX,9312,9313.0,-1.0
2026-08,automoveis,GEELY/EX2,5897,5898.0,-1.0
2026-08,automoveis,FORD/TERRITORY,817,818.0,-1.0
2026-08,automoveis,FIAT/FASTBACK,4848,4849.0,-1.0
2026-08,comerciais_leves,FORD/RANGER,3401,3402.0,-1.0
2016-09,automoveis,VW/UP,3002,3003.0,-1.0
2016-09,automoveis,NISSAN/MARCH,1819,1820.0,-1.0
2016-09,automoveis,HYUNDAI/HB20,10262,10263.0,-1.0
2016-09,automoveis,HONDA/HR-V,4905,4906.0,-1.0
2016-09,automoveis,CITROEN/C4L,258,259.0,-1.0
2016-09,automoveis,CITROEN/C3,1020,1021.0,-1.0
2016-09,automoveis,AUDI/Q3,404,405.0,-1.0
2016-08,comerciais_leves,FIAT/STRADA,5923,5924.0,-1.0
2016-08,automoveis,VW/UP,3406,3407.0,-1.0
2016-08,automoveis,NISSAN/KICKS,589,590.0,-1.0
2016-01,comerciais_leves,FIAT/FIORINO,1300,1301.0,-1.0
2016-08,automoveis,GM/ONIX,11590,11591.0,-1.0
2016-07,comerciais_leves,RENAULT/OROCH,1171,1172.0,-1.0
2016-07,automoveis,TOYOTA/ETIOS SEDAN,2927,2928.0,-1.0
2016-07,automoveis,TOYOTA/ETIOS HB,3290,3291.0,-1.0
2016-07,automoveis,RENAULT/SANDERO,6012,6013.0,-1.0
2016-07,automoveis,RENAULT/LOGAN,1562,1563.0,-1.0
2016-07,automoveis,GM/CAMARO,75,76.0,-1.0
2016-06,comerciais_leves,GM/MONTANA,1351,1352.0,-1.0
2016-06,automoveis,VW/FOX/CROSS FOX,3818,3819.0,-1.0
2016-06,automoveis,TOYOTA/COROLLA,5427,5428.0,-1.0
2016-08,automoveis,HYUNDAI/HB20,9696,9697.0,-1.0
2016-12,automoveis,VW/JETTA,837,838.0,-1.0
2016-12,automoveis,VW/GOL,5181,5182.0,-1.0
2016-12,automoveis,NISSAN/MARCH,1416,1417.0,-1.0
2016-12,automoveis,HYUNDAI/SANTAFE,127,128.0,-1.0
2016-12,automoveis,HONDA/CIVIC,2533,2534.0,-1.0
2016-12,automoveis,HONDA/CITY,1104,1105.0,-1.0
2016-12,automoveis,BMW/320,216,217.0,-1.0
2016-11,automoveis,NISSAN/KICKS,1445,1446.0,-1.0
2016-11,automoveis,LAND ROVER/RANGE ROVER,56,57.0,-1.0
2016-11,automoveis,HYUNDAI/TUCSON,283,282.0,1.0
2016-09,comerciais_leves,FIAT/STRADA,6008,6009.0,-1.0
2016-11,automoveis,GM/PRISMA,5312,5313.0,-1.0
2016-11,automoveis,GM/ONIX,14086,14087.0,-1.0
2016-11,automoveis,FIAT/MOBI,3371,3372.0,-1.0
2016-11,automoveis,AUDI/TT,32,33.0,-1.0
2016-10,comerciais_leves,PEUGEOT/PARTNER,38,39.0,-1.0
2016-10,automoveis,NISSAN/VERSA,2017,2018.0,-1.0
2016-10,automoveis,GM/CAMARO,33,32.0,1.0
2016-10,automoveis,FORD/FOCUS SEDAN,633,634.0,-1.0
2016-10,automoveis,FIAT/SIENA,2172,2173.0,-1.0
2016-10,automoveis,AUDI/A5,60,59.0,1.0
2016-11,automoveis,HYUNDAI/HB20,11349,11350.0,-1.0
2016-04,automoveis,GM/ONIX,12191,12192.0,-1.0
2016-04,automoveis,FORD/KA,7223,7224.0,-1.0
2016-03,comerciais_leves,MITSUBISHI/L200,612,613.0,-1.0
2016-03,comerciais_leves,GM/S10,1180,1179.0,1.0
2016-03,automoveis,TOYOTA/ETIOS SEDAN,1776,1777.0,-1.0
2016-03,automoveis,TOYOTA/COROLLA,4996,4997.0,-1.0
2016-03,automoveis,NISSAN/MARCH,1364,1365.0,-1.0
2016-03,automoveis,HYUNDAI/HB20,7849,7850.0,-1.0
2016-03,automoveis,GM/PRISMA,4407,4408.0,-1.0
2016-03,automoveis,GM/ONIX,10325,10326.0,-1.0
2016-06,automoveis,PEUGEOT/2008,815,814.0,1.0
2016-02,automoveis,RENAULT/SANDERO,3002,3003.0,-1.0
2016-02,automoveis,NISSAN/SENTRA,594,595.0,-1.0
2016-02,automoveis,MITSUBISHI/ASX,411,412.0,-1.0
2016-02,automoveis,JEEP/RENEGADE,4990,4991.0,-1.0
2016-02,automoveis,JAGUAR/XE,36,37.0,-1.0
2016-02,automoveis,FIAT/UNO,3332,3333.0,-1.0
2016-02,automoveis,FIAT/PALIO,8011,8012.0,-1.0
2016-02,automoveis,FIAT/IDEA,405,406.0,-1.0
2016-02,automoveis,CITROEN/C4 PICASSO,41,42.0,-1.0
2016-01,comerciais_leves,RENAULT/OROCH,1491,1492.0,-1.0
2016-02,automoveis,VW/GOL,3941,3942.0,-1.0
2016-06,automoveis,NISSAN/SENTRA,364,365.0,-1.0
2016-06,automoveis,LAND ROVER/EVOQUE,191,192.0,-1.0
2016-06,automoveis,GM/CRUZE HB,314,315.0,-1.0
2016-06,automoveis,GM/CAPTIVA,150,151.0,-1.0
2016-06,automoveis,FORD/FUSION,326,327.0,-1.0
2016-06,automoveis,FIAT/SIENA,2882,2883.0,-1.0
2016-06,automoveis,CITROEN/C3,1006,1005.0,1.0
2016-05,comerciais_leves,NISSAN/FRONTIER,302,301.0,1.0
2016-05,automoveis,VW/GOLF,389,390.0,-1.0
2016-05,automoveis,TOYOTA/HILUX SW4,946,947.0,-1.0
2016-04,automoveis,HYUNDAI/HB20S,3935,3936.0,-1.0
