mes,segmento,nome_completo_fonte,unidades_mes_anterior,mes_anterior_observado,diferenca
2023-01,automoveis,PEUGEOT/208,1786,1787.0,-1.0
2021-11,automoveis,TOYOTA/COROLLA,3013,3014.0,-1.0
2021-11,automoveis,MITSUBISHI/ECLIPSE CROSS,154,155.0,-1.0
2021-11,automoveis,JEEP/RENEGADE,6722,6723.0,-1.0
2021-10,automoveis,FIAT/CRONOS,2301,2302.0,-1.0
2021-10,automoveis,FIAT/MOBI,4573,4574.0,-1.0
2023-04,automoveis,TOYOTA/COROLLA,3864,3865.0,-1.0
2023-01,automoveis,JEEP/COMPASS,6091,6092.0,-1.0
2021-09,comerciais_leves,FIAT/STRADA,9110,9111.0,-1.0
2023-04,automoveis,HONDA/CITY,1248,1249.0,-1.0
2023-03,automoveis,TOYOTA/COROLLA CROSS,3334,3335.0,-1.0
2021-10,automoveis,VW/T CROSS,5732,5733.0,-1.0
2021-10,automoveis,VW/NIVUS,3355,3356.0,-1.0
2021-09,comerciais_leves,FIAT/TORO,6684,6685.0,-1.0
2023-03,comerciais_leves,FIAT/SCUDO,225,224.0,1.0
2021-10,automoveis,TOYOTA/COROLLA CROSS,3049,3050.0,-1.0
2021-09,automoveis,RENAULT/CAPTUR,575,576.0,-1.0
2023-05,automoveis,JEEP/COMMANDER,1834,1835.0,-1.0
2021-10,automoveis,TOYOTA/COROLLA,2279,2280.0,-1.0
2023-04,automoveis,GM/ONIX,8282,8283.0,-1.0
2023-05,automoveis,JEEP/COMPASS,4897,4898.0,-1.0
2023-05,automoveis,RENAULT/KWID,4151,4152.0,-1.0
2023-03,comerciais_leves,RENAULT/MASTER,481,482.0,-1.0
2021-12,automoveis,FIAT/PULSE,2227,2228.0,-1.0
2021-10,automoveis,JEEP/COMPASS,6822,6823.0,-1.0
2023-04,automoveis,GM/ONIX PLUS,7103,7104.0,-1.0
2023-06,automoveis,GM/BOLT,11,12.0,-1.0
2023-06,automoveis,FIAT/CRONOS,2949,2950.0,-1.0
2023-03,automoveis,FIAT/PULSE,2760,2761.0,-1.0
2021-10,comerciais_leves,FORD/RANGER,1349,1350.0,-1.0
2021-10,comerciais_leves,FIAT/TORO,6851,6852.0,-1.0
2023-03,automoveis,GM/ONIX PLUS,5124,5125.0,-1.0
2023-03,automoveis,JEEP/COMPASS,4429,4430.0,-1.0
2023-04,automoveis,JEEP/COMPASS,6987,6988.0,-1.0
2023-05,automoveis,TOYOTA/HILUX SW4,1112,1113.0,-1.0
2023-03,automoveis,KIA/CARNIVAL,6,5.0,1.0
2021-09,automoveis,VW/NIVUS,3625,3626.0,-1.0
2021-09,automoveis,VW/POLO,936,937.0,-1.0
2023-06,automoveis,BYD/SONG PLUS,321,322.0,-1.0
2023-03,automoveis,PEUGEOT/208,1162,1163.0,-1.0
2021-09,comerciais_leves,FIAT/DUCATO,229,228.0,1.0
2021-10,automoveis,HYUNDAI/CRETA,4549,4550.0,-1.0
2023-03,automoveis,TOYOTA/CAMRY,3,2.0,1.0
2021-10,automoveis,VW/VIRTUS,1240,1241.0,-1.0
2023-04,automoveis,HONDA/HR-V,4062,4063.0,-1.0
2022-06,automoveis,HYUNDAI/HB20,9633,9634.0,-1.0
2022-06,automoveis,RENAULT/KWID,2756,2757.0,-1.0
2022-03,automoveis,LAND ROVER/RANGE ROVER,100,99.0,1.0
2022-03,automoveis,LAND ROVER/EVOQUE,69,68.0,1.0
2022-06,automoveis,VW/T CROSS,6405,6406.0,-1.0
2022-06,comerciais_leves,GM/S10,2714,2715.0,-1.0
2022-03,automoveis,HONDA/WR-V,80,79.0,1.0
2022-06,comerciais_leves,RENAULT/MASTER,1171,1170.0,1.0
2022-06,comerciais_leves,TOYOTA/HILUX,4144,4145.0,-1.0
2022-06,comerciais_leves,VW/AMAROK,48,47.0,1.0
2022-10,automoveis,TOYOTA/COROLLA CROSS,2860,2861.0,-1.0
2022-07,automoveis,CAOA CHERY/TIGGO 8,909,910.0,-1.0
2022-07,automoveis,HONDA/CITY,2430,2431.0,-1.0
2022-07,automoveis,JEEP/RENEGADE,4122,4123.0,-1.0
2022-07,automoveis,RENAULT/KWID,5042,5043.0,-1.0
2022-07,automoveis,RENAULT/ZOE,128,129.0,-1.0
2022-07,automoveis,VW/GOL,9434,9435.0,-1.0
2022-07,comerciais_leves,FIAT/TORO,4480,4481.0,-1.0
2022-07,comerciais_leves,GM/S10,2964,2965.0,-1.0
2022-03,automoveis,GM/CRUZE HB,54,53.0,1.0
2022-08,automoveis,FIAT/PULSE,5299,5300.0,-1.0
2022-03,automoveis,FIAT/500E,89,88.0,1.0
2022-03,automoveis,HONDA/ACCORD,4,5.0,-1.0
2022-04,automoveis,FIAT/CRONOS,784,785.0,-1.0
2022-04,automoveis,FORD/MUSTANG,17,18.0,-1.0
2022-04,automoveis,GM/ONIX,5420,5421.0,-1.0
2022-04,automoveis,GM/TRACKER,4747,4748.0,-1.0
2022-04,automoveis,HYUNDAI/CRETA,4237,4238.0,-1.0
2022-04,automoveis,NISSAN/KICKS,2568,2569.0,-1.0
2022-03,comerciais_leves,IVECO/DAILY 35-150,192,191.0,1.0
2022-04,automoveis,TOYOTA/YARIS HB,2084,2085.0,-1.0
2022-04,automoveis,TOYOTA/YARIS SEDAN,1220,1221.0,-1.0
2022-04,automoveis,VW/NIVUS,3153,3154.0,-1.0
2022-04,automoveis,VW/T CROSS,6548,6549.0,-1.0
2022-06,automoveis,HYUNDAI/CRETA,6410,6411.0,-1.0
2022-04,comerciais_leves,MITSUBISHI/L200,1094,1095.0,-1.0
2022-04,comerciais_leves,PEUGEOT/EXPERT,308,309.0,-1.0
2022-05,automoveis,GM/TRACKER,4409,4410.0,-1.0
2022-05,automoveis,RENAULT/DUSTER,1404,1405.0,-1.0
2022-03,comerciais_leves,EFFA/V22,13,12.0,1.0
2022-05,automoveis,TOYOTA/HILUX SW4,1148,1149.0,-1.0
2022-03,automoveis,VW/VOYAGE,188,187.0,1.0
2022-05,comerciais_leves,FIAT/STRADA,7982,7983.0,-1.0
2022-03,automoveis,VW/FUSCA,3,2.0,1.0
2022-05,comerciais_leves,RAM/2500,83,84.0,-1.0
2022-03,automoveis,PORSCHE/911,24,23.0,1.0
2022-04,comerciais_leves,FIAT/STRADA,7566,7567.0,-1.0
2022-01,automoveis,HONDA/HR-V,3695,3696.0,-1.0
2022-01,automoveis,GM/ONIX,11528,11529.0,-1.0
2022-11,automoveis,BMW/320I,453,454.0,-1.0
2022-01,automoveis,FIAT/PULSE,4431,4432.0,-1.0
2022-01,automoveis,FIAT/MOBI,2743,2744.0,-1.0
2022-11,automoveis,FORD/MUSTANG,29,30.0,-1.0
2022-11,automoveis,MITSUBISHI/ECLIPSE CROSS,263,264.0,-1.0
2022-11,automoveis,NISSAN/KICKS,2603,2604.0,-1.0
2022-11,automoveis,TOYOTA/HILUX SW4,868,869.0,-1.0
2021-12,comerciais_leves,FIAT/STRADA,8533,8534.0,-1.0
2022-08,automoveis,GM/ONIX,8836,8837.0,-1.0
2022-11,comerciais_leves,FIAT/STRADA,8045,8046.0,-1.0
2022-11,comerciais_leves,RAM/3500,266,267.0,-1.0
2021-12,automoveis,TOYOTA/COROLLA,3504,3505.0,-1.0
2022-12,automoveis,AUDI/A5,26,25.0,1.0
2022-12,automoveis,BMW/X3,41,40.0,1.0
2022-12,automoveis,CAOA CHERY/TIGGO 5X,1176,1177.0,-1.0
2022-12,automoveis,FIAT/FASTBACK,3189,3190.0,-1.0
2021-12,automoveis,NISSAN/KICKS,3555,3556.0,-1.0
2022-12,automoveis,GM/SPIN,1904,1903.0,1.0
2021-12,automoveis,JEEP/COMPASS,5286,5287.0,-1.0
2022-12,automoveis,TOYOTA/YARIS HB,2364,2365.0,-1.0
2022-11,automoveis,VW/T CROSS,5589,5590.0,-1.0
2022-08,comerciais_leves,FIAT/STRADA,10897,10896.0,1.0
2022-08,comerciais_leves,TOYOTA/HILUX,4121,4122.0,-1.0
2022-03,automoveis,BMW/X5,124,123.0,1.0
2022-09,automoveis,CAOA CHERY/TIGGO 8,1189,1188.0,1.0
2022-03,automoveis,BMW/M340I,9,8.0,1.0
2022-02,automoveis,TOYOTA/YARIS SEDAN,592,593.0,-1.0
2022-09,automoveis,GM/CRUZE SEDAN,888,889.0,-1.0
2022-02,automoveis,JEEP/RENEGADE,4998,4999.0,-1.0
2022-02,automoveis,GM/TRACKER,2375,2376.0,-1.0
2022-09,automoveis,MITSUBISHI/ECLIPSE CROSS,399,400.0,-1.0
2022-02,automoveis,FIAT/MOBI,2527,2528.0,-1.0
2022-10,comerciais_leves,GM/S10,2407,2408.0,-1.0
2022-01,automoveis,TOYOTA/HILUX SW4,1567,1568.0,-1.0
2022-09,automoveis,TOYOTA/COROLLA CROSS,3249,3250.0,-1.0
2022-01,automoveis,RENAULT/LOGAN,873,874.0,-1.0
2022-09,automoveis,TOYOTA/HILUX SW4,1220,1221.0,-1.0
2022-09,automoveis,VOLVO/XC40,98,99.0,-1.0
2022-09,comerciais_leves,FIAT/FIORINO,1896,1897.0,-1.0
2022-10,automoveis,GM/ONIX,8077,8078.0,-1.0
2022-01,automoveis,NISSAN/VERSA,1263,1264.0,-1.0
2022-10,automoveis,VW/GOL,5772,5773.0,-1.0
2022-01,automoveis,JEEP/RENEGADE,4292,4293.0,-1.0
2022-10,comerciais_leves,FORD/RANGER,1327,1328.0,-1.0
2022-02,automoveis,FIAT/CRONOS,1731,1732.0,-1.0
2025-11,comerciais_leves,GM/S10,3311,3312.0,-1.0
2025-11,automoveis,OMODA JAECOO/JAECOO 7,676,677.0,-1.0
2025-11,automoveis,JEEP/COMMANDER,2161,2162.0,-1.0
2025-11,automoveis,GWM/HAVAL H6,3374,3375.0,-1.0
2025-11,automoveis,FIAT/FASTBACK,5665,5666.0,-1.0
2025-11,automoveis,CAOA CHERY/TIGGO 5X,1993,1994.0,-1.0
2025-11,automoveis,BYD/KING,1290,1291.0,-1.0
2025-11,automoveis,BYD/DOLPHIN,1730,1731.0,-1.0
2025-10,comerciais_leves,RENAULT/MASTER,1349,1350.0,-1.0
2021-09,automoveis,JEEP/RENEGADE,6709,6710.0,-1.0
2025-10,automoveis,VOLVO/XC60,377,378.0,-1.0
2025-10,automoveis,RENAULT/KARDIAN,2013,2014.0,-1.0
2025-10,automoveis,JEEP/RENEGADE,4546,4547.0,-1.0
2025-10,automoveis,GWM/ORA 03,428,429.0,-1.0
2025-10,automoveis,GWM/HAVAL H6,2885,2886.0,-1.0
2025-10,automoveis,GM/TRACKER,5656,5657.0,-1.0
2025-10,automoveis,GM/ONIX,7038,7039.0,-1.0
2025-10,automoveis,FIAT/PULSE,3755,3756.0,-1.0
2025-10,automoveis,FIAT/ARGO,9483,9484.0,-1.0
2025-10,automoveis,CAOA CHERY/TIGGO 8,2136,2137.0,-1.0
2025-10,comerciais_leves,FIAT/TORO,5173,5174.0,-1.0
2026-01,comerciais_leves,FIAT/TORO,6274,6275.0,-1.0
2026-01,automoveis,VW/VIRTUS,2424,2425.0,-1.0
2026-01,automoveis,VW/POLO,10433,10434.0,-1.0
2026-01,automoveis,TOYOTA/COROLLA,2271,2272.0,-1.0
2026-01,automoveis,RENAULT/KARDIAN,1160,1161.0,-1.0
2026-01,automoveis,OMODA JAECOO/JAECOO 7,996,997.0,-1.0
2026-01,automoveis,FIAT/PULSE,4113,4114.0,-1.0
2026-01,automoveis,CAOA CHERY/TIGGO 7,4943,4944.0,-1.0
2026-01,automoveis,BYD/SEAL,349,350.0,-1.0
2025-11,comerciais_leves,TOYOTA/HILUX,5203,5204.0,-1.0
2025-12,comerciais_leves,MITSUBISHI/TRITON,1044,1045.0,-1.0
2025-12,comerciais_leves,FIAT/STRADA,13018,13019.0,-1.0
2025-12,automoveis,VW/VIRTUS,3284,3285.0,-1.0
2025-12,automoveis,JEEP/COMMANDER,1829,1830.0,-1.0
2025-12,automoveis,GWM/HAVAL H6,3214,3215.0,-1.0
2025-12,automoveis,FIAT/CRONOS,2374,2375.0,-1.0
2025-12,automoveis,CAOA CHERY/TIGGO 7,4059,4060.0,-1.0
2025-12,automoveis,BYD/YUAN,454,455.0,-1.0
2025-12,automoveis,BYD/KING,856,857.0,-1.0
2025-12,automoveis,BYD/DOLPHIN,801,802.0,-1.0
2025-12,comerciais_leves,RAM/RAMPAGE,2422,2423.0,-1.0
2025-08,automoveis,JEEP/COMPASS,4934,4935.0,-1.0
2025-08,automoveis,HONDA/HR-V,4085,4086.0,-1.0
2025-08,automoveis,FIAT/PULSE,4835,4836.0,-1.0
2025-08,automoveis,FIAT/FASTBACK,6206,6207.0,-1.0
2025-08,automoveis,BYD/SONG,3163,3164.0,-1.0
2025-08,automoveis,BYD/KING,963,964.0,-1.0
2025-08,automoveis,BYD/DOLPHIN,1304,1305.0,-1.0
2025-07,comerciais_leves,NISSAN/FRONTIER,312,313.0,-1.0
2025-07,automoveis,TOYOTA/COROLLA CROSS,5334,5335.0,-1.0
2025-10,automoveis,BYD/SONG,3245,3246.0,-1.0
2025-07,automoveis,FIAT/FASTBACK,4929,4930.0,-1.0
2025-07,automoveis,BYD/SEAL,321,322.0,-1.0
2025-02,comerciais_leves,VW/AMAROK,683,684.0,-1.0
2025-02,comerciais_leves,RENAULT/MASTER,1175,1176.0,-1.0
2025-02,comerciais_leves,FIAT/TORO,3449,3450.0,-1.0
2025-02,comerciais_leves,FIAT/STRADA,8776,8777.0,-1.0
2025-02,automoveis,VW/TAOS,1612,1613.0,-1.0
2025-02,automoveis,VW/T CROSS,5311,5312.0,-1.0
2025-02,automoveis,PEUGEOT/208,724,725.0,-1.0
2025-02,automoveis,HYUNDAI/TUCSON,132,133.0,-1.0
2025-07,automoveis,NISSAN/KICKS,3393,3394.0,-1.0
2025-09,automoveis,VW/TERA,4156,4157.0,-1.0
2025-09,automoveis,VW/POLO,12907,12908.0,-1.0
2025-09,automoveis,TOYOTA/COROLLA CROSS,7736,7737.0,-1.0
2025-09,automoveis,M.BENZ/CLASSE C,132,131.0,1.0
2025-09,automoveis,JEEP/COMPASS,4716,4717.0,-1.0
2025-09,automoveis,HYUNDAI/HB20,7589,7590.0,-1.0
2025-09,automoveis,HYUNDAI/CRETA,6648,6649.0,-1.0
2025-09,automoveis,HONDA/HR-V,4027,4028.0,-1.0
2025-09,automoveis,GWM/HAVAL H6,3101,3102.0,-1.0
2025-09,automoveis,FIAT/FASTBACK,5039,5040.0,-1.0
2025-08,automoveis,JEEP/RENEGADE,3710,3711.0,-1.0
2025-09,automoveis,BYD/YUAN,772,773.0,-1.0
2025-09,automoveis,BYD/DOLPHIN MINI,3299,3300.0,-1.0
2025-08,comerciais_leves,TOYOTA/HILUX,5369,5370.0,-1.0
2025-08,comerciais_leves,RENAULT/MASTER,1508,1509.0,-1.0
2025-08,comerciais_leves,RAM/RAMPAGE,1975,1976.0,-1.0
2025-08,comerciais_leves,GM/S10,2648,2649.0,-1.0
2025-08,comerciais_leves,FORD/TRANSIT,308,307.0,1.0
2025-08,automoveis,VW/NIVUS,5776,5777.0,-1.0
2025-08,automoveis,TOYOTA/COROLLA GR,11,12.0,-1.0
2025-08,automoveis,NISSAN/VERSA,929,930.0,-1.0
2025-09,automoveis,FIAT/ARGO,10096,10097.0,-1.0
2026-04,automoveis,VW/TERA,7976,7977.0,-1.0
2026-04,automoveis,TOYOTA/YARIS CROSS,3863,3864.0,-1.0
2015-07,automoveis,MITSUBISHI/PAJERO,451,452.0,-1.0
2015-07,automoveis,FORD/NEW FIESTA,859,860.0,-1.0
2015-07,automoveis,FORD/FOCUS SEDAN,852,853.0,-1.0
2015-07,automoveis,FORD/EDGE,110,111.0,-1.0
2015-07,automoveis,FIAT/PALIO,10581,10582.0,-1.0
2015-06,comerciais_leves,RENAULT/MASTER,654,655.0,-1.0
2015-06,comerciais_leves,GM/S10,4148,4149.0,-1.0
2026-01,comerciais_leves,MITSUBISHI/TRITON,1221,1222.0,-1.0
2015-06,comerciais_leves,FORD/RANGER,1586,1587.0,-1.0
2015-06,automoveis,VW/SPACE FOX,578,579.0,-1.0
2015-06,automoveis,VW/GOL,7987,7988.0,-1.0
2015-06,automoveis,RENAULT/SANDERO,6620,6621.0,-1.0
2015-06,automoveis,RENAULT/DUSTER,2515,2516.0,-1.0
2015-06,automoveis,HYUNDAI/HB20S,4483,4484.0,-1.0
2015-06,automoveis,HONDA/FIT,2662,2663.0,-1.0
2015-06,automoveis,GM/SPIN,2265,2266.0,-1.0
2015-06,automoveis,FORD/KA SEDAN,3359,3360.0,-1.0
2015-06,automoveis,FORD/KA,8347,8348.0,-1.0
2015-06,comerciais_leves,GM/MONTANA,1869,1870.0,-1.0
2026-06,automoveis,TOYOTA/YARIS CROSS,3640,3641.0,-1.0
2026-06,automoveis,TOYOTA/COROLLA CROSS,3494,3495.0,-1.0
2026-06,automoveis,JEEP/COMPASS,4583,4584.0,-1.0
2026-06,automoveis,GWM/TANK 300,364,365.0,-1.0
2026-06,automoveis,GWM/ORA 03,489,490.0,-1.0
2026-06,automoveis,GWM/HAVAL H6,4327,4328.0,-1.0
2026-06,automoveis,FIAT/PULSE,4762,4763.0,-1.0
2026-06,automoveis,FIAT/MOBI,5727,5728.0,-1.0
2026-06,automoveis,FIAT/FASTBACK,4120,4121.0,-1.0
2026-06,automoveis,FIAT/ARGO,8273,8274.0,-1.0
2026-05,automoveis,BMW/320I,276,277.0,-1.0
2026-06,automoveis,BYD/DOLPHIN MINI,7576,7577.0,-1.0
2026-06,automoveis,BYD/DOLPHIN,4962,4963.0,-1.0
2026-05,comerciais_leves,VW/SAVEIRO,6456,6457.0,-1.0
2026-05,automoveis,VW/POLO,8366,8367.0,-1.0
2026-05,automoveis,TOYOTA/COROLLA CROSS,3175,3176.0,-1.0
2026-05,automoveis,NISSAN/VERSA,552,553.0,-1.0
2026-05,automoveis,JEEP/RENEGADE,3143,3144.0,-1.0
2026-05,automoveis,JEEP/COMMANDER,1159,1160.0,-1.0
2026-05,automoveis,GM/SPARK,1046,1047.0,-1.0
2026-05,automoveis,BYD/DOLPHIN,3021,3022.0,-1.0
2026-06,automoveis,BYD/KING,1895,1896.0,-1.0
2026-03,automoveis,RENAULT/KWID,5193,5194.0,-1.0
2026-03,automoveis,OMODA JAECOO/OMODA 5,1178,1179.0,-1.0
2026-03,automoveis,OMODA JAECOO/JAECOO 7,457,458.0,-1.0
2026-03,automoveis,JEEP/COMPASS,4168,4169.0,-1.0
2026-03,automoveis,JEEP/COMMANDER,1370,1371.0,-1.0
2026-03,automoveis,HYUNDAI/CRETA,5044,5045.0,-1.0
2026-03,automoveis,BYD/SEAL,125,126.0,-1.0
2026-03,automoveis,BYD/DOLPHIN MINI,4873,4874.0,-1.0
2026-02,comerciais_leves,RENAULT/MASTER,966,967.0,-1.0
2015-06,automoveis,FORD/FOCUS,1199,1200.0,-1.0
2026-02,automoveis,TOYOTA/HILUX SW4,1230,1231.0,-1.0
2026-02,automoveis,LEAPMOTOR/C10,441,442.0,-1.0
2026-02,automoveis,HYUNDAI/HB20,4064,4065.0,-1.0
2026-02,automoveis,HYUNDAI/CRETA,4428,4429.0,-1.0
2026-02,automoveis,HONDA/WR-V,1811,1812.0,-1.0
2026-02,automoveis,GWM/HAVAL H6,2627,2628.0,-1.0
2026-02,automoveis,GM/ONIX,4947,4948.0,-1.0
2026-02,automoveis,BYD/DOLPHIN MINI,2839,2840.0,-1.0
2026-02,automoveis,BYD/DOLPHIN,1510,1511.0,-1.0
2026-01,comerciais_leves,TOYOTA/HILUX,4318,4319.0,-1.0
2026-02,comerciais_leves,FORD/RANGER,2344,2345.0,-1.0
2015-06,automoveis,FORD/FIESTA,3908,3909.0,-1.0
2015-06,automoveis,BMW/X5,68,69.0,-1.0
2015-05,comerciais_leves,RENAULT/MASTER,1060,1059.0,1.0
2015-05,automoveis,LAND ROVER/EVOQUE,417,418.0,-1.0
2015-05,automoveis,HONDA/FIT,3427,3428.0,-1.0
2015-05,automoveis,GM/CRUZE SEDAN,1155,1156.0,-1.0
2015-05,automoveis,GM/CELTA,3345,3346.0,-1.0
2015-05,automoveis,FORD/FOCUS SEDAN,784,785.0,-1.0
2015-05,automoveis,FORD/FOCUS,1198,1199.0,-1.0
2015-04,comerciais_leves,VW/SAVEIRO,6327,6328.0,-1.0
2026-03,automoveis,TOYOTA/COROLLA,2148,2149.0,-1.0
2026-04,automoveis,HYUNDAI/CRETA,6673,6674.0,-1.0
2026-04,automoveis,FIAT/PULSE,5166,5167.0,-1.0
2026-04,automoveis,CAOA CHERY/TIGGO 5X,5006,5007.0,-1.0
2026-04,automoveis,BYD/SONG,5053,5054.0,-1.0
2026-04,automoveis,BYD/KING,1273,1274.0,-1.0
2026-04,automoveis,BYD/DOLPHIN MINI,7052,7053.0,-1.0
2026-03,comerciais_leves,RAM/RAMPAGE,1888,1889.0,-1.0
2026-03,comerciais_leves,MITSUBISHI/TRITON,709,710.0,-1.0
2026-03,comerciais_leves,FORD/RANGER,2047,2048.0,-1.0
2026-03,comerciais_leves,FIAT/STRADA,11190,11191.0,-1.0
2026-04,automoveis,LEAPMOTOR/C10,471,472.0,-1.0
2024-03,automoveis,VW/T CROSS,4038,4039.0,-1.0
2024-03,automoveis,VW/POLO,8062,8063.0,-1.0
2024-03,automoveis,TOYOTA/COROLLA CROSS,2877,2878.0,-1.0
2024-03,automoveis,HONDA/HR-V,3220,3221.0,-1.0
2024-03,automoveis,GM/SPIN,754,755.0,-1.0
2024-03,automoveis,FIAT/FASTBACK,3593,3594.0,-1.0
2024-03,automoveis,FIAT/CRONOS,1656,1657.0,-1.0
2024-03,automoveis,BYD/YUAN PLUS,225,226.0,-1.0
2024-03,automoveis,BYD/SONG PLUS,1900,1901.0,-1.0
2025-02,automoveis,GM/TRACKER,5413,5414.0,-1.0
2024-03,automoveis,AUDI/Q5,144,145.0,-1.0
2024-02,automoveis,JEEP/COMPASS,3591,3592.0,-1.0
2024-02,automoveis,HONDA/HR-V,2830,2831.0,-1.0
2024-02,automoveis,BYD/SEAL,611,612.0,-1.0
2024-02,automoveis,BYD/DOLPHIN,1819,1820.0,-1.0
2024-01,automoveis,VW/POLO,17998,17999.0,-1.0
2024-01,automoveis,TOYOTA/HILUX SW4,1921,1922.0,-1.0
2024-01,automoveis,TOYOTA/COROLLA CROSS,4388,4389.0,-1.0
2023-12,comerciais_leves,VW/SAVEIRO,3094,3095.0,-1.0
2023-12,comerciais_leves,GM/S10,1372,1373.0,-1.0
2024-03,automoveis,BYD/SEAL,454,455.0,-1.0
2024-06,automoveis,HYUNDAI/HB20,6690,6691.0,-1.0
2024-06,automoveis,GM/TRACKER,4612,4613.0,-1.0
2024-06,automoveis,GM/ONIX,7900,7901.0,-1.0
2024-06,automoveis,CAOA CHERY/TIGGO 5X,2445,2446.0,-1.0
2024-06,automoveis,BYD/DOLPHIN MINI,2103,2104.0,-1.0
2024-06,automoveis,BMW/X1,438,439.0,-1.0
2024-05,automoveis,JEEP/COMPASS,3913,3914.0,-1.0
2024-05,automoveis,HONDA/ZR-V,543,544.0,-1.0
2024-05,automoveis,GM/ONIX,9086,9087.0,-1.0
2024-05,automoveis,CITROEN/C3,1536,1537.0,-1.0
2024-03,comerciais_leves,FIAT/TORO,3043,3044.0,-1.0
2024-04,automoveis,VW/VIRTUS,3016,3017.0,-1.0
2024-04,automoveis,NISSAN/VERSA,1160,1161.0,-1.0
2024-04,automoveis,NISSAN/KICKS,5033,5034.0,-1.0
2024-04,automoveis,BYD/DOLPHIN MINI,2468,2469.0,-1.0
2024-04,automoveis,BYD/DOLPHIN,1706,1707.0,-1.0
2024-04,automoveis,BMW/X1,501,502.0,-1.0
2024-03,comerciais_leves,RAM/RAMPAGE,2100,2101.0,-1.0
2024-03,comerciais_leves,GM/S10,2019,2020.0,-1.0
2024-03,comerciais_leves,FORD/TRANSIT,163,162.0,1.0
2024-03,comerciais_leves,FORD/RANGER,1884,1885.0,-1.0
2024-05,automoveis,BYD/SEAL,282,283.0,-1.0
2023-11,automoveis,TOYOTA/HILUX SW4,1547,1548.0,-1.0
2023-11,automoveis,PORSCHE/911,133,132.0,1.0
2023-11,automoveis,GM/SPIN,2050,2051.0,-1.0
2023-11,automoveis,FIAT/FASTBACK,3641,3640.0,1.0
2023-11,automoveis,BYD/SONG PLUS,1099,1100.0,-1.0
2023-11,automoveis,AUDI/Q3,141,140.0,1.0
2023-08,comerciais_leves,FIAT/TORO,4131,4132.0,-1.0
2023-08,automoveis,VW/T CROSS,8552,8553.0,-1.0
2023-08,automoveis,VW/POLO,16470,16471.0,-1.0
2023-12,automoveis,VW/POLO,10196,10197.0,-1.0
2023-08,automoveis,NISSAN/VERSA,1085,1086.0,-1.0
2023-08,automoveis,JEEP/COMPASS,4706,4707.0,-1.0
2023-08,automoveis,FIAT/MOBI,8581,8582.0,-1.0
2023-08,automoveis,BYD/DOLPHIN,79,80.0,-1.0
2023-08,automoveis,AUDI/Q3,138,137.0,1.0
2023-07,automoveis,VW/T CROSS,7263,7264.0,-1.0
2023-07,automoveis,JEEP/COMMANDER,1337,1338.0,-1.0
2023-07,automoveis,HONDA/HR-V,4809,4810.0,-1.0
2023-06,comerciais_leves,TOYOTA/HILUX,3985,3986.0,-1.0
2023-06,comerciais_leves,GM/MONTANA,3592,3593.0,-1.0
2023-08,automoveis,VW/NIVUS,6497,6498.0,-1.0
2023-12,automoveis,RENAULT/KWID,5971,5972.0,-1.0
2023-12,automoveis,PEUGEOT/208,2909,2910.0,-1.0
2023-12,automoveis,M.BENZ/CLASSE C,13,12.0,1.0
2023-12,automoveis,KIA/CARNIVAL,2,1.0,1.0
2023-12,automoveis,JEEP/COMPASS,5750,5751.0,-1.0
2023-12,automoveis,HYUNDAI/CRETA,6988,6989.0,-1.0
2023-12,automoveis,HONDA/CITY,886,887.0,-1.0
2023-12,automoveis,GM/PRISMA,0,1.0,-1.0
2023-12,automoveis,GM/CORVETTE,4,5.0,-1.0
2023-12,automoveis,FORD/BRONCO,169,170.0,-1.0
2023-11,automoveis,TOYOTA/YARIS HB,1861,1862.0,-1.0
2023-12,automoveis,FIAT/PALIO,1,2.0,-1.0
2023-12,automoveis,FIAT/FASTBACK,3708,3709.0,-1.0
2023-12,automoveis,FIAT/ARGO,5334,5335.0,-1.0
2023-12,automoveis,CHRYSLER/PACIFICA,2,1.0,1.0
2023-12,automoveis,BYD/SONG PLUS,1522,1523.0,-1.0
2023-12,automoveis,BYD/DOLPHIN,1693,1694.0,-1.0
2023-12,automoveis,BMW/430I,2,1.0,1.0
2023-12,automoveis,AUDI/A4,24,25.0,-1.0
2023-11,comerciais_leves,FORD/TRANSIT,141,140.0,1.0
2023-11,automoveis,VW/TAOS,1864,1865.0,-1.0
2023-12,automoveis,FIAT/UNO,3,4.0,-1.0
2024-12,automoveis,FIAT/MOBI,5656,5657.0,-1.0
2024-12,automoveis,FIAT/FASTBACK,4022,4023.0,-1.0
2024-12,automoveis,BYD/SONG,3256,3257.0,-1.0
2024-12,automoveis,BYD/KING,1074,1075.0,-1.0
2024-12,automoveis,BMW/X1,654,655.0,-1.0
2024-12,automoveis,BMW/530E,29,30.0,-1.0
2024-11,comerciais_leves,TOYOTA/HILUX,4735,4736.0,-1.0
2024-11,comerciais_leves,RENAULT/MASTER,1193,1192.0,1.0
2024-11,comerciais_leves,FIAT/STRADA,14640,14641.0,-1.0
2024-06,automoveis,NISSAN/KICKS,5909,5910.0,-1.0
2024-11,automoveis,TOYOTA/YARIS SEDAN,2184,2185.0,-1.0
2024-11,automoveis,TOYOTA/HILUX SW4,1928,1929.0,-1.0
2024-11,automoveis,TOYOTA/COROLLA CROSS,4805,4806.0,-1.0
2024-11,automoveis,PEUGEOT/208,913,914.0,-1.0
