mes_ref,marca,modelo,unidades_painel,marca_painel_grafia,modelo_painel_grafia,nome_planilha,unidades_planilha,marca_planilha_grafia,modelo_planilha_grafia,diferenca,situacao
2017-12,M BENZ,CLASSE S,0.0,,,Mercedes-Benz Classe S,3.0,M.BENZ,Classe S,-3.0,so_na_planilha
2017-12,M BENZ,GLA,0.0,,,Mercedes-Benz GLA,341.0,M.BENZ,GLA,-341.0,so_na_planilha
2017-12,M BENZ,GLC,112.0,M.BENZ,GLC,Mercedes-Benz GLC,129.0,M.BENZ,GLC,-17.0,diverge
2017-12,M BENZ,GLE,0.0,,,Mercedes-Benz GLE,50.0,M.BENZ,GLE,-50.0,so_na_planilha
2017-12,M BENZ,SLC,0.0,,,Mercedes-Benz SLC,7.0,M.BENZ,SLC,-7.0,so_na_planilha
2017-12,M BENZ,SLC 300,7.0,M.BENZ,SLC 300,,0.0,,,7.0,so_no_painel
2017-12,M BENZ,SPRINTER,81.0,M.BENZ,SPRINTER,Mercedes-Benz Sprinter,165.0,M.BENZ,Sprinter,-84.0,diverge
2017-12,M BENZ,SPRINTER 311,1.0,M.BENZ,SPRINTER 311,,0.0,,,1.0,so_no_painel
2017-12,M BENZ,SPRINTER 313,149.0,M.BENZ,SPRINTER 313,,0.0,,,149.0,so_no_painel
2017-12,M BENZ,SPRINTER 415,9.0,M.BENZ,SPRINTER 415,,0.0,,,9.0,so_no_painel
2017-12,M BENZ,SPRINTER 515,3.0,M.BENZ,SPRINTER 515,,0.0,,,3.0,so_no_painel
2017-12,M BENZ,VITO,20.0,M.BENZ,VITO,Mercedes-Benz Vito,20.0,M.BENZ,Vito,0.0,igual
2017-12,MINI,COUNTRYMAN,0.0,,,Mini Countryman,5.0,Mini,Countryman,-5.0,so_na_planilha
2017-12,MINI,HATCH 3 PORTAS,0.0,,,Mini Hatch 3 portas,143.0,Mini,Hatch 3 portas,-143.0,so_na_planilha
2017-12,MITSUBISHI,ASX,503.0,MITSUBISHI,ASX,Mitsubishi ASX,503.0,Mitsubishi,ASX,0.0,igual
2017-12,MITSUBISHI,L200,834.0,MITSUBISHI,L200,,0.0,,,834.0,so_no_painel
2017-12,MITSUBISHI,L200 TRITON,0.0,,,Mitsubishi L200 Triton,834.0,Mitsubishi,L200 Triton,-834.0,so_na_planilha
2017-12,MITSUBISHI,LANCER,1.0,MITSUBISHI,LANCER,Mitsubishi Lancer,1.0,Mitsubishi,Lancer,0.0,igual
2017-12,MITSUBISHI,OUTLANDER,202.0,MITSUBISHI,OUTLANDER,Mitsubishi Outlander,202.0,Mitsubishi,Outlander,0.0,igual
2017-12,MITSUBISHI,PAJERO,209.0,MITSUBISHI,PAJERO,,0.0,,,209.0,so_no_painel
2017-12,MITSUBISHI,PAJERO FULL,0.0,,,Mitsubishi Pajero Full,20.0,Mitsubishi,Pajero Full,-20.0,so_na_planilha
2017-12,MITSUBISHI,PAJERO FULL 3D,0.0,,,Mitsubishi Pajero Full 3D,9.0,Mitsubishi,Pajero Full 3D,-9.0,so_na_planilha
2017-12,MITSUBISHI,PAJERO HPE,0.0,,,Mitsubishi Pajero HPE,180.0,Mitsubishi,Pajero HPE,-180.0,so_na_planilha
2017-12,NISSAN,FRONTIER,446.0,NISSAN,FRONTIER,Nissan Frontier,446.0,Nissan,Frontier,0.0,igual
2017-12,NISSAN,KICKS,3713.0,NISSAN,KICKS,Nissan Kicks,3713.0,Nissan,Kicks,0.0,igual
2017-12,NISSAN,MARCH,1355.0,NISSAN,MARCH,Nissan March,1355.0,Nissan,March,0.0,igual
2017-12,NISSAN,SENTRA,243.0,NISSAN,SENTRA,Nissan Sentra,243.0,Nissan,Sentra,0.0,igual
2017-12,NISSAN,VERSA,2389.0,NISSAN,VERSA,Nissan Versa,2389.0,Nissan,Versa,0.0,igual
2017-12,PEUGEOT,2008,826.0,PEUGEOT,2008,Peugeot 2008,826.0,Peugeot,2008,0.0,igual
2017-12,PEUGEOT,208,1004.0,PEUGEOT,208,Peugeot 208,1004.0,Peugeot,208,0.0,igual
2017-12,PEUGEOT,3008,182.0,PEUGEOT,3008,Peugeot 3008,182.0,Peugeot,3008,0.0,igual
2017-12,PEUGEOT,308,91.0,PEUGEOT,308,Peugeot 308,91.0,Peugeot,308,0.0,igual
2017-12,PEUGEOT,408,51.0,PEUGEOT,408,Peugeot 408,51.0,Peugeot,408,0.0,igual
2017-12,PEUGEOT,BOXER,1.0,PEUGEOT,BOXER,Peugeot Boxer,1.0,Peugeot,Boxer,0.0,igual
2017-12,PEUGEOT,EXPERT,98.0,PEUGEOT,EXPERT,Peugeot Expert,98.0,Peugeot,Expert,0.0,igual
2017-12,PEUGEOT,PARTNER,83.0,PEUGEOT,PARTNER,Peugeot Partner,83.0,Peugeot,Partner,0.0,igual
2017-12,PORSCHE,718 BOXSTER,0.0,,,Porsche 718 Boxster,12.0,Porsche,718 Boxster,-12.0,so_na_planilha
2017-12,PORSCHE,718 CAYMAN,0.0,,,Porsche 718 Cayman,5.0,Porsche,718 Cayman,-5.0,so_na_planilha
2017-12,PORSCHE,911,11.0,PORSCHE,911,Porsche 911,12.0,Porsche,911,-1.0,diverge
2017-12,PORSCHE,BOXSTER,12.0,PORSCHE,BOXSTER,,0.0,,,12.0,so_no_painel
2017-12,PORSCHE,CAYENNE,0.0,,,Porsche Cayenne,12.0,Porsche,Cayenne,-12.0,so_na_planilha
2017-12,PORSCHE,CAYMAN,5.0,PORSCHE,CAYMAN,,0.0,,,5.0,so_no_painel
2017-12,PORSCHE,MACAN,0.0,,,Porsche Macan,31.0,Porsche,Macan,-31.0,so_na_planilha
2017-12,PORSCHE,PANAMERA,0.0,,,Porsche Panamera,21.0,Porsche,Panamera,-21.0,so_na_planilha
2017-12,RAM,2500,2.0,RAM,2500,,0.0,,,2.0,so_no_painel
2017-12,RELY,PICK UP,0.0,,,Rely Pick-up,2.0,Rely,Pick-up,-2.0,so_na_planilha
2017-12,RELY,RELY PICK UP,2.0,RELY,RELY PICK-UP,,0.0,,,2.0,so_no_painel
2017-12,RENAULT,ALASKAN,1.0,RENAULT,ALASKAN,,0.0,,,1.0,so_no_painel
2017-12,RENAULT,CAPTUR,2105.0,RENAULT,CAPTUR,Renault Captur,2105.0,Renault,Captur,0.0,igual
2017-12,RENAULT,CLIO,1.0,RENAULT,CLIO,Renault Clio,1.0,Renault,Clio,0.0,igual
2017-12,RENAULT,DUSTER,1929.0,RENAULT,DUSTER,Renault Duster,1930.0,Renault,Duster,-1.0,diverge
2017-12,RENAULT,FLUENCE,107.0,RENAULT,FLUENCE,Renault Fluence,107.0,Renault,Fluence,0.0,igual
2017-12,RENAULT,KANGOO,82.0,RENAULT,KANGOO,Renault Kangoo,82.0,Renault,Kangoo,0.0,igual
2017-12,RENAULT,KWID,2818.0,RENAULT,KWID,Renault Kwid,2818.0,Renault,Kwid,0.0,igual
2017-12,RENAULT,LOGAN,2603.0,RENAULT,LOGAN,Renault Logan,2603.0,Renault,Logan,0.0,igual
2017-12,RENAULT,MASTER,615.0,RENAULT,MASTER,Renault Master,616.0,Renault,Master,-1.0,diverge
2017-12,RENAULT,MEGANE GT,0.0,RENAULT,MEGANE GT,,0.0,,,0.0,so_na_planilha
2017-12,RENAULT,OROCH,1133.0,RENAULT,OROCH,Renault Oroch,1133.0,Renault,Oroch,0.0,igual
2017-12,RENAULT,RENAULT,3.0,RENAULT,RENAULT,,0.0,,,3.0,so_no_painel
2017-12,RENAULT,SANDERO,3913.0,RENAULT,SANDERO,Renault Sandero,3913.0,Renault,Sandero,0.0,igual
2017-12,SHINERAY,T20,0.0,,,Shineray T20,1.0,Shineray,T20,-1.0,so_na_planilha
2017-12,SUBARU,FORESTER,0.0,,,Subaru Forester,53.0,Subaru,Forester,-53.0,so_na_planilha
2017-12,SUBARU,LEGACY,0.0,,,Subaru Legacy,2.0,Subaru,Legacy,-2.0,so_na_planilha
2017-12,SUBARU,OUTBACK,0.0,,,Subaru Outback,10.0,Subaru,Outback,-10.0,so_na_planilha
2017-12,SUBARU,WRX,2.0,SUBARU,WRX,Subaru WRX,2.0,Subaru,WRX,0.0,igual
2017-12,SUBARU,XV,0.0,,,Subaru XV,20.0,Subaru,XV,-20.0,so_na_planilha
2017-12,SUZUKI,JIMNY,183.0,SUZUKI,JIMNY,Suzuki Jimny,183.0,Suzuki,Jimny,0.0,igual
2017-12,SUZUKI,S CROSS,0.0,,,Suzuki S-Cross,42.0,Suzuki,S-Cross,-42.0,so_na_planilha
2017-12,SUZUKI,VITARA,187.0,SUZUKI,VITARA,Suzuki Vitara,187.0,Suzuki,Vitara,0.0,igual
2017-12,TOYOTA,COROLLA,6568.0,TOYOTA,COROLLA,Toyota Corolla,6568.0,Toyota,Corolla,0.0,igual
2017-12,TOYOTA,ETIOS,0.0,,,Toyota Etios,3769.0,Toyota,Etios,-3769.0,so_na_planilha
2017-12,TOYOTA,ETIOS HB,3769.0,TOYOTA,ETIOS HB,,0.0,,,3769.0,so_no_painel
2017-12,TOYOTA,ETIOS SEDA,0.0,,,Toyota Etios Sedã,2991.0,Toyota,Etios Sedã,-2991.0,so_na_planilha
2017-12,TOYOTA,ETIOS SEDAN,2991.0,TOYOTA,ETIOS SEDAN,,0.0,,,2991.0,so_no_painel
2017-12,TOYOTA,HILUX,4019.0,TOYOTA,HILUX,Toyota Hilux,4019.0,Toyota,Hilux,0.0,igual
2017-12,TOYOTA,HILUX SW4,1469.0,TOYOTA,HILUX SW4,,0.0,,,1469.0,so_no_painel
2017-12,TOYOTA,PRIUS,199.0,TOYOTA,PRIUS,Toyota Prius,199.0,Toyota,Prius,0.0,igual
2017-12,TOYOTA,RAV4,0.0,,,Toyota RAV4,104.0,Toyota,RAV4,-104.0,so_na_planilha
2017-12,TOYOTA,SW4,0.0,,,Toyota SW4,1240.0,Toyota,SW4,-1240.0,so_na_planilha
2017-12,TROLLER,T4,165.0,TROLLER,T4,Troller T4,165.0,Troller,T4,0.0,igual
2017-12,VICR,SAVEIRO,2.0,VICR,SAVEIRO,,0.0,,,2.0,so_no_painel
2017-12,VOLVO,S60,12.0,VOLVO,S60,Volvo S60,12.0,Volvo,S60,0.0,igual
2017-12,VOLVO,V40,0.0,,,Volvo V40,38.0,Volvo,V40,-38.0,so_na_planilha
2017-12,VOLVO,V60,7.0,VOLVO,V60,Volvo V60,7.0,Volvo,V60,0.0,igual
2017-12,VOLVO,XC60,249.0,VOLVO,XC60,Volvo XC60,249.0,Volvo,XC60,0.0,igual
2017-12,VOLVO,XC90,0.0,,,Volvo XC90,68.0,Volvo,XC90,-68.0,so_na_planilha
2017-12,VW,AMAROK,1317.0,VW,AMAROK,Volkswagen Amarok,1317.0,VW,Amarok,0.0,igual
2017-12,VW,CROSSFOX,0.0,,,Volkswagen CrossFox,16.0,VW,CrossFox,-16.0,so_na_planilha
2017-12,VW,FOX,0.0,,,Volkswagen Fox,2575.0,VW,Fox,-2575.0,so_na_planilha
2017-12,VW,FOX CROSS FOX,2591.0,VW,FOX/CROSS FOX,,0.0,,,2591.0,so_no_painel
2017-12,VW,FUSCA,0.0,,,Volkswagen Fusca,3.0,VW,Fusca,-3.0,so_na_planilha
2017-12,VW,GOL,6054.0,VW,GOL,Volkswagen Gol,6054.0,VW,Gol,0.0,igual
2017-12,VW,GOLF,200.0,VW,GOLF,Volkswagen Golf,200.0,VW,Golf,0.0,igual
2017-12,VW,GOLF VARIANT,40.0,VW,GOLF VARIANT,Volkswagen Golf Variant,40.0,VW,Golf Variant,0.0,igual
2017-12,VW,JETTA,626.0,VW,JETTA,Volkswagen Jetta,626.0,VW,Jetta,0.0,igual
2017-12,VW,PASSAT,66.0,VW,PASSAT,Volkswagen Passat,66.0,VW,Passat,0.0,igual
2017-12,VW,POLO,4898.0,VW,POLO,Volkswagen Polo,4898.0,VW,Polo,0.0,igual
2017-12,VW,SAVEIRO,3273.0,VW,SAVEIRO,Volkswagen Saveiro,3275.0,VW,Saveiro,-2.0,diverge
2017-12,VW,SPACE FOX,508.0,VW,SPACE FOX,,0.0,,,508.0,so_no_painel
2017-12,VW,SPACECROSS,0.0,VW,SPACECROSS,,0.0,,,0.0,so_na_planilha
2017-12,VW,SPACEFOX,0.0,,,Volkswagen SpaceFox,508.0,VW,SpaceFox,-508.0,so_na_planilha
2017-12,VW,TIGUAN,477.0,VW,TIGUAN,Volkswagen Tiguan,477.0,VW,Tiguan,0.0,igual
2017-12,VW,TOUAREG,0.0,,,Volkswagen Touareg,2.0,VW,Touareg,-2.0,so_na_planilha
2017-12,VW,UP,2733.0,VW,UP,Volkswagen up!,2733.0,VW,up!,0.0,igual
2017-12,VW,VIRTUS,80.0,VW,VIRTUS,,0.0,,,80.0,so_no_painel
2017-12,VW,VOYAGE,2809.0,VW,VOYAGE,Volkswagen Voyage,2809.0,VW,Voyage,0.0,igual
2018-01,,BENTLEY CONTINENTAL GT,0.0,,,Bentley Continental GT,1.0,,Bentley Continental GT,-1.0,so_na_planilha
2018-01,,BENTLEY FLYING SPUR,0.0,,,Bentley Flying Spur,1.0,,Bentley Flying Spur,-1.0,so_na_planilha
2018-01,,LAMBORGHINI AVENTADOR,0.0,,,Lamborghini Aventador,1.0,,Lamborghini Aventador,-1.0,so_na_planilha
2018-01,AGRALE,AGRALE MARRUA,1.0,AGRALE,AGRALE MARRUA,,0.0,,,1.0,so_no_painel
2018-01,AGRALE,MARRUA,0.0,,,Agrale Marruá,1.0,Agrale,Marruá,-1.0,so_na_planilha
2018-01,ASA,CAUYPE,8.0,ASA,CAUYPE,,0.0,,,8.0,so_no_painel
2018-01,AUDI,A1,0.0,,,Audi A1,9.0,Audi,A1,-9.0,so_na_planilha
2018-01,AUDI,A3,14.0,AUDI,A3,Audi A3,14.0,Audi,A3,0.0,igual
2018-01,AUDI,A3 SEDAN,235.0,AUDI,A3 SEDAN,Audi A3 Sedan,235.0,Audi,A3 Sedan,0.0,igual
2018-01,AUDI,A4,77.0,AUDI,A4,Audi A4,77.0,Audi,A4,0.0,igual
2018-01,AUDI,A4 AVANT,19.0,AUDI,A4 AVANT,Audi A4 Avant,19.0,Audi,A4 Avant,0.0,igual
2018-01,AUDI,A5,48.0,AUDI,A5,,0.0,,,48.0,so_no_painel
2018-01,AUDI,A5 SPORTBACK,0.0,,,Audi A5 Sportback,48.0,Audi,A5 Sportback,-48.0,so_na_planilha
2018-01,AUDI,A6,0.0,,,Audi A6,1.0,Audi,A6,-1.0,so_na_planilha
2018-01,AUDI,A7 SPORTBACK,0.0,,,Audi A7 Sportback,2.0,Audi,A7 Sportback,-2.0,so_na_planilha
2018-01,AUDI,Q3,139.0,AUDI,Q3,Audi Q3,139.0,Audi,Q3,0.0,igual
2018-01,AUDI,Q5,66.0,AUDI,Q5,Audi Q5,66.0,Audi,Q5,0.0,igual
2018-01,AUDI,Q7,0.0,,,Audi Q7,6.0,Audi,Q7,-6.0,so_na_planilha
2018-01,AUDI,R8,0.0,,,Audi R8,1.0,Audi,R8,-1.0,so_na_planilha
2018-01,AUDI,RS 3 SPORTBACK,0.0,,,Audi RS 3 Sportback,26.0,Audi,RS 3 Sportback,-26.0,so_na_planilha
2018-01,AUDI,RS 6 AVANT,0.0,,,Audi RS 6 Avant,1.0,Audi,RS 6 Avant,-1.0,so_na_planilha
2018-01,AUDI,RS Q3,0.0,,,Audi RS Q3,1.0,Audi,RS Q3,-1.0,so_na_planilha
2018-01,AUDI,RS3,14.0,AUDI,RS3,,0.0,,,14.0,so_no_painel
2018-01,AUDI,SQ5,0.0,,,Audi SQ5,3.0,Audi,SQ5,-3.0,so_na_planilha
2018-01,AUDI,TT,24.0,AUDI,TT,,0.0,,,24.0,so_no_painel
2018-01,AUDI,TT COUPE,0.0,,,Audi TT Coupé,24.0,Audi,TT Coupé,-24.0,so_na_planilha
2018-01,AUDI,TTS,4.0,AUDI,TTS,,0.0,,,4.0,so_no_painel
2018-01,AUDI,TTS COUPE,0.0,,,Audi TTS Coupé,4.0,Audi,TTS Coupé,-4.0,so_na_planilha
2018-01,BMW,218I,0.0,BMW,218I,,0.0,,,0.0,so_na_planilha
2018-01,BMW,220I,31.0,BMW,220I,,0.0,,,31.0,so_no_painel
2018-01,BMW,320,219.0,BMW,320,,0.0,,,219.0,so_no_painel
2018-01,BMW,328,29.0,BMW,328,,0.0,,,29.0,so_no_painel
2018-01,BMW,430I,9.0,BMW,430I,,0.0,,,9.0,so_no_painel
2018-01,BMW,530,18.0,BMW,530,,0.0,,,18.0,so_no_painel
2018-01,BMW,I8,8.0,BMW,I8,,0.0,,,8.0,so_no_painel
2018-01,BMW,M1,0.0,,,BMW M1,2.0,BMW,M1,-2.0,so_na_planilha
2018-01,BMW,M2,0.0,,,BMW M2,7.0,BMW,M2,-7.0,so_na_planilha
2018-01,BMW,M3,0.0,,,BMW M3,6.0,BMW,M3,-6.0,so_na_planilha
2018-01,BMW,M6,0.0,,,BMW M6,1.0,BMW,M6,-1.0,so_na_planilha
2018-01,BMW,SERIE 2 ACTIVE TOURER,0.0,,,BMW Série 2 Active Tourer,31.0,BMW,Série 2 Active Tourer,-31.0,so_na_planilha
2018-01,BMW,SERIE 3,0.0,,,BMW Série 3,248.0,BMW,Série 3,-248.0,so_na_planilha
2018-01,BMW,SERIE 4,0.0,,,BMW Série 4,9.0,BMW,Série 4,-9.0,so_na_planilha
2018-01,BMW,SERIE 5,0.0,,,BMW Série 5,26.0,BMW,Série 5,-26.0,so_na_planilha
2018-01,BMW,SERIE 7,0.0,,,BMW Série 7,2.0,BMW,Série 7,-2.0,so_na_planilha
2018-01,BMW,X1,334.0,BMW,X1,BMW X1,332.0,BMW,X1,2.0,diverge
2018-01,BMW,X3,0.0,,,BMW X3,1.0,BMW,X3,-1.0,so_na_planilha
2018-01,BMW,X4,0.0,,,BMW X4,32.0,BMW,X4,-32.0,so_na_planilha
2018-01,BMW,X5,0.0,,,BMW X5,30.0,BMW,X5,-30.0,so_na_planilha
2018-01,BMW,X6,0.0,,,BMW X6,19.0,BMW,X6,-19.0,so_na_planilha
2018-01,BYD,T3,0.0,,,BYD T3,1.0,BYD,T3,-1.0,so_na_planilha
2018-01,CAOA CHERY,CELER,0.0,,,CAOA Chery Celer,28.0,CAOA Chery,Celer,-28.0,so_na_planilha
2018-01,CAOA CHERY,CELER SEDAN,0.0,,,CAOA Chery Celer Sedan,24.0,CAOA Chery,Celer Sedan,-24.0,so_na_planilha
2018-01,CAOA CHERY,QQ,0.0,,,CAOA Chery QQ,345.0,CAOA Chery,QQ,-345.0,so_na_planilha
2018-01,CHERY,CELER SEDAN,24.0,CHERY,CELER SEDAN,,0.0,,,24.0,so_no_painel
2018-01,CHERY,QQ,345.0,CHERY,QQ,,0.0,,,345.0,so_no_painel
2018-01,CITROEN,AIRCROSS,498.0,CITROEN,AIRCROSS,Citroën Aircross,498.0,CITROEN,Aircross,0.0,igual
2018-01,CITROEN,C3,678.0,CITROEN,C3,Citroën C3,678.0,CITROEN,C3,0.0,igual
2018-01,CITROEN,C4 LOUNGE,0.0,,,Citroën C4 Lounge,363.0,CITROEN,C4 Lounge,-363.0,so_na_planilha
2018-01,CITROEN,C4 PICASSO,48.0,CITROEN,C4 PICASSO,Citroën C4 Picasso,48.0,CITROEN,C4 Picasso,0.0,igual
2018-01,CITROEN,C4L,363.0,CITROEN,C4L,,0.0,,,363.0,so_no_painel
2018-01,CITROEN,DS 5,0.0,,,Citroën DS 5,1.0,CITROEN,DS 5,-1.0,so_na_planilha
2018-01,CITROEN,JUMPER,1.0,CITROEN,JUMPER,Citroën Jumper,1.0,CITROEN,Jumper,0.0,igual
2018-01,CITROEN,JUMPY,94.0,CITROEN,JUMPY,Citroën Jumpy,94.0,CITROEN,Jumpy,0.0,igual
2018-01,DODGE,JOURNEY,0.0,,,Dodge Journey,29.0,Dodge,Journey,-29.0,so_na_planilha
2018-01,EFFA,K01,13.0,EFFA,K01,,0.0,,,13.0,so_no_painel
2018-01,EFFA,K02,3.0,EFFA,K02,Effa K02,3.0,Effa,K02,0.0,igual
2018-01,EFFA,V21,2.0,EFFA,V21,,0.0,,,2.0,so_no_painel
2018-01,EFFA,V22,1.0,EFFA,V22,Effa V22,1.0,Effa,V22,0.0,igual
2018-01,FERRARI,GTC4LUSSO T,0.0,,,Ferrari GTC4Lusso T,1.0,Ferrari,GTC4Lusso T,-1.0,so_na_planilha
2018-01,FIAT,500,0.0,,,Fiat 500,2.0,Fiat,500,-2.0,so_na_planilha
2018-01,FIAT,ARGO,4972.0,FIAT,ARGO,Fiat Argo,4972.0,Fiat,Argo,0.0,igual
2018-01,FIAT,CRONOS,34.0,FIAT,CRONOS,Fiat Cronos,34.0,Fiat,Cronos,0.0,igual
2018-01,FIAT,DOBLO,422.0,FIAT,DOBLO,Fiat Doblò,422.0,Fiat,Doblò,0.0,igual
2018-01,FIAT,DUCATO,34.0,FIAT,DUCATO,Fiat Ducato,34.0,Fiat,Ducato,0.0,igual
2018-01,FIAT,FIORINO,750.0,FIAT,FIORINO,Fiat Fiorino,750.0,Fiat,Fiorino,0.0,igual
2018-01,FIAT,GRAND SIENA,0.0,,,Fiat Grand Siena,1631.0,Fiat,Grand Siena,-1631.0,so_na_planilha
2018-01,FIAT,IDEA,0.0,FIAT,IDEA,,0.0,,,0.0,so_na_planilha
2018-01,FIAT,MOBI,4679.0,FIAT,MOBI,Fiat Mobi,4679.0,Fiat,Mobi,0.0,igual
2018-01,FIAT,PALIO,205.0,FIAT,PALIO,Fiat Palio,205.0,Fiat,Palio,0.0,igual
2018-01,FIAT,PALIO WEEKEND,1.0,FIAT,PALIO WEEKEND,,0.0,,,1.0,so_no_painel
2018-01,FIAT,PUNTO,0.0,,,Fiat Punto,6.0,Fiat,Punto,-6.0,so_na_planilha
2018-01,FIAT,SIENA,1631.0,FIAT,SIENA,,0.0,,,1631.0,so_no_painel
2018-01,FIAT,STRADA,5372.0,FIAT,STRADA,Fiat Strada,5372.0,Fiat,Strada,0.0,igual
2018-01,FIAT,TORO,3893.0,FIAT,TORO,Fiat Toro,3893.0,Fiat,Toro,0.0,igual
2018-01,FIAT,UNO,1263.0,FIAT,UNO,Fiat Uno,1263.0,Fiat,Uno,0.0,igual
2018-01,FIAT,WEEKEND,143.0,FIAT,WEEKEND,Fiat Weekend,144.0,Fiat,Weekend,-1.0,diverge
2018-01,FORD,ECOSPORT,2328.0,FORD,ECOSPORT,Ford EcoSport,2328.0,Ford,EcoSport,0.0,igual
2018-01,FORD,EDGE,0.0,,,Ford Edge,25.0,Ford,Edge,-25.0,so_na_planilha
2018-01,FORD,FIESTA,1663.0,FORD,FIESTA,Ford Fiesta,1663.0,Ford,Fiesta,0.0,igual
2018-01,FORD,FIESTA SEDAN,0.0,,,Ford Fiesta Sedan,161.0,Ford,Fiesta Sedan,-161.0,so_na_planilha
2018-01,FORD,FOCUS,334.0,FORD,FOCUS,Ford Focus,334.0,Ford,Focus,0.0,igual
2018-01,FORD,FOCUS FASTBACK,0.0,,,Ford Focus Fastback,457.0,Ford,Focus Fastback,-457.0,so_na_planilha
2018-01,FORD,FOCUS SEDAN,457.0,FORD,FOCUS SEDAN,,0.0,,,457.0,so_no_painel
2018-01,FORD,FUSION,379.0,FORD,FUSION,Ford Fusion,379.0,Ford,Fusion,0.0,igual
2018-01,FORD,KA,7656.0,FORD,KA,Ford Ka,7656.0,Ford,Ka,0.0,igual
2018-01,FORD,KA SEDAN,1959.0,FORD,KA SEDAN,Ford Ka Sedan,1959.0,Ford,Ka Sedan,0.0,igual
2018-01,FORD,MUSTANG,0.0,,,Ford Mustang,1.0,Ford,Mustang,-1.0,so_na_planilha
2018-01,FORD,NEW FIESTA,161.0,FORD,NEW FIESTA,,0.0,,,161.0,so_no_painel
2018-01,FORD,RANGER,1411.0,FORD,RANGER,Ford Ranger,1411.0,Ford,Ranger,0.0,igual
2018-01,FORD,VERONA,1.0,FORD,VERONA,,0.0,,,1.0,so_no_painel
2018-01,FOTON,1039,0.0,,,Foton 1039,3.0,Foton,1039,-3.0,so_na_planilha
2018-01,FOTON,AUMARK 3 5 12DT,1.0,FOTON,AUMARK 3.5-12DT,,0.0,,,1.0,so_no_painel
2018-01,FOTON,AUMARK 3 5 14DT,2.0,FOTON,AUMARK 3.5-14DT,,0.0,,,2.0,so_no_painel
2018-01,GM,CAMARO,0.0,,,Chevrolet Camaro,2.0,GM,Camaro,-2.0,so_na_planilha
2018-01,GM,CELTA,1.0,GM,CELTA,,0.0,,,1.0,so_no_painel
2018-01,GM,COBALT,1356.0,GM,COBALT,Chevrolet Cobalt,1356.0,GM,Cobalt,0.0,igual
2018-01,GM,CRUZE,0.0,,,Chevrolet Cruze,1561.0,GM,Cruze,-1561.0,so_na_planilha
2018-01,GM,CRUZE HB,453.0,GM,CRUZE HB,,0.0,,,453.0,so_no_painel
2018-01,GM,CRUZE SEDAN,1561.0,GM,CRUZE SEDAN,,0.0,,,1561.0,so_no_painel
2018-01,GM,CRUZE SPORT6,0.0,,,Chevrolet Cruze Sport6,453.0,GM,Cruze Sport6,-453.0,so_na_planilha
2018-01,GM,EL CAMINO,1.0,GM,EL CAMINO,,0.0,,,1.0,so_no_painel
2018-01,GM,EQUINOX,392.0,GM,EQUINOX,Chevrolet Equinox,392.0,GM,Equinox,0.0,igual
2018-01,GM,MONTANA,976.0,GM,MONTANA,Chevrolet Montana,976.0,GM,Montana,0.0,igual
2018-01,GM,ONIX,16058.0,GM,ONIX,Chevrolet Onix,16058.0,GM,Onix,0.0,igual
2018-01,GM,PRISMA,5926.0,GM,PRISMA,Chevrolet Prisma,5926.0,GM,Prisma,0.0,igual
2018-01,GM,S10,2681.0,GM,S10,Chevrolet S10,2681.0,GM,S10,0.0,igual
2018-01,GM,SPIN,1849.0,GM,SPIN,Chevrolet Spin,1849.0,GM,Spin,0.0,igual
2018-01,GM,TRACKER,2344.0,GM,TRACKER,Chevrolet Tracker,2344.0,GM,Tracker,0.0,igual
2018-01,GM,TRAILBLAZER,300.0,GM,TRAILBLAZER,Chevrolet TrailBlazer,300.0,GM,TrailBlazer,0.0,igual
2018-01,HAFEI,RUIYI,1.0,HAFEI,RUIYI,,0.0,,,1.0,so_no_painel
2018-01,HAFEI,TOWNER FURGAO,0.0,,,Hafei Towner Furgão,1.0,Hafei,Towner Furgão,-1.0,so_na_planilha
2018-01,HAFEI,TOWNER PICK UP,0.0,,,Hafei Towner Pick-up,1.0,Hafei,Towner Pick-up,-1.0,so_na_planilha
2018-01,HAFEI,ZHONGYI VAN,1.0,HAFEI,ZHONGYI VAN,,0.0,,,1.0,so_no_painel
2018-01,HONDA,ACCORD,0.0,,,Honda Accord,14.0,Honda,Accord,-14.0,so_na_planilha
2018-01,HONDA,CITY,366.0,HONDA,CITY,Honda City,366.0,Honda,City,0.0,igual
2018-01,HONDA,CIVIC,977.0,HONDA,CIVIC,Honda Civic,977.0,Honda,Civic,0.0,igual
2018-01,HONDA,CR V,0.0,,,Honda CR-V,1.0,Honda,CR-V,-1.0,so_na_planilha
2018-01,HONDA,FIT,2882.0,HONDA,FIT,Honda Fit,2882.0,Honda,Fit,0.0,igual
2018-01,HONDA,HR V,3874.0,HONDA,HR-V,Honda HR-V,3874.0,Honda,HR-V,0.0,igual
2018-01,HONDA,WR V,1957.0,HONDA,WR-V,Honda WR-V,1957.0,Honda,WR-V,0.0,igual
2018-01,HYUNDAI,AZERA,0.0,,,Hyundai Azera,9.0,Hyundai,Azera,-9.0,so_na_planilha
2018-01,HYUNDAI,CRETA,2875.0,HYUNDAI,CRETA,Hyundai Creta,2875.0,Hyundai,Creta,0.0,igual
2018-01,HYUNDAI,ELANTRA,68.0,HYUNDAI,ELANTRA,Hyundai Elantra,68.0,Hyundai,Elantra,0.0,igual
