mes,mes_fonte,linhas,modelos_conferidos_pelo_acumulado,modelos_divergentes,divergencia_absoluta,divergencia_liquida,observacao
2023-09,2023-10,167,151,29,39,-37,"167 linhas recuperadas do informe de 2023-10; rota do acumulado confere 122 de 151 modelos; diferenca absoluta 39 unidades, liquida -37"
