mes,arquivo,linhas_recuperadas,tratamento
2020-04,2020-04.pdf,168,fonte sem ToUnicode; traducao pela ordem padrao de glifos TrueType (sem OCR)
2020-05,2020-05.pdf,168,fonte sem ToUnicode; traducao pela ordem padrao de glifos TrueType (sem OCR)
2020-06,2020-06.pdf,168,fonte sem ToUnicode; traducao pela ordem padrao de glifos TrueType (sem OCR)
2024-01,2024-01.pdf,148,fonte sem ToUnicode; traducao pela ordem padrao de glifos TrueType (sem OCR)
2024-04,2024-04.pdf,157,fonte sem ToUnicode; traducao pela ordem padrao de glifos TrueType (sem OCR)
2024-05,2024-05.pdf,160,fonte sem ToUnicode; traducao pela ordem padrao de glifos TrueType (sem OCR)
