mes,segmento,total_publicado,total_publicado_mes_anterior,origem,arquivo_origem,edicao
2008-10,automoveis,195234,223766,resumo_mensal,2008-10.pdf,70
2008-10,comerciais_leves,29524,30380,resumo_mensal,2008-10.pdf,70
