mes,segmento,total_publicado,total_publicado_mes_anterior,origem,arquivo_origem,edicao
2014-05,automoveis,232623,234956,resumo_mensal,2014-05.pdf,137
2014-05,comerciais_leves,45263,44771,resumo_mensal,2014-05.pdf,137
