mes,segmento,total_publicado,total_publicado_mes_anterior,origem,arquivo_origem,edicao
2009-06,automoveis,257212,208959,resumo_mensal,2009-06.pdf,78
2009-06,comerciais_leves,32553,28404,resumo_mensal,2009-06.pdf,78
