mes,segmento,total_publicado,total_publicado_mes_anterior,origem,arquivo_origem,edicao
2009-04,automoveis,197372,229493,resumo_mensal,2009-04.pdf,76
2009-04,comerciais_leves,27022,31494,resumo_mensal,2009-04.pdf,76
