mes,segmento,total_publicado,total_publicado_mes_anterior,origem,arquivo_origem,edicao
2012-07,automoveis,304151,299317,resumo_mensal,2012-07.pdf,115
2012-07,comerciais_leves,47234,41350,resumo_mensal,2012-07.pdf,115
