mes,segmento,total_publicado,total_publicado_mes_anterior,origem,arquivo_origem,edicao
2006-07,automoveis,141159,124384,resumo_mensal,2006-07.pdf,43
2006-07,comerciais_leves,16894,16480,resumo_mensal,2006-07.pdf,43
