mes,segmento,total_publicado,total_publicado_mes_anterior,origem,arquivo_origem,edicao
2010-04,automoveis,225311,295447,resumo_mensal,2010-04.pdf,88
2010-04,comerciais_leves,36559,41912,resumo_mensal,2010-04.pdf,88
